Pos| Game| Year| Genre| Publisher| North America| Europe| Japan| Rest of World| GlobalGame| Console system
El Shaddai: Ascension of the Metatron| https://www.vgchartz.com/game/45149/el-shaddai-ascension-of-the-metatron/| 2011| Action| Ignition Entertainment| 0.11| 0.07| 0.08| 0.03| 0.28| PlayStation 3
Just Dance 2015| https://www.vgchartz.com/game/82952/just-dance-2015/| 2014| Music| Ubisoft| 0.15| 0.08| 0.00| 0.05| 0.28| PlayStation 3
Dead to Rights: Retribution| https://www.vgchartz.com/game/31855/dead-to-rights-retribution/| 2010| Shooter| Namco Bandai| 0.10| 0.12| 0.02| 0.05| 0.28| PlayStation 3
Trivial Pursuit| https://www.vgchartz.com/game/30499/trivial-pursuit/| 2009| Misc| Electronic Arts| 0.12| 0.11| 0.00| 0.05| 0.28| PlayStation 3
Skylanders Imaginators| https://www.vgchartz.com/game/117543/skylanders-imaginators/| 2016| Platform| Activision| 0.08| 0.16| 0.00| 0.04| 0.28| PlayStation 3
Guitar Hero: Van Halen| https://www.vgchartz.com/game/35364/guitar-hero-van-halen/| 2009| Misc| Activision| 0.14| 0.09| 0.00| 0.04| 0.28| PlayStation 3
Siren: New Translation| https://www.vgchartz.com/game/25304/siren-blood-curse/| 2008| Action-Adventure| Sony Computer Entertainment| 0.00| 0.17| 0.09| 0.01| 0.28| PlayStation 3
Pro Evolution Soccer 2017| https://www.vgchartz.com/game/126529/pro-evolution-soccer-2017/| 2016| Sports| Konami Digital Entertainment| 0.04| 0.12| 0.08| 0.03| 0.27| PlayStation 3
Sengoku Basara 4| https://www.vgchartz.com/game/75675/sengoku-basara-4/| 2014| Misc| Capcom| 0.00| 0.00| 0.27| 0.00| 0.27| PlayStation 3
Family Guy: Back to the Multiverse| https://www.vgchartz.com/game/71147/family-guy-back-to-the-multiverse/| 2012| Action-Adventure| Activision| 0.12| 0.11| 0.00| 0.05| 0.27| PlayStation 3
Shadow of the Damned| https://www.vgchartz.com/game/47309/shadows-of-the-damned/| 2011| Action| Electronic Arts| 0.11| 0.09| 0.04| 0.03| 0.27| PlayStation 3
Rapala Pro Bass Fishing 2010| https://www.vgchartz.com/game/46053/rapala-pro-bass-fishing-2010/| 2010| Sports| Activision| 0.18| 0.06| 0.00| 0.03| 0.27| PlayStation 3
NASCAR The Game 2011| https://www.vgchartz.com/game/47672/nascar-2011-the-game/| 2011| Racing| Activision| 0.25| 0.00| 0.00| 0.02| 0.27| PlayStation 3
Rock Revolution| https://www.vgchartz.com/game/24758/rock-revolution/| N/A| Misc| Konami| 0.25| 0.00| 0.00| 0.02| 0.27| PlayStation 3
The Amazing Spider-Man 2 (2014)| https://www.vgchartz.com/game/78446/the-amazing-spider-man-2-2014/| 2014| Action-Adventure| Activision| 0.06| 0.14| 0.02| 0.04| 0.27| PlayStation 3
Dragon Age: Origins - Awakening| https://www.vgchartz.com/game/42455/dragon-age-origins-awakening/| 2010| Role-Playing| Electronic Arts| 0.24| 0.00| 0.00| 0.02| 0.27| PlayStation 3
XCOM| https://www.vgchartz.com/game/51660/the-bureau-xcom-declassified/| 2013| Shooter| 2K Games| 0.08| 0.14| 0.00| 0.04| 0.27| PlayStation 3
Puppeteer| https://www.vgchartz.com/game/72149/puppeteer/| 2013| Platform| Sony Computer Entertainment Europe| 0.11| 0.09| 0.02| 0.04| 0.27| PlayStation 3
NBA 07| https://www.vgchartz.com/game/5429/nba-07/| 2006| Sports| Sony Computer Entertainment| 0.24| 0.00| 0.01| 0.02| 0.27| PlayStation 3
One Piece: Pirate Warriors 3| https://www.vgchartz.com/game/84362/one-piece-pirate-warriors-3/| 2015| Action| Namco Bandai Games| 0.00| 0.06| 0.20| 0.01| 0.27| PlayStation 3
Jikkyou Powerful Pro Yakyuu 2010| https://www.vgchartz.com/game/42487/jikkyou-powerful-pro-yakyuu-2010/| 2010| Sports| Konami| 0.00| 0.00| 0.27| 0.00| 0.27| PlayStation 3
Hatsune Miku: Project Diva F 2nd| https://www.vgchartz.com/game/79687/hatsune-miku-project-diva-f-2nd/| 2014| Music| Sega| 0.10| 0.03| 0.10| 0.03| 0.27| PlayStation 3
Atelier Ayesha: The Alchemist of the Land of Twilight| https://www.vgchartz.com/game/70822/atelier-ayesha-the-alchemist-of-dusk/| 2012| Role-Playing| Tecmo Koei| 0.06| 0.04| 0.14| 0.02| 0.27| PlayStation 3
The Adventures of Tintin| https://www.vgchartz.com/game/51781/the-adventures-of-tintin-the-game/| 2011| Adventure| Ubisoft| 0.06| 0.15| 0.00| 0.05| 0.26| PlayStation 3
Gundam Breaker| https://www.vgchartz.com/game/74335/gundam-breaker/| 2013| Misc| Namco Bandai Games| 0.00| 0.00| 0.26| 0.00| 0.26| PlayStation 3
A.C.E.: Another Century's Episode R| https://www.vgchartz.com/game/44543/ace-another-centurys-episode-r/| 2010| Simulation| Namco Bandai| 0.00| 0.00| 0.26| 0.00| 0.26| PlayStation 3
Incredible Hulk| https://www.vgchartz.com/game/14806/the-incredible-hulk/| 2008| Action| Sega| 0.22| 0.02| 0.00| 0.02| 0.26| PlayStation 3
Jikkyou Powerful Pro Yakyuu 2013| https://www.vgchartz.com/game/74991/jikkyou-powerful-pro-yakyuu-2013/| 2013| Sports| Konami Digital Entertainment| 0.00| 0.00| 0.26| 0.00| 0.26| PlayStation 3
TV Superstars| https://www.vgchartz.com/game/43964/tv-superstars/| 2010| Misc| Sony Computer Entertainment| 0.08| 0.12| 0.00| 0.05| 0.26| PlayStation 3
Dynasty Warriors 7: Xtreme Legends| https://www.vgchartz.com/game/63782/dynasty-warriors-7-xtreme-legends/| 2011| Action| KOEI| 0.04| 0.05| 0.16| 0.01| 0.26| PlayStation 3
Jikkyou Powerful Pro Yakyuu 2011| https://www.vgchartz.com/game/51598/jikkyou-powerful-pro-yakyuu-2011/| 2011| Sports| Konami| 0.00| 0.00| 0.26| 0.00| 0.26| PlayStation 3
Spider-Man: Web of Shadows| https://www.vgchartz.com/game/19585/spider-man-web-of-shadows/| 2008| Action| Activision| 0.20| 0.04| 0.00| 0.02| 0.26| PlayStation 3
Yakuza: Ishin| https://www.vgchartz.com/game/75657/yakuza-ishin/| 2014| Adventure| Sega| 0.00| 0.00| 0.26| 0.00| 0.26| PlayStation 3
Samurai Warriors 4| https://www.vgchartz.com/game/75666/samurai-warriors-4/| 2014| Fighting| Tecmo Koei| 0.00| 0.00| 0.26| 0.00| 0.26| PlayStation 3
Yakuza Zero: The Place of Oath| https://www.vgchartz.com/game/84443/yakuza-zero-the-place-of-oath/| 2015| Adventure| Sega| 0.00| 0.00| 0.26| 0.00| 0.26| PlayStation 3
Tom Clancy Splinter Cell: Double Agent| https://www.vgchartz.com/game/6147/tom-clancys-splinter-cell-double-agent/| 2007| Action| Ubisoft| 0.20| 0.03| 0.00| 0.03| 0.26| PlayStation 3
Tokyo Jungle| https://www.vgchartz.com/game/47076/tokyo-jungle/| 2012| Action| Sony Computer Entertainment| 0.00| 0.00| 0.26| 0.00| 0.26| PlayStation 3
Disney Sing It: Pop Hits| https://www.vgchartz.com/game/34274/disney-sing-it-pop-hits/| 2009| Misc| Disney Interactive Studios| 0.17| 0.06| 0.00| 0.03| 0.26| PlayStation 3
NASCAR 09| https://www.vgchartz.com/game/20069/nascar-09/| 2008| Racing| EA Sports| 0.22| 0.01| 0.00| 0.02| 0.25| PlayStation 3
Hunted: The Demon's Forge| https://www.vgchartz.com/game/44115/hunted-the-demons-forge/| 2011| Role-Playing| Bethesda Softworks| 0.12| 0.09| 0.02| 0.03| 0.25| PlayStation 3
NHL 08| https://www.vgchartz.com/game/7381/nhl-08/| 2007| Sports| Electronic Arts| 0.16| 0.06| 0.00| 0.03| 0.25| PlayStation 3
Ratchet & Clank: Full Frontal Assault| https://www.vgchartz.com/game/71144/ratchet-amp-clank-full-frontal-assault/| 2012| Action| Sony Computer Entertainment| 0.19| 0.01| 0.00| 0.05| 0.25| PlayStation 3
Juiced 2: Hot Import Nights| https://www.vgchartz.com/game/7259/juiced-2-hot-import-nights/| 2007| Racing| THQ| 0.18| 0.04| 0.01| 0.02| 0.25| PlayStation 3
Prison Break: The Conspiracy| https://www.vgchartz.com/game/42662/prison-break-the-conspiracy/| 2010| Adventure| Deep Silver| 0.05| 0.16| 0.00| 0.05| 0.25| PlayStation 3
Up| https://www.vgchartz.com/game/32676/up/| 2009| Adventure| THQ| 0.15| 0.06| 0.00| 0.03| 0.25| PlayStation 3
Star Trek: The Game| https://www.vgchartz.com/game/71338/star-trek-the-game/| 2013| Action-Adventure| Namco Bandai Games| 0.10| 0.11| 0.00| 0.04| 0.25| PlayStation 3
Jonah Lomu Rugby Challenge| https://www.vgchartz.com/game/64667/jonah-lomu-rugby-challenge/| N/A| Sports| Home Entertainment Suppliers| 0.00| 0.20| 0.00| 0.05| 0.25| PlayStation 3
Madden NFL 17| https://www.vgchartz.com/game/86435/madden-nfl-17/| 2016| Sports| EA Sports| 0.15| 0.05| 0.00| 0.04| 0.25| PlayStation 3
SBK08 Superbike World Championship| https://www.vgchartz.com/game/18335/sbk-superbike-world-championship/| 2008| Racing| Conspiracy Entertainment| 0.12| 0.11| 0.00| 0.02| 0.25| PlayStation 3
Monster Jam 2011| https://www.vgchartz.com/game/44313/monster-jam-path-of-destruction/| 2010| Racing| Activision| 0.21| 0.02| 0.00| 0.02| 0.25| PlayStation 3
The Chronicles of Riddick: Assault on Dark Athena| https://www.vgchartz.com/game/30391/the-chronicles-of-riddick-assault-on-dark-athena/| 2009| Shooter| Atari| 0.12| 0.09| 0.00| 0.04| 0.25| PlayStation 3
Teenage Mutant Ninja Turtles: Danger of the Ooze| https://www.vgchartz.com/game/84536/teenage-mutant-ninja-turtles-danger-of-the-ooze/| 2014| Platform| Activision| 0.11| 0.09| 0.00| 0.04| 0.25| PlayStation 3
Ben 10 Ultimate Alien: Cosmic Destruction| https://www.vgchartz.com/game/45824/ben-10-ultimate-alien-cosmic-destruction/| 2010| Platform| D3 Publisher| 0.12| 0.09| 0.00| 0.04| 0.25| PlayStation 3
Major League Baseball 2K7| https://www.vgchartz.com/game/1241/major-league-baseball-2k7/| 2007| Sports| 2K Sports| 0.23| 0.00| 0.00| 0.02| 0.25| PlayStation 3
Hasbro Family Game Night 3| https://www.vgchartz.com/game/45137/hasbro-family-game-night-3/| 2010| Misc| Electronic Arts| 0.18| 0.04| 0.00| 0.03| 0.25| PlayStation 3
Atelier Meruru: Alchemist of Arland| https://www.vgchartz.com/game/50483/atelier-meruru-alchemist-of-arland-3/| 2011| Role-Playing| Gust| 0.05| 0.00| 0.18| 0.01| 0.24| PlayStation 3
The Testament of Sherlock Holmes| https://www.vgchartz.com/game/69146/the-testament-of-sherlock-holmes/| 2012| Adventure| Focus Home Interactive| 0.05| 0.15| 0.00| 0.04| 0.24| PlayStation 3
X-Men: Destiny| https://www.vgchartz.com/game/47852/x-men-destiny/| 2011| Action| Activision| 0.14| 0.07| 0.00| 0.03| 0.24| PlayStation 3
Just Dance Kids 2| https://www.vgchartz.com/game/65387/just-dance-kids-2/| 2011| Misc| Ubisoft| 0.10| 0.10| 0.00| 0.04| 0.24| PlayStation 3
Game of Thrones| https://www.vgchartz.com/game/68815/game-of-thrones/| 2012| Role-Playing| Atlus| 0.10| 0.11| 0.00| 0.04| 0.24| PlayStation 3
Persona 5| https://www.vgchartz.com/game/44294/persona-5/| 2016| Role-Playing| Atlus| 0.07| 0.02| 0.14| 0.02| 0.24| PlayStation 3
Turning Point: Fall of Liberty| https://www.vgchartz.com/game/16832/turning-point-fall-of-liberty/| 2008| Shooter| Codemasters| 0.21| 0.01| 0.00| 0.02| 0.24| PlayStation 3
Fuel| https://www.vgchartz.com/game/26595/fuel/| 2009| Racing| Codemasters| 0.08| 0.11| 0.00| 0.04| 0.24| PlayStation 3
AC/DC LIVE: Rock Band Track Pack| https://www.vgchartz.com/game/27416/acdc-live-rock-band-track-pack/| 2008| Misc| MTV Games| 0.21| 0.01| 0.00| 0.02| 0.24| PlayStation 3
Pictionary: Ultimate Edition| https://www.vgchartz.com/game/66966/pictionary-ultimate-edition/| 2011| Misc| THQ| 0.15| 0.06| 0.00| 0.04| 0.24| PlayStation 3
Mobile Suit Gundam Battlefield Record U.C.0081| https://www.vgchartz.com/game/32734/mobile-suit-gundam-battlefield-record-uc0081/| 2009| Action| Bandai| 0.00| 0.00| 0.24| 0.00| 0.24| PlayStation 3
Harry Potter and the Order of the Phoenix| https://www.vgchartz.com/game/6814/harry-potter-and-the-order-of-the-phoenix/| 2007| Adventure| Electronic Arts| 0.18| 0.04| 0.00| 0.02| 0.24| PlayStation 3
Pure Football| https://www.vgchartz.com/game/44931/pure-futbol/| 2010| Sports| Ubisoft| 0.06| 0.13| 0.00| 0.04| 0.24| PlayStation 3
Cabela's Big Game Hunter 2012| https://www.vgchartz.com/game/63690/cabelas-big-game-hunter-2012/| 2011| Sports| Activision| 0.17| 0.03| 0.00| 0.03| 0.24| PlayStation 3
Bakugan: Battle Brawlers| https://www.vgchartz.com/game/34319/bakugan-battle-brawlers/| 2009| Action| Activision| 0.19| 0.03| 0.00| 0.02| 0.24| PlayStation 3
Birds of Steel| https://www.vgchartz.com/game/51439/birds-of-steel/| 2012| Simulation| Konami Digital Entertainment| 0.10| 0.09| 0.02| 0.03| 0.24| PlayStation 3
Ar Tonelico III| https://www.vgchartz.com/game/39918/ar-tonelico-qoga-knell-of-ar-ciel/| 2010| Role-Playing| Gust| 0.08| 0.01| 0.13| 0.01| 0.24| PlayStation 3
Singularity| https://www.vgchartz.com/game/32428/singularity/| N/A| Shooter| Activision| 0.17| 0.03| 0.01| 0.03| 0.24| PlayStation 3
Grand Slam Tennis 2| https://www.vgchartz.com/game/57500/grand-slam-tennis-2/| 2012| Sports| EA Sports| 0.09| 0.10| 0.00| 0.04| 0.24| PlayStation 3
Killer is Dead| https://www.vgchartz.com/game/71347/killer-is-dead/| 2013| Action| Deep Silver| 0.12| 0.04| 0.05| 0.03| 0.24| PlayStation 3
Cabela's Outdoor Adventures 2010| https://www.vgchartz.com/game/36280/cabelas-outdoor-adventures-2009/| 2009| Sports| Activision| 0.21| 0.00| 0.00| 0.02| 0.23| PlayStation 3
The Club| https://www.vgchartz.com/game/16060/the-club/| 2008| Shooter| Sega| 0.14| 0.07| 0.00| 0.03| 0.23| PlayStation 3
Shin Dynasty Warriors Gundam| https://www.vgchartz.com/game/75527/dynasty-warriors-gundam-reborn/| 2013| Action| Tecmo Koei| 0.00| 0.00| 0.23| 0.00| 0.23| PlayStation 3
Carnival Island| https://www.vgchartz.com/game/51923/carnival-island/| 2011| Misc| Sony Computer Entertainment| 0.13| 0.06| 0.00| 0.04| 0.23| PlayStation 3
Cross Edge| https://www.vgchartz.com/game/35274/cross-edge/| 2008| Role-Playing| NIS America| 0.14| 0.02| 0.05| 0.02| 0.23| PlayStation 3
Madagascar: Escape 2 Africa| https://www.vgchartz.com/game/28747/madagascar-escape-2-africa/| 2008| Action| Activision| 0.12| 0.08| 0.00| 0.03| 0.23| PlayStation 3
NASCAR 08| https://www.vgchartz.com/game/7088/nascar-08/| 2007| Racing| EA Sports| 0.15| 0.05| 0.00| 0.03| 0.23| PlayStation 3
Hannah Montana: The Movie| https://www.vgchartz.com/game/32462/hannah-montana-the-movie/| 2009| Adventure| Disney Interactive Studios| 0.14| 0.06| 0.00| 0.03| 0.23| PlayStation 3
Warriors Orochi Z| https://www.vgchartz.com/game/32465/musou-orochi-z/| 2009| Action| KOEI| 0.00| 0.00| 0.23| 0.00| 0.23| PlayStation 3
Rune Factory Oceans| https://www.vgchartz.com/game/47976/rune-factory-tides-of-destiny/| 2011| Simulation| Marvelous Interactive| 0.14| 0.00| 0.07| 0.02| 0.23| PlayStation 3
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen| https://www.vgchartz.com/game/44529/world-soccer-winning-eleven-2010-aoki-samurai-no-chousen/| 2010| Sports| Konami| 0.00| 0.00| 0.23| 0.00| 0.23| PlayStation 3
Saint Seiya Senki| https://www.vgchartz.com/game/52126/saint-seiya-sanctuary-battle/| 2011| Action| D3 Publisher| 0.00| 0.09| 0.11| 0.02| 0.23| PlayStation 3
Spider-Man: Edge of Time| https://www.vgchartz.com/game/50741/spider-man-edge-of-time/| 2011| Action| Activision| 0.13| 0.07| 0.00| 0.03| 0.23| PlayStation 3
3rd Super Robot Wars Z Jigoku Hen| https://www.vgchartz.com/game/78396/3rd-super-robot-wars-z-jigoku-hen/| 2014| Misc| Namco Bandai Games| 0.00| 0.00| 0.23| 0.00| 0.23| PlayStation 3
Risen 2| https://www.vgchartz.com/game/50297/risen-2-dark-waters/| 2012| Role-Playing| Deep Silver| 0.04| 0.14| 0.01| 0.03| 0.23| PlayStation 3
Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack| https://www.vgchartz.com/game/67025/gekijouban-macross-f-sayonara-no-tsubasa-hybrid-pack/| 2011| Action| Namco Bandai| 0.00| 0.00| 0.22| 0.00| 0.22| PlayStation 3
G-Force| https://www.vgchartz.com/game/33160/g-force/| 2009| Action| Disney Interactive Studios| 0.13| 0.06| 0.00| 0.03| 0.22| PlayStation 3
Sengoku Basara 3 Utage| https://www.vgchartz.com/game/52925/sengoku-basara-3-utage/| 2011| Action| Capcom| 0.00| 0.00| 0.22| 0.00| 0.22| PlayStation 3
Child of Eden| https://www.vgchartz.com/game/46030/child-of-eden/| 2011| Shooter| Ubisoft| 0.09| 0.10| 0.00| 0.04| 0.22| PlayStation 3
MotoGP 09/10| https://www.vgchartz.com/game/35516/motogp-0910/| 2010| Racing| Capcom| 0.05| 0.13| 0.00| 0.04| 0.22| PlayStation 3
The Legend of Heroes: Sen no Kiseki II| https://www.vgchartz.com/game/78473/the-legend-of-heroes-trails-of-cold-steel-ii/| 2014| Role-Playing| NIS America| 0.05| 0.04| 0.11| 0.02| 0.22| PlayStation 3
Just Dance 2016| https://www.vgchartz.com/game/85739/just-dance-2016/| 2015| Music| Ubisoft| 0.12| 0.06| 0.00| 0.04| 0.22| PlayStation 3
The Witch and the Hundred Soldiers| https://www.vgchartz.com/game/64288/the-witch-and-the-hundred-knight/| 2013| Role-Playing| NIS Europe| 0.08| 0.02| 0.10| 0.02| 0.22| PlayStation 3
Pinball Hall of Fame: The Williams Collection| https://www.vgchartz.com/game/35444/pinball-hall-of-fame-the-williams-collection/| 2009| Misc| Crave Entertainment| 0.20| 0.00| 0.00| 0.02| 0.22| PlayStation 3
Disgaea D2| https://www.vgchartz.com/game/71068/disgaea-d2/| 2013| Misc| NIS America| 0.09| 0.00| 0.10| 0.02| 0.22| PlayStation 3
Afrika| https://www.vgchartz.com/game/13634/afrika/| 2008| Adventure| Sony Computer Entertainment| 0.12| 0.00| 0.08| 0.01| 0.22| PlayStation 3
UFC Trainer| https://www.vgchartz.com/game/48222/ufc-personal-trainer-the-ultimate-fitness-system/| 2011| Sports| THQ| 0.10| 0.08| 0.00| 0.03| 0.22| PlayStation 3
Max Anarchy| https://www.vgchartz.com/game/49903/anarchy-reigns/| 2013| Action| Sega| 0.10| 0.03| 0.06| 0.03| 0.21| PlayStation 3
Atelier Escha & Logy: Alchemist of Dusk Sky| https://www.vgchartz.com/game/71801/atelier-escha-amp-logy-alchemists-of-the-dusk-sky/| 2013| Role-Playing| Tecmo Koei| 0.06| 0.03| 0.10| 0.02| 0.21| PlayStation 3
SingStar Pop| https://www.vgchartz.com/game/34232/singstar-pop-edition/| 2009| Misc| Sony Computer Entertainment| 0.00| 0.19| 0.00| 0.03| 0.21| PlayStation 3
The Legend of Heroes: Sen no Kiseki| https://www.vgchartz.com/game/71803/the-legend-of-heroes-trails-of-cold-steel/| 2013| Role-Playing| NIS America| 0.06| 0.02| 0.12| 0.02| 0.21| PlayStation 3
Macross Frontier ~Itsuwari no Utahime ~ Hybrid Pack| https://www.vgchartz.com/game/46441/gekijouban-macross-f-itsuwarino-utahime-hybrid-pack/| 2010| Action| Namco Bandai| 0.00| 0.00| 0.21| 0.00| 0.21| PlayStation 3
SBK X: Superbike World Championship| https://www.vgchartz.com/game/44839/sbk-x-superbike-world-championship/| 2010| Racing| Black Bean Games| 0.05| 0.13| 0.00| 0.04| 0.21| PlayStation 3
Lost Planet 3| https://www.vgchartz.com/game/70694/lost-planet-3/| 2013| Shooter| Capcom| 0.07| 0.05| 0.06| 0.03| 0.21| PlayStation 3
Hitman: HD Trilogy| https://www.vgchartz.com/game/71485/hitman-hd-trilogy/| 2013| Misc| Square Enix| 0.07| 0.10| 0.00| 0.03| 0.21| PlayStation 3
Move Fitness| https://www.vgchartz.com/game/67915/move-fitness/| 2011| Sports| Sony Computer Entertainment| 0.00| 0.17| 0.00| 0.04| 0.21| PlayStation 3
de Blob 2| https://www.vgchartz.com/game/43484/de-blob-2/| 2011| Platform| THQ| 0.11| 0.07| 0.00| 0.03| 0.21| PlayStation 3
Baja: Edge of Control| https://www.vgchartz.com/game/24987/baja-edge-of-control/| 2008| Racing| THQ| 0.10| 0.08| 0.00| 0.03| 0.21| PlayStation 3
G.I. Joe: The Rise of Cobra| https://www.vgchartz.com/game/31763/gi-joe-the-rise-of-cobra/| 2009| Action| Electronic Arts| 0.11| 0.07| 0.00| 0.03| 0.21| PlayStation 3
Guilty Gear Xrd: Sign| https://www.vgchartz.com/game/75671/guilty-gear-xrd-sign/| 2014| Fighting| Arc System Works| 0.11| 0.00| 0.07| 0.03| 0.21| PlayStation 3
Champion Jockey: G1 Jockey & Gallop Racer| https://www.vgchartz.com/game/53310/champion-jockey-g1-jockey-amp-gallop-racer/| 2011| Sports| Tecmo Koei| 0.06| 0.05| 0.08| 0.02| 0.21| PlayStation 3
Plants vs. Zombies| https://www.vgchartz.com/game/69513/plants-vs-zombies/| 2011| Strategy| PopCap Games| 0.18| 0.00| 0.00| 0.03| 0.21| PlayStation 3
Pro Yakyuu Spirits 2010| https://www.vgchartz.com/game/42474/pro-yakyuu-spirits-2010/| 2010| Sports| Konami| 0.00| 0.00| 0.21| 0.00| 0.21| PlayStation 3
Jikkyou Powerful Pro Yakyuu 2012| https://www.vgchartz.com/game/70851/jikkyou-powerful-pro-yakyuu-2012/| 2012| Sports| Konami Digital Entertainment| 0.00| 0.00| 0.21| 0.00| 0.21| PlayStation 3
Castlevania: Lords of Shadow 2| https://www.vgchartz.com/game/71331/castlevania-lords-of-shadow-2/| 2014| Action-Adventure| Konami Digital Entertainment| 0.03| 0.13| 0.02| 0.03| 0.20| PlayStation 3
Mobile Suit Gundam: Crossfire| https://www.vgchartz.com/game/1392/mobile-suit-gundam-crossfire/| 2006| Simulation| Namco Bandai| 0.06| 0.00| 0.14| 0.01| 0.20| PlayStation 3
Kung Fu Rider| https://www.vgchartz.com/game/45772/kung-fu-rider/| 2010| Action| Sony Computer Entertainment| 0.06| 0.10| 0.01| 0.04| 0.20| PlayStation 3
Major League Baseball 2K11| https://www.vgchartz.com/game/48931/major-league-baseball-2k11/| 2011| Sports| 2K Sports| 0.15| 0.03| 0.00| 0.02| 0.20| PlayStation 3
Enchanted Arms| https://www.vgchartz.com/game/6072/enchanted-arms/| 2007| Role-Playing| From Software| 0.17| 0.01| 0.00| 0.02| 0.20| PlayStation 3
Major League Baseball 2K12| https://www.vgchartz.com/game/70393/major-league-baseball-2k12/| 2012| Sports| Take-Two Interactive| 0.18| 0.00| 0.00| 0.02| 0.20| PlayStation 3
Shrek: Forever After| https://www.vgchartz.com/game/43751/shrek-forever-after/| 2010| Platform| Activision| 0.16| 0.02| 0.00| 0.03| 0.20| PlayStation 3
Shaun White Skateboarding| https://www.vgchartz.com/game/43846/shaun-white-skateboarding/| 2010| Sports| Ubisoft| 0.12| 0.05| 0.00| 0.03| 0.20| PlayStation 3
WRC: FIA World Rally Championship| https://www.vgchartz.com/game/46121/wrc-fia-world-rally-championship/| N/A| Racing| Black Bean Games| 0.00| 0.14| 0.01| 0.04| 0.20| PlayStation 3
Apache: Air Assault| https://www.vgchartz.com/game/46156/apache-air-assault/| 2010| Simulation| Activision| 0.11| 0.06| 0.00| 0.02| 0.20| PlayStation 3
Clive Barkers Jericho| https://www.vgchartz.com/game/6990/clive-barkers-jericho/| 2007| Shooter| Codemasters| 0.17| 0.01| 0.00| 0.02| 0.20| PlayStation 3
Earth Defense Force: Insect Armageddon| https://www.vgchartz.com/game/47386/earth-defense-force-insect-armageddon/| 2011| Shooter| D3 Publisher| 0.06| 0.04| 0.08| 0.02| 0.20| PlayStation 3
SingStar: Back to the 80s| https://www.vgchartz.com/game/66975/singstar-back-to-the-80s/| 2011| Misc| Sony Computer Entertainment| 0.00| 0.16| 0.00| 0.04| 0.20| PlayStation 3
Marvel Super Hero Squad: Comic Combat| https://www.vgchartz.com/game/65637/marvel-super-hero-squad-comic-combat/| 2011| Action| THQ| 0.11| 0.05| 0.00| 0.03| 0.20| PlayStation 3
Pro Yakyuu Spirits 2013| https://www.vgchartz.com/game/71817/pro-yakyuu-spirits-2013/| 2013| Sports| Konami Digital Entertainment| 0.00| 0.00| 0.20| 0.00| 0.20| PlayStation 3
Pucca's Restaurant| https://www.vgchartz.com/game/80439/atelier-shallie-alchemists-of-the-dusk-sea/| 2014| Role-Playing| Tecmo Koei| 0.07| 0.03| 0.08| 0.02| 0.20| PlayStation 3
Untold Legends: Dark Kingdom| https://www.vgchartz.com/game/2579/untold-legends-dark-kingdom/| 2006| Role-Playing| Sony Online Entertainment| 0.14| 0.02| 0.02| 0.02| 0.20| PlayStation 3
Arcana Heart 3| https://www.vgchartz.com/game/46249/arcana-heart-3/| 2011| Fighting| Arc System Works| 0.04| 0.05| 0.10| 0.02| 0.20| PlayStation 3
Afro Samurai| https://www.vgchartz.com/game/17062/afro-samurai/| 2009| Action| Namco Bandai| 0.12| 0.05| 0.00| 0.03| 0.20| PlayStation 3
Captain America: Super Soldier| https://www.vgchartz.com/game/47796/captain-america-super-soldier/| 2011| Action| Sega| 0.10| 0.07| 0.00| 0.03| 0.20| PlayStation 3
Armored Core 4| https://www.vgchartz.com/game/2859/armored-core-4/| 2006| Simulation| From Software| 0.09| 0.00| 0.09| 0.01| 0.20| PlayStation 3
No More Heroes: Heroes' Paradise| https://www.vgchartz.com/game/40816/no-more-heroes-heroes-paradise/| 2010| Action| Marvelous Interactive| 0.10| 0.04| 0.04| 0.02| 0.20| PlayStation 3
Way of the samurai 4| https://www.vgchartz.com/game/37191/way-of-the-samurai-4/| 2011| Action| Acquire| 0.00| 0.03| 0.16| 0.01| 0.20| PlayStation 3
Rise of the Argonauts| https://www.vgchartz.com/game/23967/rise-of-the-argonauts/| 2008| Action| Codemasters| 0.05| 0.12| 0.00| 0.03| 0.19| PlayStation 3
Rock Band Country Track Pack| https://www.vgchartz.com/game/34551/rock-band-country-track-pack/| 2009| Misc| MTV Games| 0.18| 0.00| 0.00| 0.02| 0.19| PlayStation 3
Quantum Theory| https://www.vgchartz.com/game/27612/quantum-theory/| 2010| Shooter| Tecmo Koei| 0.05| 0.09| 0.02| 0.03| 0.19| PlayStation 3
Nobunaga no Yabou: Souzou| https://www.vgchartz.com/game/78089/nobunaga-no-yabou-souzou/| 2013| Strategy| Tecmo Koei| 0.00| 0.00| 0.19| 0.00| 0.19| PlayStation 3
International Cricket 2010| https://www.vgchartz.com/game/44220/international-cricket-2010/| 2010| Sports| Codemasters| 0.00| 0.15| 0.00| 0.04| 0.19| PlayStation 3
Kamen Rider: Battride War| https://www.vgchartz.com/game/72212/kamen-rider-battride-war/| 2013| Action| Namco Bandai Games| 0.00| 0.00| 0.19| 0.00| 0.19| PlayStation 3
Heavy Fire: Afghanistan| https://www.vgchartz.com/game/50146/heavy-fire-afghanistan/| 2011| Shooter| Mastiff| 0.17| 0.00| 0.00| 0.03| 0.19| PlayStation 3
