Pos| Game| Year| Genre| Publisher| North America| Europe| Japan| Rest of World| GlobalGame| Console system
Super Mario Wii U| https://www.vgchartz.com/game/71410/super-mario-wii-u/| 2020| Misc| Nintendo| 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Giana Sisters: Twisted Dreams| https://www.vgchartz.com/game/75636/giana-sisters-twisted-dreams/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Don't Starve| https://www.vgchartz.com/game/85884/dont-starve-giant-edition/| N/A| Adventure| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Bit.Trip Presents... Runner 2: Future Legend of Rhythm Alien| https://www.vgchartz.com/game/71648/bittrip-presents-runner-2-future-legend-of-rhythm-alien/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Dungeons & Dragons: Shadow over Mystara| https://www.vgchartz.com/game/71772/dungeons-amp-dragons-shadow-over-mystara/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Dungeons & Dragons: Tower of Doom| https://www.vgchartz.com/game/71768/dungeons-amp-dragons-tower-of-doom/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Axiom Verge| https://www.vgchartz.com/game/95425/axiom-verge/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
The Swapper| https://www.vgchartz.com/game/84783/the-swapper/| N/A| Puzzle| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Guacamelee!| https://www.vgchartz.com/game/79578/guacamelee/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Batman: Arkham Origins Blackgate| https://www.vgchartz.com/game/80657/batman-arkham-origins-blackgate/| N/A| Action-Adventure| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Zen Pinball 2| https://www.vgchartz.com/game/76506/zen-pinball-2/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Cryamore| https://www.vgchartz.com/game/74734/cryamore/| 2014| Misc| Unknown| 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
BADLAND| https://www.vgchartz.com/game/85530/badland-game-of-the-year-edition/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Fast & Furious: Showdown| https://www.vgchartz.com/game/85970/fast-amp-furious-showdown/| 2013| Action| Activision| 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Color Zen| https://www.vgchartz.com/game/82141/color-zen/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Spin the Bottle: Bumpie's Party| https://www.vgchartz.com/game/73189/spin-the-bottle-bumpies-party/| 2020| Misc| KnapNok Games| 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Scram Kitty and his Buddy on Rails| https://www.vgchartz.com/game/73190/scram-kitty-and-his-buddy-on-rails/| 2013| Misc| Unknown| 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
KickBeat| https://www.vgchartz.com/game/84490/kickbeat/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Stick It to the Man| https://www.vgchartz.com/game/81526/stick-it-to-the-man/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Project CARS| https://www.vgchartz.com/game/73275/project-cars/| 2015| Racing| Slightly Mad Studios| 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Aban Hawkins & the 1001 Spikes| https://www.vgchartz.com/game/73355/1001-spikes/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
How to Survive| https://www.vgchartz.com/game/82723/how-to-survive/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Soul Saga| https://www.vgchartz.com/game/74094/soul-saga/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Mighty Switch Force! 2| https://www.vgchartz.com/game/79369/mighty-switch-force-2/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
SteamWorld Dig| https://www.vgchartz.com/game/84181/steamworld-dig-a-fistful-of-dirt/| N/A| Platform| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Armikrog| https://www.vgchartz.com/game/84890/armikrog/| N/A| Adventure| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
WonderFlick| https://www.vgchartz.com/game/75370/wonderflick/| 2014| Misc| Level 5| 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Monochroma| https://www.vgchartz.com/game/76383/monochroma/| 2014| Misc| Nowhere Studios| 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
CANDLE| https://www.vgchartz.com/game/76769/candle/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Child of Light| https://www.vgchartz.com/game/75702/child-of-light/| N/A| Role-Playing| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Hyper Light Drifter| https://www.vgchartz.com/game/83005/hyper-light-drifter/| N/A| Role-Playing| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Color Zen Kids| https://www.vgchartz.com/game/83207/color-zen-kids/| N/A| Puzzle| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Ittle Dew| https://www.vgchartz.com/game/82614/ittle-dew/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
RUSH| https://www.vgchartz.com/game/79061/rush/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Dr. Luigi| https://www.vgchartz.com/game/78388/dr-luigi/| N/A| Puzzle| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Knytt Underground| https://www.vgchartz.com/game/78309/knytt-underground/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Master Reboot| https://www.vgchartz.com/game/83750/master-reboot/| N/A| Adventure| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Angry Video Game Nerd Adventures| https://www.vgchartz.com/game/79007/angry-video-game-nerd-adventures/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
NES Remix 2| https://www.vgchartz.com/game/78987/nes-remix-2/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Unepic| https://www.vgchartz.com/game/78983/unepic/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Tengami| https://www.vgchartz.com/game/78879/tengami/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Evofish| https://www.vgchartz.com/game/79139/evofish/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
The Mysterious Cities of Gold: Secret Paths| https://www.vgchartz.com/game/79131/the-mysterious-cities-of-gold-secret-paths/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Razor Global Domination Pro Tour| https://www.vgchartz.com/game/79269/razor-global-domination-pro-tour/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Aqua Moto Racing Utopia| https://www.vgchartz.com/game/79266/aqua-moto-racing-utopia/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
forma.8| https://www.vgchartz.com/game/79311/forma8/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Swords & Soldiers II| https://www.vgchartz.com/game/79301/swords-amp-soldiers-ii/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Cocoto Magic Circus 2| https://www.vgchartz.com/game/79374/cocoto-magic-circus-2/| 2013| Misc| Big Ben Interactive| 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Uncharted Waters: New Horizons| https://www.vgchartz.com/game/79381/uncharted-waters-new-horizons/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Wii Karaoke U by JOYSOUND| https://www.vgchartz.com/game/79393/wii-karaoke-u-by-joysound/| N/A| Music| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Hot Wheels World's Best Driver| https://www.vgchartz.com/game/79389/hot-wheels-worlds-best-driver/| 2013| Misc| Warner Bros. Interactive Entertainment| 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
BLOK DROP U| https://www.vgchartz.com/game/79611/blok-drop-u/| N/A| Puzzle| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Costume Quest 2| https://www.vgchartz.com/game/84753/costume-quest-2/| N/A| Role-Playing| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Abyss| https://www.vgchartz.com/game/81525/abyss/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Percy's Predicament| https://www.vgchartz.com/game/79799/percys-predicament/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Assault Android Cactus| https://www.vgchartz.com/game/79803/assault-android-cactus/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Wooden Sen'SeY| https://www.vgchartz.com/game/79812/wooden-sensey/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Gravity Badgers| https://www.vgchartz.com/game/79816/gravity-badgers/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Squids Odyssey| https://www.vgchartz.com/game/79823/squids-odyssey/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Pure Chess| https://www.vgchartz.com/game/79824/pure-chess/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Ballpoint Universe: Infinite| https://www.vgchartz.com/game/79825/ballpoint-universe-infinite/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Armillo| https://www.vgchartz.com/game/79831/armillo/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Monkey Pirates| https://www.vgchartz.com/game/79832/monkey-pirates/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
My Style Studio: Hair Salon| https://www.vgchartz.com/game/80474/my-style-studio-hair-salon/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Aztez| https://www.vgchartz.com/game/80039/aztez/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Cult County| https://www.vgchartz.com/game/80849/cult-county/| 2015| Misc| Renegade Kid| 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Citizens of Earth| https://www.vgchartz.com/game/81004/citizens-of-earth/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Gaiabreaker| https://www.vgchartz.com/game/81592/gaiabreaker/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
The Girl and the Robot| https://www.vgchartz.com/game/81591/the-girl-and-the-robot/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Mystery Case Files: Retun to Ravenhearst| https://www.vgchartz.com/game/81623/mystery-case-files-retun-to-ravenhearst/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Ava and Avior Save the Earth| https://www.vgchartz.com/game/81618/ava-and-avior-save-the-earth/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Hex Heroes| https://www.vgchartz.com/game/81669/hex-heroes/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Heart Forth, Alicia| https://www.vgchartz.com/game/82139/heart-forth-alicia/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Super Toy Cars| https://www.vgchartz.com/game/83751/super-toy-cars/| N/A| Racing| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Chariot| https://www.vgchartz.com/game/81755/chariot/| N/A| Adventure| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Stealth Inc. 2| https://www.vgchartz.com/game/81844/stealth-inc-2/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Shaq-Fu: A Legend Reborn| https://www.vgchartz.com/game/82007/shaq-fu-a-legend-reborn/| 2015| Misc| Unknown| 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Shadow Puppeteer| https://www.vgchartz.com/game/82023/shadow-puppeteer/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Frederic: Resurrection of Music| https://www.vgchartz.com/game/83881/frederic-resurrection-of-music/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Red Goddess| https://www.vgchartz.com/game/82606/red-goddess/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Pushmo World| https://www.vgchartz.com/game/82676/pushmo-world/| N/A| Puzzle| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
The Fall| https://www.vgchartz.com/game/84366/the-fall/| N/A| Adventure| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Luv Me Buddies Wonderland| https://www.vgchartz.com/game/82750/luv-me-buddies-wonderland/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Falling Skies: The Game| https://www.vgchartz.com/game/83118/falling-skies-the-game/| 2015| Role-Playing| Little Orbit| 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Disney Violetta: Rhythm & Music| https://www.vgchartz.com/game/83114/disney-violetta-rhythm-amp-music/| 2014| Misc| Disney Interactive Studios| 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
I've Got to Run!| https://www.vgchartz.com/game/83095/ive-got-to-run/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Chubbins| https://www.vgchartz.com/game/83084/chubbins/| N/A| Platform| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
6180 the moon| https://www.vgchartz.com/game/83059/6180-the-moon/| N/A| Platform| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Project Giant Robot| https://www.vgchartz.com/game/82967/project-giant-robot/| 2017| Fighting| Nintendo| 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Project Guard| https://www.vgchartz.com/game/82968/project-guard/| 2015| Strategy| Nintendo| 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Affordable Space Adventures| https://www.vgchartz.com/game/83061/affordable-space-adventures/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Mario vs. Donkey Kong (Wii U)| https://www.vgchartz.com/game/83039/mario-vs-donkey-kong/| N/A| Puzzle| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
My Jurassic Farm| https://www.vgchartz.com/game/83468/my-jurassic-farm/| N/A| Simulation| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
My Arctic Farm| https://www.vgchartz.com/game/83470/my-arctic-farm/| N/A| Simulation| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
BrickBlast U!| https://www.vgchartz.com/game/83471/brickblast-u/| N/A| Puzzle| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
ZaciSa's Last Stand| https://www.vgchartz.com/game/83562/zacisas-last-stand/| N/A| Puzzle| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
POKER DICE SOLITAIRE FUTURE| https://www.vgchartz.com/game/83446/poker-dice-solitaire-future/| N/A| Strategy| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Internal Invasion| https://www.vgchartz.com/game/83445/internal-invasion/| N/A| Strategy| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Bombing Bastards| https://www.vgchartz.com/game/83444/bombing-bastards/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
The Letter| https://www.vgchartz.com/game/83638/the-letter/| N/A| Adventure| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Midtown Crazy Race| https://www.vgchartz.com/game/83908/midtown-crazy-race/| N/A| Racing| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Ice Cream Surfer| https://www.vgchartz.com/game/83905/ice-cream-surfer/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
XType Plus| https://www.vgchartz.com/game/83882/xtype-plus/| N/A| Shooter| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
IQ Test| https://www.vgchartz.com/game/83971/iq-test/| N/A| Puzzle| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
SHUT THE BOX| https://www.vgchartz.com/game/84099/shut-the-box/| N/A| Puzzle| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Jett Tailfin| https://www.vgchartz.com/game/84098/jett-tailfin/| 2014| Racing| Funbox Media| 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Kamen Rider: SummonRide| https://www.vgchartz.com/game/84133/kamen-rider-summonride/| 2014| Action| Namco Bandai Games| 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Soon Shine| https://www.vgchartz.com/game/84204/soon-shine/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Insanity's Blade| https://www.vgchartz.com/game/84519/insanitys-blade/| N/A| Adventure| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
SPIKEY WALLS| https://www.vgchartz.com/game/86408/spikey-walls/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Plenty of Fishies| https://www.vgchartz.com/game/85002/plenty-of-fishies/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Shantae and the Pirate's Curse| https://www.vgchartz.com/game/85006/shantae-and-the-pirates-curse/| N/A| Platform| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Shiftlings| https://www.vgchartz.com/game/85209/shiftlings/| N/A| Platform| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Yooka-Laylee| https://www.vgchartz.com/game/85442/yooka-laylee/| N/A| Platform| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Dragon Quest X: Inishie no Ryuu no Denshou Online| https://www.vgchartz.com/game/85470/dragon-quest-x-inishie-no-ryuu-no-denshou-online/| 2015| MMO| Square Enix| 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Harvest Moon: Seeds of Memories| https://www.vgchartz.com/game/85593/harvest-moon-seeds-of-memories/| 2015| Simulation| Natsume| 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Cross Reverie| https://www.vgchartz.com/game/85800/cross-reverie/| 2017| Role-Playing| Sinxsoft| 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Rise of the Guardians: The Video Game| https://www.vgchartz.com/game/86008/rise-of-the-guardians-the-video-game/| 2012| Action| D3Publisher| 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Ben 10 Omniverse| https://www.vgchartz.com/game/86077/ben-10-omniverse/| 2012| Action| Namco Bandai Games| 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Farming 2017 - The Simulation| https://www.vgchartz.com/game/92053/farming-2017-the-simulation/| 2016| Simulation| UIG Entertainment| 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
World to the West| https://www.vgchartz.com/game/159863/world-to-the-west/| N/A| Action-Adventure| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
The Binding of Isaac: Rebirth| https://www.vgchartz.com/game/96812/the-binding-of-isaac-rebirth/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Rocksmith 2014 Edition Remastered| https://www.vgchartz.com/game/132806/rocksmith-2014-edition-remastered/| 2016| Misc| Ubisoft| 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
Runbow| https://www.vgchartz.com/game/145713/runbow/| 2016| Platform| Nighthawk Interactive| 0.00| 0.00| 0.00| 0.00| 0.00| Nintendo Wii U
41.77| NA| 30.18| 14.34| 6.86| 93.14| NA| NA| NA| NA| Nintendo Wii U
41.77| NA| 30.21| 14.34| 6.95| 93.27| NA| NA| NA| NA| Nintendo Wii U
