Pos| Game| Year| Genre| Publisher| North America| Europe| Japan| Rest of World| GlobalGame| Console system
Raven's Cry| https://www.vgchartz.com/game/84829/ravens-cry/| 2014| Role-Playing| TopWare Interactive| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Shantae: Half-Genie Hero| https://www.vgchartz.com/game/82789/shantae-half-genie-hero/| N/A| Platform| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Tales from the Borderlands| https://www.vgchartz.com/game/84878/tales-from-the-borderlands/| 2014| Adventure| Telltale Games| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Get Even| https://www.vgchartz.com/game/78213/get-even/| 2015| Misc| Unknown| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Threes!| https://www.vgchartz.com/game/82990/threes/| N/A| Puzzle| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Worms Battlegrounds| https://www.vgchartz.com/game/78732/worms-battlegrounds/| N/A| Strategy| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Stranger of Sword City| https://www.vgchartz.com/game/86426/stranger-of-sword-city/| 2016| Role-Playing| Experience Inc.| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
The Book of Unwritten Tales 2| https://www.vgchartz.com/game/86120/the-book-of-unwritten-tales-2/| 2015| Adventure| Nordic Games| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Puyo Puyo Tetris| https://www.vgchartz.com/game/84185/puyo-puyo-tetris/| 2014| Puzzle| Sega| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Razor Global Domination Pro Tour| https://www.vgchartz.com/game/79267/razor-global-domination-pro-tour/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Gone Home| https://www.vgchartz.com/game/86257/gone-home/| N/A| Adventure| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Costume Quest 2| https://www.vgchartz.com/game/84751/costume-quest-2/| N/A| Role-Playing| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Aztez| https://www.vgchartz.com/game/80040/aztez/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Not a Hero| https://www.vgchartz.com/game/80591/not-a-hero/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Cult County| https://www.vgchartz.com/game/80848/cult-county/| 2015| Misc| Renegade Kid| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Adr1ft| https://www.vgchartz.com/game/84932/adr1ft/| 2016| Adventure| 505 Games| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
R.B.I. Baseball 14| https://www.vgchartz.com/game/80913/rbi-baseball-14/| 2014| Misc| MLB.com| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Blue Estate| https://www.vgchartz.com/game/81072/blue-estate/| 2014| Misc| Focus Home Interactive| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Source| https://www.vgchartz.com/game/81086/source/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Chariot| https://www.vgchartz.com/game/81753/chariot/| N/A| Adventure| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Super Time Force| https://www.vgchartz.com/game/81868/super-time-force/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Pure Pool| https://www.vgchartz.com/game/82045/pure-pool/| N/A| Sports| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Never Alone| https://www.vgchartz.com/game/82216/never-alone/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Space Hulk: Deathwing| https://www.vgchartz.com/game/84694/space-hulk-deathwing/| 2015| Shooter| Focus Home Interactive| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Red Goddess: Inner Mind| https://www.vgchartz.com/game/85677/red-goddess-inner-world/| N/A| Platform| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Mystereet F: The Detectives' Curtain Call| https://www.vgchartz.com/game/82673/mystereet-f-the-detectives-curtain-call/| 2014| Misc| 5pb| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Chaos;Child| https://www.vgchartz.com/game/82672/chaoschild/| 2014| Visual Novel| 5pb| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Fenix Rage| https://www.vgchartz.com/game/82983/fenix-rage/| N/A| Platform| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
FRU| https://www.vgchartz.com/game/83008/fru/| N/A| Puzzle| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Shiness: The Lightning Kingdom| https://www.vgchartz.com/game/83148/shiness-the-lightning-kingdom/| N/A| Role-Playing| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Ori and the Blind Forest| https://www.vgchartz.com/game/82903/ori-and-the-blind-forest/| N/A| Platform| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Phantom Dust (2015)| https://www.vgchartz.com/game/82910/phantom-dust/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Scalebound| https://www.vgchartz.com/game/82909/scalebound/| 2014| Action| PlatinumGames| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Crackdown 3| https://www.vgchartz.com/game/82914/crackdown-3/| 2019| Action| Microsoft Studios| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
EA Sports PGA Tour| https://www.vgchartz.com/game/82898/ea-sports-pga-tour/| 2015| Sports| EA Sports| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Lara Croft and the Temple of Osiris| https://www.vgchartz.com/game/82913/lara-croft-and-the-temple-of-osiris/| 2014| Action| Square Enix| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Wulverblade| https://www.vgchartz.com/game/82915/wulverblade/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Gunscape| https://www.vgchartz.com/game/82919/gunscape/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Cuphead| https://www.vgchartz.com/game/82953/cuphead/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Knight Squad| https://www.vgchartz.com/game/82948/knight-squad/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Dead Island 2| https://www.vgchartz.com/game/82956/dead-island-2/| 2017| Action| Deep Silver| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Inside| https://www.vgchartz.com/game/82992/inside/| N/A| Platform| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Tetris Ultimate| https://www.vgchartz.com/game/83270/tetris-ultimate/| 2014| Puzzle| Ubisoft| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Afro Samurai 2| https://www.vgchartz.com/game/83279/afro-samurai-2/| 2015| Action| Versus Evil| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
The Legend of Korra (2014)| https://www.vgchartz.com/game/83284/the-legend-of-korra-2014/| 2014| Action| Activision| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Azito x Tatsunoko Legends| https://www.vgchartz.com/game/83493/azito-x-tatsunoko-legends/| N/A| Simulation| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Shooting Love Trilogy| https://www.vgchartz.com/game/83497/shooting-love-trilogy/| 2015| Shooter| Triangle Service| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
AirMech Arena| https://www.vgchartz.com/game/85523/airmech-arena/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
The Walking Dead: Season Three| https://www.vgchartz.com/game/83843/the-walking-dead-season-three/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
King of Wushu| https://www.vgchartz.com/game/83944/king-of-wushu/| 2015| Action| Snail Game| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Mercury| https://www.vgchartz.com/game/84027/mercury/| 2015| Action| Unknown| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Pneuma: Breath of Life| https://www.vgchartz.com/game/84014/pneuma-breath-of-life/| N/A| Puzzle| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
The Escapists| https://www.vgchartz.com/game/84138/the-escapists/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Superhot| https://www.vgchartz.com/game/84139/superhot/| N/A| Shooter| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Spectra| https://www.vgchartz.com/game/84147/spectra/| N/A| Racing| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Space Engineers| https://www.vgchartz.com/game/84152/space-engineers/| N/A| Simulation| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
No Time to Explain| https://www.vgchartz.com/game/84154/no-time-to-explain/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Funk of Titans| https://www.vgchartz.com/game/84157/funk-of-titans/| N/A| Platform| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Fruit Ninja Kinect 2| https://www.vgchartz.com/game/84140/fruit-ninja-kinect-2/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Blues and Bullets| https://www.vgchartz.com/game/84158/blues-and-bullets/| N/A| Action-Adventure| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Game 4| https://www.vgchartz.com/game/84221/pit-people/| N/A| Strategy| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Raiden V| https://www.vgchartz.com/game/86226/raiden-v/| 2016| Action| Moss| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Assassin's Creed Chronicles: China| https://www.vgchartz.com/game/84601/assassins-creed-chronicles-china/| 2015| Action-Adventure| Ubisoft| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Pathologic| https://www.vgchartz.com/game/84674/pathologic/| 2015| Adventure| Ice-pick Lodge| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Geometry Wars 3: Dimensions| https://www.vgchartz.com/game/84824/geometry-wars-3-dimensions/| N/A| Shooter| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Assassin's Creed: Victory| https://www.vgchartz.com/game/84917/assassins-creed-victory/| 2015| Action| Ubisoft| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
The Banner Saga 2| https://www.vgchartz.com/game/84960/the-banner-saga-2/| N/A| Role-Playing| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Gigantic| https://www.vgchartz.com/game/85202/gigantic/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Magic Duels: Origin| https://www.vgchartz.com/game/85206/magic-duels-origin/| N/A| Misc| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Shiftlings| https://www.vgchartz.com/game/85210/shiftlings/| N/A| Platform| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Oceanhorn: Monster of Uncharted Seas| https://www.vgchartz.com/game/129253/oceanhorn-monster-of-uncharted-seas/| N/A| Action-Adventure| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Beyond Eyes| https://www.vgchartz.com/game/85240/beyond-eyes/| N/A| Adventure| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Inside My Radio| https://www.vgchartz.com/game/85249/inside-my-radio/| N/A| Platform| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Kaiju Panic| https://www.vgchartz.com/game/85253/kaiju-panic/| N/A| Strategy| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Tembo the Badass Elephant| https://www.vgchartz.com/game/85257/tembo-the-badass-elephant/| N/A| Platform| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Assassin's Creed Chronicles: Russia| https://www.vgchartz.com/game/86384/assassins-creed-chronicles-russia/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Assassin's Creed Chronicles: India| https://www.vgchartz.com/game/86376/assassins-creed-chronicles-india/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Overlord: Fellowship of Evil| https://www.vgchartz.com/game/85419/overlord-fellowship-of-evil/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
R.B.I. Baseball 15| https://www.vgchartz.com/game/85506/rbi-baseball-15/| 2015| Sports| MLB.com| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
The Walking Dead: Michonne| https://www.vgchartz.com/game/86253/the-walking-dead-michonne/| N/A| Adventure| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Unravel| https://www.vgchartz.com/game/86410/unravel/| N/A| Platform| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Tachyon Project| https://www.vgchartz.com/game/86382/tachyon-project/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Cross Reverie| https://www.vgchartz.com/game/85796/cross-reverie/| 2017| Role-Playing| Sinxsoft| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Goosebumps: The Game| https://www.vgchartz.com/game/85846/goosebumps-the-game/| N/A| Adventure| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
The Escapists: The Walking Dead| https://www.vgchartz.com/game/85961/the-escapists-the-walking-dead/| 2015| Action| Team17 Software| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Woodcutter Simulator 2016| https://www.vgchartz.com/game/85979/woodcutter-simulator-2016/| 2015| Action| Namco Bandai Games| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Professional Farmer 2016| https://www.vgchartz.com/game/86088/professional-farmer-2016/| 2015| Action| Namco Bandai Games| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Professional Lumberjack 2016| https://www.vgchartz.com/game/86189/professional-lumberjack-2016/| 2015| Simulation| Namco Bandai Games| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Alekhine's Gun| https://www.vgchartz.com/game/86452/alekhines-gun/| 2016| Action| Maximum Games| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
World to the West| https://www.vgchartz.com/game/159862/world-to-the-west/| 2017| Action-Adventure| Soedesco| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
The Binding of Isaac: Rebirth| https://www.vgchartz.com/game/96807/the-binding-of-isaac-rebirth/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Super Dungeon Bros| https://www.vgchartz.com/game/99492/super-dungeon-bros/| 2016| Action| Wired Productions| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Pro Cycling Manager 2016| https://www.vgchartz.com/game/115346/pro-cycling-manager-2016/| 2016| Sports| Focus Home Interactive| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
De-formers| https://www.vgchartz.com/game/115975/de-formers/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Wonder Boy: The Dragon's Trap (Remake)| https://www.vgchartz.com/game/188496/wonder-boy-the-dragons-trap-remake/| N/A| Platform| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Rock of Ages II: Bigger and Boulder| https://www.vgchartz.com/game/115972/rock-of-ages-ii-bigger-and-boulder/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Fe| https://www.vgchartz.com/game/118326/fe/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
We Sing (2016)| https://www.vgchartz.com/game/149173/we-sing-2016/| 2016| Music| THQ Nordic| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Don Bradman Cricket 17| https://www.vgchartz.com/game/151239/don-bradman-cricket-17/| 2016| Sports| Tru Blu Entertainment| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Ace Combat 7: Skies Unknown| https://www.vgchartz.com/game/158216/ace-combat-7-skies-unknown/| 2019| Shooter| Bandai Namco Games| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
The Sexy Brutale| https://www.vgchartz.com/game/171079/the-sexy-brutale/| N/A| Adventure| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Metro Exodus| https://www.vgchartz.com/game/183119/metro-exodus/| 2019| Shooter| Deep Silver| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Anthem| https://www.vgchartz.com/game/181864/anthem/| 2019| Role-Playing| Electronic Arts| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
AereA| https://www.vgchartz.com/game/190935/aerea/| 2017| Role-Playing| Soedesco| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Moons Of Madness| https://www.vgchartz.com/game/196501/moons-of-madness/| 2018| Role-Playing| Unknown| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Iron Harvest| https://www.vgchartz.com/game/197167/iron-harvest/| 2018| Strategy| Unknown| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Biomutant| https://www.vgchartz.com/game/198608/biomutant/| 2018| Action| THQ Nordic| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Biomutant| https://www.vgchartz.com/game/198833/biomutant/| 2019| Action| THQ Nordic| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
de Blob| https://www.vgchartz.com/game/213653/de-blob/| 2017| Platform| THQ Nordic| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Outcast: Second Contact| https://www.vgchartz.com/game/206312/outcast-second-contact/| 2017| Adventure| Bigben Interactive| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Code Vein| https://www.vgchartz.com/game/213649/code-vein/| 2019| Action| Bandai Namco Entertainment| 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
| https://www.vgchartz.com/game/228176/unknown/| N/A| | | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
Tricky Towers| https://www.vgchartz.com/game/203190/tricky-towers/| N/A| Puzzle| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
The Mummy Demastered| https://www.vgchartz.com/game/213796/the-mummy-demastered/| N/A| Action| | 0.00| 0.00| 0.00| 0.00| 0.00| Xbox One
162.86| NA| 81.16| 0.50| 24.54| 269.06| NA| NA| NA| NA| Xbox One
162.86| NA| 81.16| 0.50| 24.54| 269.06| NA| NA| NA| NA| Xbox One
