Pos| Game| Year| Genre| Publisher| North America| Europe| Japan| Rest of World| GlobalGame| Console system
Grand Theft Auto V| https://www.vgchartz.com/game/73074/grand-theft-auto-v/| 2014| Action| Rockstar Games| 4.70| 3.25| 0.01| 0.76| 8.72| Xbox One
Call of Duty: Black Ops 3| https://www.vgchartz.com/game/85358/call-of-duty-black-ops-3/| 2015| Shooter| Activision| 4.63| 2.04| 0.02| 0.68| 7.37| Xbox One
Call of Duty: WWII| https://www.vgchartz.com/game/170598/call-of-duty-wwii/| 2017| Shooter| Activision| 3.75| 1.91| 0.00| 0.57| 6.23| Xbox One
Red Dead Redemption 2| https://www.vgchartz.com/game/140684/red-dead-redemption-2/| 2018| Action-Adventure| Rockstar Games| 3.76| 1.47| 0.00| 0.54| 5.77| Xbox One
MineCraft| https://www.vgchartz.com/game/73065/minecraft/| 2014| Misc| Microsoft Studios| 3.23| 1.71| 0.00| 0.49| 5.43| Xbox One
Call of Duty: Advanced Warfare| https://www.vgchartz.com/game/81798/call-of-duty-advanced-warfare/| 2014| Shooter| Activision| 3.25| 1.49| 0.01| 0.48| 5.22| Xbox One
Battlefield 1| https://www.vgchartz.com/game/110844/battlefield-1/| 2016| Shooter| Electronic Arts| 3.37| 1.26| 0.02| 0.48| 5.13| Xbox One
Fallout 4| https://www.vgchartz.com/game/85598/fallout-4/| 2015| Role-Playing| Bethesda Softworks| 2.94| 1.62| 0.02| 0.45| 5.03| Xbox One
Halo 5: Guardians| https://www.vgchartz.com/game/82148/halo-5-guardians/| 2015| Shooter| Microsoft Studios| 2.94| 1.49| 0.03| 0.45| 4.92| Xbox One
Call of Duty: Infinite Warfare| https://www.vgchartz.com/game/108778/call-of-duty-infinite-warfare/| 2016| Shooter| Activision| 2.91| 1.44| 0.00| 0.44| 4.79| Xbox One
Star Wars Battlefront (2015)| https://www.vgchartz.com/game/83363/star-wars-battlefront-2015/| 2015| Shooter| Electronic Arts| 2.49| 1.26| 0.02| 0.38| 4.15| Xbox One
Forza Horizon 3| https://www.vgchartz.com/game/119955/forza-horizon-3/| 2016| Racing| Microsoft Studios| 1.64| 1.96| 0.02| 0.32| 3.93| Xbox One
FIFA 17| https://www.vgchartz.com/game/117271/fifa-17/| 2016| Sports| Electronic Arts| 1.04| 2.40| 0.00| 0.27| 3.71| Xbox One
Gears of War: Ultimate Edition| https://www.vgchartz.com/game/85776/gears-of-war-ultimate-edition/| 2015| Shooter| Microsoft Studios| 2.88| 0.37| 0.00| 0.37| 3.62| Xbox One
Assassin's Creed: Unity| https://www.vgchartz.com/game/80236/assassins-creed-unity/| 2014| Action| Ubisoft| 2.34| 0.90| 0.00| 0.34| 3.58| Xbox One
Halo: The Master Chief Collection| https://www.vgchartz.com/game/83194/halo-the-master-chief-collection/| 2014| Shooter| Microsoft Studios| 2.06| 1.04| 0.03| 0.31| 3.44| Xbox One
Destiny| https://www.vgchartz.com/game/71524/destiny/| 2014| Shooter| Activision| 2.17| 0.92| 0.00| 0.32| 3.41| Xbox One
Gears of War 4| https://www.vgchartz.com/game/85730/gears-of-war-4/| 2016| Shooter| Microsoft Studios| 2.17| 0.90| 0.00| 0.32| 3.38| Xbox One
FIFA 16| https://www.vgchartz.com/game/85614/fifa-16/| 2015| Sports| EA Sports| 0.92| 2.10| 0.00| 0.24| 3.25| Xbox One
FIFA 18| https://www.vgchartz.com/game/180524/fifa-18/| 2017| Sports| EA Sports| 0.98| 1.92| 0.00| 0.23| 3.14| Xbox One
Titanfall| https://www.vgchartz.com/game/72891/titanfall/| 2014| Shooter| Electronic Arts| 1.88| 0.91| 0.04| 0.28| 3.11| Xbox One
Call of Duty: Ghosts| https://www.vgchartz.com/game/72087/call-of-duty-ghosts/| 2013| Shooter| Activision| 1.92| 0.86| 0.00| 0.28| 3.07| Xbox One
Overwatch| https://www.vgchartz.com/game/86156/overwatch/| 2016| Shooter| Blizzard Entertainment| 1.63| 0.84| 0.00| 0.25| 2.72| Xbox One
Tom Clancy's Rainbow Six: Siege| https://www.vgchartz.com/game/82932/tom-clancys-rainbow-six-siege/| 2015| Shooter| Ubisoft| 1.62| 0.84| 0.00| 0.25| 2.71| Xbox One
Tom Clancy's The Division| https://www.vgchartz.com/game/73094/tom-clancys-the-division/| 2016| Shooter| Ubisoft| 1.54| 0.82| 0.00| 0.24| 2.59| Xbox One
Assassin's Creed Origins| https://www.vgchartz.com/game/181688/assassins-creed-origins/| 2017| Action| Ubisoft| 1.34| 0.92| 0.00| 0.22| 2.47| Xbox One
Madden NFL 16| https://www.vgchartz.com/game/85397/madden-nfl-16/| 2015| Sports| EA Sports| 2.13| 0.08| 0.00| 0.26| 2.47| Xbox One
Madden NFL 17| https://www.vgchartz.com/game/86432/madden-nfl-17/| 2016| Sports| EA Sports| 2.14| 0.04| 0.00| 0.26| 2.44| Xbox One
NBA 2K16| https://www.vgchartz.com/game/85555/nba-2k16/| 2015| Sports| 2K Sports| 2.01| 0.15| 0.00| 0.25| 2.41| Xbox One
Forza Motorsport 5| https://www.vgchartz.com/game/72222/forza-motorsport-5/| 2013| Racing| Microsoft Studios| 1.28| 0.90| 0.01| 0.21| 2.40| Xbox One
Destiny 2| https://www.vgchartz.com/game/166063/destiny-2/| 2017| Shooter| Activision| 1.66| 0.47| 0.00| 0.23| 2.35| Xbox One
Assassin's Creed IV: Black Flag| https://www.vgchartz.com/game/71598/assassins-creed-iv-black-flag/| 2013| Action| Ubisoft| 1.51| 0.59| 0.00| 0.22| 2.32| Xbox One
FIFA 15| https://www.vgchartz.com/game/82923/fifa-15/| 2014| Sports| EA Sports| 0.64| 1.39| 0.00| 0.16| 2.19| Xbox One
PlayerUnknown's Battlegrounds| https://www.vgchartz.com/game/215989/playerunknowns-battlegrounds/| 2017| Shooter| Microsoft Studios| 1.29| 0.69| 0.00| 0.20| 2.17| Xbox One
Battlefield 4| https://www.vgchartz.com/game/72221/battlefield-4/| 2013| Shooter| Electronic Arts| 1.26| 0.65| 0.00| 0.19| 2.09| Xbox One
NBA 2K17| https://www.vgchartz.com/game/103819/nba-2k17/| 2016| Sports| 2K Sports| 1.70| 0.12| 0.00| 0.21| 2.04| Xbox One
Forza Motorsport 6| https://www.vgchartz.com/game/85161/forza-motorsport-6/| 2015| Racing| Microsoft Studios| 0.90| 0.92| 0.04| 0.16| 2.02| Xbox One
NBA 2K18| https://www.vgchartz.com/game/174554/nba-2k18/| 2017| Sports| 2K Sports| 1.67| 0.14| 0.00| 0.21| 2.02| Xbox One
Star Wars Battlefront II (2017)| https://www.vgchartz.com/game/169394/star-wars-battlefront-ii-2017/| 2017| Shooter| Electronic Arts| 1.15| 0.59| 0.00| 0.17| 1.92| Xbox One
Madden NFL 18| https://www.vgchartz.com/game/158153/madden-nfl-18/| 2017| Sports| EA Sports| 1.63| 0.07| 0.00| 0.20| 1.91| Xbox One
The Elder Scrolls V: Skyrim| https://www.vgchartz.com/game/119947/the-elder-scrolls-v-skyrim-special-edition/| 2016| Role-Playing| Bethesda Softworks| 1.13| 0.53| 0.00| 0.17| 1.83| Xbox One
Far Cry 5| https://www.vgchartz.com/game/177922/far-cry-5/| 2018| Action| Ubisoft| 1.14| 0.47| 0.00| 0.17| 1.78| Xbox One
Mortal Kombat X| https://www.vgchartz.com/game/82692/mortal-kombat-x/| 2015| Fighting| Warner Bros. Interactive Entertainment| 1.34| 0.23| 0.00| 0.18| 1.74| Xbox One
NBA 2K15| https://www.vgchartz.com/game/78585/nba-2k15/| 2014| Sports| 2K Sports| 1.39| 0.18| 0.00| 0.18| 1.74| Xbox One
The Witcher 3: Wild Hunt| https://www.vgchartz.com/game/71481/the-witcher-3-wild-hunt/| 2015| Role-Playing| Namco Bandai Games| 0.97| 0.61| 0.01| 0.15| 1.74| Xbox One
Far Cry 4| https://www.vgchartz.com/game/80323/far-cry-4/| 2014| Shooter| Ubisoft| 0.85| 0.68| 0.02| 0.14| 1.68| Xbox One
Watch Dogs| https://www.vgchartz.com/game/72078/watch-dogs/| 2014| Action-Adventure| Ubisoft| 0.91| 0.59| 0.00| 0.15| 1.64| Xbox One
Dead Rising 3| https://www.vgchartz.com/game/73076/dead-rising-3/| 2013| Action| Microsoft Studios| 1.06| 0.40| 0.01| 0.15| 1.63| Xbox One
Tom Clancy's Ghost Recon Wildlands| https://www.vgchartz.com/game/85752/tom-clancys-ghost-recon-wildlands/| 2017| Shooter| Ubisoft| 0.98| 0.48| 0.00| 0.15| 1.61| Xbox One
Madden NFL 15| https://www.vgchartz.com/game/81575/madden-nfl-15/| 2014| Sports| EA Sports| 1.34| 0.10| 0.00| 0.17| 1.60| Xbox One
Rise of the Tomb Raider| https://www.vgchartz.com/game/82908/rise-of-the-tomb-raider/| 2015| Adventure| Square Enix| 0.61| 0.82| 0.03| 0.12| 1.58| Xbox One
Batman: Arkham Knight| https://www.vgchartz.com/game/79436/batman-arkham-knight/| 2015| Action| Warner Bros. Interactive Entertainment| 0.97| 0.46| 0.00| 0.14| 1.58| Xbox One
Forza Motorsport 7| https://www.vgchartz.com/game/181656/forza-motorsport-7/| 2017| Racing| Microsoft Studios| 0.58| 0.81| 0.01| 0.12| 1.52| Xbox One
Dying Light| https://www.vgchartz.com/game/72233/dying-light/| 2015| Action| Warner Bros. Interactive Entertainment| 1.01| 0.31| 0.01| 0.14| 1.47| Xbox One
Ryse| https://www.vgchartz.com/game/73070/ryse-son-of-rome/| 2013| Action| Microsoft Studios| 0.84| 0.49| 0.00| 0.13| 1.47| Xbox One
Forza Horizon 2| https://www.vgchartz.com/game/82895/forza-horizon-2/| 2014| Racing| Microsoft Studios| 0.56| 0.79| 0.01| 0.11| 1.46| Xbox One
Doom (2016)| https://www.vgchartz.com/game/83087/doom-2016/| 2016| Shooter| Bethesda Softworks| 0.76| 0.57| 0.00| 0.13| 1.45| Xbox One
Assassin's Creed Syndicate| https://www.vgchartz.com/game/85504/assassins-creed-syndicate/| 2015| Action| Ubisoft| 0.71| 0.61| 0.00| 0.12| 1.44| Xbox One
Middle-Earth: Shadow of Mordor| https://www.vgchartz.com/game/77127/middle-earth-shadow-of-mordor/| 2014| Action| Warner Bros. Interactive Entertainment| 0.77| 0.52| 0.01| 0.12| 1.42| Xbox One
Rocket League| https://www.vgchartz.com/game/86251/rocket-league/| 2016| Sports| 505 Games| 0.52| 0.75| 0.00| 0.11| 1.38| Xbox One
The Elder Scrolls Online| https://www.vgchartz.com/game/77052/the-elder-scrolls-online-tamriel-unlimited/| 2015| MMO| Bethesda Softworks| 0.86| 0.39| 0.00| 0.13| 1.38| Xbox One
Titanfall 2| https://www.vgchartz.com/game/112244/titanfall-2/| 2016| Shooter| Electronic Arts| 0.88| 0.37| 0.00| 0.13| 1.37| Xbox One
Watch Dogs 2| https://www.vgchartz.com/game/86723/watch-dogs-2/| 2016| Action| Ubisoft| 0.71| 0.53| 0.00| 0.12| 1.35| Xbox One
FIFA Soccer 14| https://www.vgchartz.com/game/72224/fifa-14/| 2013| Sports| EA Sports| 0.44| 0.78| 0.00| 0.10| 1.31| Xbox One
Destiny: The Taken King| https://www.vgchartz.com/game/85935/destiny-the-taken-king/| 2015| Shooter| Activision| 0.91| 0.23| 0.00| 0.12| 1.27| Xbox One
Battlefield: Hardline| https://www.vgchartz.com/game/82887/battlefield-hardline/| 2015| Shooter| Electronic Arts| 0.73| 0.39| 0.01| 0.11| 1.24| Xbox One
Sunset Overdrive| https://www.vgchartz.com/game/73069/sunset-overdrive/| 2014| Action| Microsoft Studios| 0.64| 0.42| 0.00| 0.10| 1.16| Xbox One
Middle-Earth: Shadow of War| https://www.vgchartz.com/game/158746/middle-earth-shadow-of-war/| 2017| Action| Warner Bros. Interactive Entertainment| 0.75| 0.29| 0.00| 0.11| 1.15| Xbox One
Lego Marvel Super Heroes| https://www.vgchartz.com/game/75582/lego-marvel-super-heroes/| 2013| Action| Warner Bros. Interactive Entertainment| 0.61| 0.44| 0.00| 0.10| 1.15| Xbox One
Final Fantasy XV| https://www.vgchartz.com/game/73943/final-fantasy-xv/| 2016| Role-Playing| Square Enix| 0.72| 0.30| 0.01| 0.11| 1.14| Xbox One
Mafia III| https://www.vgchartz.com/game/85865/mafia-iii/| 2016| Action-Adventure| 2K Games| 0.54| 0.48| 0.00| 0.09| 1.11| Xbox One
Diablo III| https://www.vgchartz.com/game/83198/diablo-iii-ultimate-evil-edition/| 2014| Role-Playing| Blizzard Entertainment| 0.62| 0.32| 0.00| 0.09| 1.04| Xbox One
Just Cause 3| https://www.vgchartz.com/game/84820/just-cause-3/| 2015| Action-Adventure| Square Enix| 0.52| 0.41| 0.00| 0.09| 1.01| Xbox One
Far Cry: Primal| https://www.vgchartz.com/game/85945/far-cry-primal/| 2016| Action-Adventure| Ubisoft| 0.51| 0.41| 0.00| 0.09| 1.00| Xbox One
Dragon Age III: Inquisition| https://www.vgchartz.com/game/81793/dragon-age-inquisition/| 2014| Role-Playing| Electronic Arts| 0.63| 0.27| 0.00| 0.09| 0.99| Xbox One
Sea of Thieves| https://www.vgchartz.com/game/85754/sea-of-thieves/| 2018| Action-Adventure| Microsoft Studios| 0.60| 0.27| 0.00| 0.09| 0.96| Xbox One
NBA 2K14| https://www.vgchartz.com/game/74164/nba-2k14/| 2013| Sports| 2K Sports| 0.72| 0.12| 0.00| 0.09| 0.94| Xbox One
Monster Hunter: World| https://www.vgchartz.com/game/182720/monster-hunter-world/| 2018| Action| Capcom| 0.67| 0.17| 0.00| 0.09| 0.93| Xbox One
Injustice 2| https://www.vgchartz.com/game/117273/injustice-2/| 2017| Fighting| Warner Bros. Interactive Entertainment| 0.65| 0.16| 0.00| 0.09| 0.89| Xbox One
Resident Evil VII: Biohazard| https://www.vgchartz.com/game/120128/resident-evil-vii-biohazard/| 2017| Action| Capcom| 0.51| 0.30| 0.00| 0.08| 0.89| Xbox One
For Honor| https://www.vgchartz.com/game/85750/for-honor/| 2017| Action| Ubisoft| 0.57| 0.21| 0.00| 0.08| 0.87| Xbox One
Dishonored 2| https://www.vgchartz.com/game/85662/dishonored-2/| 2016| Action| Bethesda Softworks| 0.47| 0.31| 0.00| 0.08| 0.86| Xbox One
Plants vs. Zombies: Garden Warfare 2| https://www.vgchartz.com/game/85747/plants-vs-zombies-garden-warfare-2/| 2016| Shooter| Electronic Arts| 0.47| 0.32| 0.00| 0.08| 0.86| Xbox One
Madden NFL 25| https://www.vgchartz.com/game/72223/madden-nfl-25/| 2013| Sports| EA Sports| 0.69| 0.06| 0.00| 0.09| 0.83| Xbox One
Metal Gear Solid V: The Phantom Pain| https://www.vgchartz.com/game/73075/metal-gear-solid-v-the-phantom-pain/| 2015| Action| Konami Digital Entertainment| 0.49| 0.25| 0.02| 0.07| 0.83| Xbox One
Guitar Hero Live| https://www.vgchartz.com/game/85380/guitar-hero-live/| 2015| Music| Activision| 0.52| 0.23| 0.00| 0.08| 0.83| Xbox One
Dark Souls III| https://www.vgchartz.com/game/85668/dark-souls-iii/| 2016| Role-Playing| Namco Bandai Games| 0.56| 0.15| 0.00| 0.08| 0.79| Xbox One
LEGO Jurassic World| https://www.vgchartz.com/game/85091/lego-jurassic-world/| 2015| Action| Warner Bros. Interactive Entertainment| 0.44| 0.27| 0.00| 0.07| 0.78| Xbox One
Rare Replay| https://www.vgchartz.com/game/85667/rare-replay/| 2015| Misc| Microsoft Studios| 0.42| 0.27| 0.01| 0.07| 0.78| Xbox One
Mass Effect: Andromeda| https://www.vgchartz.com/game/83368/mass-effect-andromeda/| 2017| Role-Playing| Electronic Arts| 0.50| 0.20| 0.00| 0.07| 0.78| Xbox One
Minecraft: Story Mode| https://www.vgchartz.com/game/85928/minecraft-story-mode/| 2015| Adventure| Mojang| 0.46| 0.24| 0.00| 0.07| 0.77| Xbox One
Fortnite| https://www.vgchartz.com/game/181512/fortnite/| 2017| Action| Gearbox Software| 0.60| 0.09| 0.00| 0.08| 0.77| Xbox One
Quantum Break| https://www.vgchartz.com/game/72220/quantum-break/| 2016| Action| Microsoft Studios| 0.42| 0.25| 0.02| 0.07| 0.76| Xbox One
Wolfenstein: The New Order| https://www.vgchartz.com/game/73204/wolfenstein-the-new-order/| 2014| Shooter| Bethesda Softworks| 0.39| 0.30| 0.00| 0.06| 0.75| Xbox One
Rock Band 4| https://www.vgchartz.com/game/85234/rock-band-4/| 2015| Music| Harmonix Music Systems| 0.62| 0.05| 0.00| 0.08| 0.75| Xbox One
Need for Speed (2015)| https://www.vgchartz.com/game/85622/need-for-speed-2015/| 2015| Racing| Electronic Arts| 0.35| 0.33| 0.00| 0.06| 0.74| Xbox One
The Sims 4| https://www.vgchartz.com/game/192886/the-sims-4/| 2017| Simulation| Electronic Arts| 0.42| 0.24| 0.00| 0.07| 0.73| Xbox One
Need for Speed: Payback| https://www.vgchartz.com/game/179713/need-for-speed-payback/| 2017| Racing| Electronic Arts| 0.42| 0.24| 0.00| 0.07| 0.73| Xbox One
Dead Rising 4| https://www.vgchartz.com/game/119327/dead-rising-4/| 2016| Action-Adventure| Microsoft Studios| 0.41| 0.25| 0.00| 0.06| 0.73| Xbox One
LEGO Dimensions| https://www.vgchartz.com/game/85352/lego-dimensions/| 2015| Action| Warner Bros. Interactive Entertainment| 0.47| 0.18| 0.00| 0.07| 0.72| Xbox One
The Crew| https://www.vgchartz.com/game/73092/the-crew/| 2014| Racing| Ubisoft| 0.32| 0.34| 0.00| 0.06| 0.71| Xbox One
Plants vs Zombies: Garden Warfare| https://www.vgchartz.com/game/73098/plants-vs-zombies-garden-warfare/| 2014| Shooter| Electronic Arts| 0.39| 0.25| 0.00| 0.06| 0.71| Xbox One
Need for Speed Rivals| https://www.vgchartz.com/game/72241/need-for-speed-rivals/| 2013| Racing| Electronic Arts| 0.45| 0.19| 0.00| 0.07| 0.70| Xbox One
Wolfenstein II: The New Colossus| https://www.vgchartz.com/game/181686/wolfenstein-ii-the-new-colossus/| 2017| Shooter| Bethesda Softworks| 0.45| 0.19| 0.00| 0.07| 0.70| Xbox One
The Evil Within| https://www.vgchartz.com/game/72025/the-evil-within/| 2014| Misc| Bethesda Softworks| 0.36| 0.27| 0.00| 0.06| 0.69| Xbox One
LEGO Worlds| https://www.vgchartz.com/game/153433/lego-worlds/| 2017| Misc| Warner Bros. Interactive Entertainment| 0.28| 0.35| 0.00| 0.05| 0.69| Xbox One
Borderlands: The Handsome Collection| https://www.vgchartz.com/game/85114/borderlands-the-handsome-collection/| 2015| Shooter| 2K Games| 0.49| 0.13| 0.00| 0.07| 0.68| Xbox One
Evolve| https://www.vgchartz.com/game/78279/evolve/| 2015| Shooter| 2K Games| 0.40| 0.20| 0.00| 0.06| 0.67| Xbox One
WWE 2K18| https://www.vgchartz.com/game/183847/wwe-2k18/| 2017| Sports| 2K Sports| 0.35| 0.25| 0.00| 0.06| 0.66| Xbox One
Tomb Raider (2013)| https://www.vgchartz.com/game/78260/tomb-raider-definitive-edition/| 2014| Action-Adventure| Square Enix| 0.38| 0.22| 0.00| 0.06| 0.66| Xbox One
The LEGO Movie Videogame| https://www.vgchartz.com/game/74476/the-lego-movie-videogame/| 2014| Action-Adventure| Warner Bros. Interactive Entertainment| 0.42| 0.17| 0.00| 0.06| 0.65| Xbox One
WWE 2K16| https://www.vgchartz.com/game/85560/wwe-2k16/| 2015| Sports| Take-Two Interactive| 0.34| 0.24| 0.00| 0.06| 0.63| Xbox One
Kinect Sports Rivals| https://www.vgchartz.com/game/73084/kinect-sports-rivals/| 2014| Sports| Microsoft Studios| 0.30| 0.25| 0.02| 0.05| 0.62| Xbox One
South Park: The Fractured But Whole| https://www.vgchartz.com/game/85737/south-park-the-fractured-but-whole/| 2017| Role-Playing| Ubisoft| 0.40| 0.17| 0.00| 0.06| 0.62| Xbox One
WWE 2K15| https://www.vgchartz.com/game/78591/wwe-2k15/| 2014| Sports| 2K Sports| 0.32| 0.23| 0.00| 0.05| 0.61| Xbox One
EA Sports UFC 2| https://www.vgchartz.com/game/86174/ea-sports-ufc-2/| 2016| Sports| EA Sports| 0.36| 0.19| 0.00| 0.06| 0.61| Xbox One
NHL 17| https://www.vgchartz.com/game/117547/nhl-17/| 2016| Sports| EA Sports| 0.52| 0.01| 0.00| 0.06| 0.60| Xbox One
Tekken 7| https://www.vgchartz.com/game/120136/tekken-7/| 2017| Fighting| Namco Bandai Games| 0.30| 0.23| 0.00| 0.05| 0.58| Xbox One
LEGO Marvel Super Heroes 2| https://www.vgchartz.com/game/176550/lego-marvel-super-heroes-2/| 2017| Action| Warner Bros. Interactive Entertainment| 0.32| 0.20| 0.00| 0.05| 0.57| Xbox One
WWE 2K17| https://www.vgchartz.com/game/115627/wwe-2k17/| 2016| Sports| 2K Games| 0.26| 0.26| 0.00| 0.05| 0.57| Xbox One
Disney Infinity 2.0: Marvel Super Heroes| https://www.vgchartz.com/game/81779/disney-infinity-20-marvel-super-heroes/| 2014| Action-Adventure| Disney Interactive Studios| 0.35| 0.15| 0.00| 0.05| 0.55| Xbox One
Just Dance 2015| https://www.vgchartz.com/game/82945/just-dance-2015/| 2014| Music| Ubisoft| 0.36| 0.13| 0.00| 0.05| 0.54| Xbox One
Dragon Ball Fighter Z| https://www.vgchartz.com/game/181694/dragon-ball-fighterz/| 2018| Fighting| Namco Bandai Games| 0.38| 0.09| 0.00| 0.05| 0.52| Xbox One
Alien: Isolation| https://www.vgchartz.com/game/77803/alien-isolation/| 2014| Adventure| Sega| 0.23| 0.25| 0.00| 0.04| 0.52| Xbox One
Halo Wars 2| https://www.vgchartz.com/game/86148/halo-wars-2/| 2017| Strategy| Microsoft Studios| 0.31| 0.15| 0.00| 0.05| 0.51| Xbox One
NHL 16| https://www.vgchartz.com/game/85563/nhl-16/| 2015| Sports| EA Sports| 0.41| 0.05| 0.00| 0.05| 0.51| Xbox One
Lego Star Wars: The Force Awakens| https://www.vgchartz.com/game/86461/lego-star-wars-the-force-awakens/| 2016| Action-Adventure| Warner Bros. Interactive Entertainment| 0.24| 0.22| 0.00| 0.04| 0.50| Xbox One
Mad Max (2013)| https://www.vgchartz.com/game/73317/mad-max-2013/| 2015| Action| Warner Bros. Interactive Entertainment| 0.29| 0.16| 0.00| 0.05| 0.50| Xbox One
LEGO Marvel's Avengers| https://www.vgchartz.com/game/85100/lego-marvels-avengers/| 2016| Action| Warner Bros. Interactive Entertainment| 0.26| 0.18| 0.00| 0.04| 0.48| Xbox One
Zoo Tycoon (2013)| https://www.vgchartz.com/game/75274/zoo-tycoon-2013/| 2013| Simulation| Microsoft Studios| 0.25| 0.18| 0.00| 0.04| 0.48| Xbox One
Steep| https://www.vgchartz.com/game/120139/steep/| 2016| Sports| Ubisoft| 0.24| 0.20| 0.00| 0.04| 0.48| Xbox One
Thief 4| https://www.vgchartz.com/game/71737/thief/| 2014| Action| Square Enix| 0.26| 0.17| 0.00| 0.04| 0.48| Xbox One
Just Dance 2014| https://www.vgchartz.com/game/73117/just-dance-2014/| 2013| Music| Ubisoft| 0.31| 0.12| 0.00| 0.04| 0.48| Xbox One
EA Sports UFC| https://www.vgchartz.com/game/73106/ea-sports-ufc/| 2014| Fighting| Electronic Arts| 0.30| 0.13| 0.00| 0.04| 0.48| Xbox One
BioShock The Collection| https://www.vgchartz.com/game/121496/bioshock-the-collection/| 2016| Shooter| 2K Games| 0.35| 0.08| 0.00| 0.05| 0.48| Xbox One
Dragon Ball: Xenoverse 2| https://www.vgchartz.com/game/122285/dragon-ball-xenoverse-2/| 2016| Action| Namco Bandai Games| 0.33| 0.09| 0.00| 0.05| 0.47| Xbox One
ARK: Survival Evolved| https://www.vgchartz.com/game/182657/ark-survival-evolved/| 2017| Action-Adventure| Studio Wildcard| 0.30| 0.12| 0.00| 0.04| 0.46| Xbox One
Disney Infinity 3.0| https://www.vgchartz.com/game/85466/disney-infinity-30/| 2015| Action| Disney Interactive Studios| 0.30| 0.12| 0.00| 0.04| 0.46| Xbox One
Prey (2017)| https://www.vgchartz.com/game/121498/prey-2017/| 2017| Shooter| Bethesda Softworks| 0.21| 0.20| 0.00| 0.04| 0.45| Xbox One
Skylanders: Trap Team| https://www.vgchartz.com/game/81436/skylanders-trap-team/| 2014| Platform| Activision| 0.34| 0.07| 0.00| 0.04| 0.45| Xbox One
Lego Batman 3: Beyond Gotham| https://www.vgchartz.com/game/82481/lego-batman-3-beyond-gotham/| 2014| Action| Warner Bros. Interactive Entertainment| 0.24| 0.17| 0.00| 0.04| 0.44| Xbox One
EA Sports UFC 3| https://www.vgchartz.com/game/217398/ea-sports-ufc-3/| 2018| Sports| EA Sports| 0.30| 0.10| 0.00| 0.04| 0.44| Xbox One
Rocksmith 2014| https://www.vgchartz.com/game/84778/rocksmith-2014/| 2014| Music| Ubisoft| 0.31| 0.08| 0.00| 0.04| 0.43| Xbox One
Sniper Elite 3| https://www.vgchartz.com/game/78934/sniper-elite-iii/| 2014| Shooter| 505 Games| 0.27| 0.12| 0.00| 0.04| 0.43| Xbox One
Hello Neighbor| https://www.vgchartz.com/game/213698/hello-neighbor/| 2017| Action| Gearbox Software| 0.27| 0.11| 0.00| 0.04| 0.42| Xbox One
NHL 15| https://www.vgchartz.com/game/82013/nhl-15/| 2014| Sports| EA Sports| 0.32| 0.06| 0.00| 0.04| 0.42| Xbox One
Project CARS| https://www.vgchartz.com/game/78626/project-cars/| 2015| Racing| Bandai Namco Games| 0.21| 0.16| 0.00| 0.04| 0.41| Xbox One
Destiny: The Collection| https://www.vgchartz.com/game/129510/destiny-the-collection/| 2016| Shooter| Activision| 0.25| 0.12| 0.00| 0.04| 0.41| Xbox One
Skylanders: SuperChargers| https://www.vgchartz.com/game/85612/skylanders-superchargers/| 2015| Action-Adventure| Activision| 0.31| 0.05| 0.00| 0.04| 0.40| Xbox One
Deus Ex: Mankind Divided| https://www.vgchartz.com/game/85341/deus-ex-mankind-divided/| 2016| Role-Playing| Square Enix| 0.25| 0.11| 0.00| 0.04| 0.39| Xbox One
NHL 18| https://www.vgchartz.com/game/184570/nhl-18/| 2017| Sports| EA Sports| 0.32| 0.03| 0.00| 0.04| 0.39| Xbox One
The Evil Within II| https://www.vgchartz.com/game/181692/the-evil-within-2/| 2017| Action| Bethesda Softworks| 0.25| 0.10| 0.00| 0.04| 0.39| Xbox One
Rayman Legends| https://www.vgchartz.com/game/78923/rayman-legends/| 2014| Platform| Ubisoft| 0.13| 0.22| 0.00| 0.03| 0.38| Xbox One
Just Dance 2016| https://www.vgchartz.com/game/85744/just-dance-2016/| 2015| Music| Ubisoft| 0.30| 0.04| 0.00| 0.04| 0.38| Xbox One
Skylanders SWAP Force| https://www.vgchartz.com/game/73200/skylanders-swap-force/| 2013| Misc| Activision| 0.25| 0.07| 0.00| 0.03| 0.35| Xbox One
Naruto Shippuden: Ultimate Ninja Storm 4| https://www.vgchartz.com/game/84976/naruto-shippuden-ultimate-ninja-storm-4/| 2016| Fighting| Namco Bandai Games| 0.25| 0.07| 0.00| 0.03| 0.35| Xbox One
Dragon Ball: XenoVerse| https://www.vgchartz.com/game/82942/dragon-ball-xenoverse/| 2015| Fighting| Namco Bandai Games| 0.21| 0.11| 0.00| 0.03| 0.35| Xbox One
Marvel vs. Capcom: Infinite| https://www.vgchartz.com/game/157496/marvel-vs-capcom-infinite/| 2017| Fighting| Capcom| 0.26| 0.05| 0.00| 0.03| 0.34| Xbox One
Just Dance 2017| https://www.vgchartz.com/game/119951/just-dance-2017/| 2016| Music| Ubisoft| 0.25| 0.05| 0.00| 0.03| 0.34| Xbox One
The Lego Ninjago Movie Videogame| https://www.vgchartz.com/game/186215/the-lego-ninjago-movie-videogame/| 2017| Action| Warner Bros. Interactive Entertainment| 0.21| 0.09| 0.00| 0.03| 0.33| Xbox One
