Pos| Game| Year| Genre| Publisher| North America| Europe| Japan| Rest of World| GlobalGame| Console system
Hidden Mysteries: Buckingham Palace| https://www.vgchartz.com/game/42850/hidden-mysteries-buckingham-palace/| 2010| Puzzle| GameMill| 0.13| 0.07| 0.00| 0.02| 0.22| Nintendo DS
Yoshi: Touch and Go| https://www.vgchartz.com/game/4773/yoshi-touch-amp-go-jp-sales/| 2005| Platform| Nintendo| 0.00| 0.00| 0.22| 0.00| 0.22| Nintendo DS
Pass the Pigs| https://www.vgchartz.com/game/25881/pass-the-pigs/| 2008| Misc| THQ| 0.20| 0.00| 0.00| 0.02| 0.22| Nintendo DS
Harry Potter and the Deathly Hallows - Part 2| https://www.vgchartz.com/game/45488/harry-potter-and-the-deathly-hallows-part-2/| 2011| Action| Electronic Arts| 0.10| 0.09| 0.00| 0.02| 0.22| Nintendo DS
Jewel Quest: Expeditions| https://www.vgchartz.com/game/30863/jewel-quest-expeditions/| 2007| Puzzle| Activision| 0.03| 0.17| 0.00| 0.01| 0.22| Nintendo DS
Doraemon Baseball: Dramatic Stadium| https://www.vgchartz.com/game/14799/dorabase-ds-dramatic-stadium/| 2007| Sports| Namco Bandai| 0.00| 0.00| 0.21| 0.00| 0.21| Nintendo DS
Nintendo Presents: Crossword Collection| https://www.vgchartz.com/game/41447/nintendo-presents-crossword-collection/| 2009| Puzzle| Nintendo| 0.00| 0.19| 0.00| 0.02| 0.21| Nintendo DS
The Magic School Bus: Oceans| https://www.vgchartz.com/game/63149/the-magic-school-bus-oceans/| 2011| Adventure| Scholastic Inc.| 0.20| 0.00| 0.00| 0.02| 0.21| Nintendo DS
Madden NFL 07| https://www.vgchartz.com/game/5291/madden-nfl-07/| 2006| Sports| EA Sports| 0.20| 0.00| 0.00| 0.02| 0.21| Nintendo DS
Where's Waldo? The Fantastic Journey| https://www.vgchartz.com/game/38063/wheres-waldo-the-fantastic-journey/| 2009| Adventure| Ubisoft| 0.20| 0.00| 0.00| 0.02| 0.21| Nintendo DS
Tony Hawk American Sk8land| https://www.vgchartz.com/game/2483/tony-hawks-american-sk8land/| 2005| Sports| Activision| 0.19| 0.01| 0.00| 0.02| 0.21| Nintendo DS
Imagine: Boutique Owner| https://www.vgchartz.com/game/33017/imagine-boutique-owner/| 2009| Simulation| Ubisoft| 0.20| 0.00| 0.00| 0.01| 0.21| Nintendo DS
Ninja Gaiden: Dragon Sword| https://www.vgchartz.com/game/17391/ninja-gaiden-dragon-sword/| 2008| Action| Tecmo| 0.16| 0.01| 0.02| 0.02| 0.21| Nintendo DS
The Chronicles of Narnia: Prince Caspian| https://www.vgchartz.com/game/16981/the-chronicles-of-narnia-prince-caspian/| 2008| Role-Playing| Disney Interactive Studios| 0.19| 0.01| 0.00| 0.02| 0.21| Nintendo DS
Age of Empire: Mythologies| https://www.vgchartz.com/game/29384/age-of-empires-mythologies/| 2008| Strategy| THQ| 0.16| 0.03| 0.00| 0.02| 0.21| Nintendo DS
Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus| https://www.vgchartz.com/game/49639/yu-gi-oh-5ds-world-championship-2011-over-the-nexus/| 2011| Strategy| Konami| 0.10| 0.03| 0.07| 0.01| 0.21| Nintendo DS
Disney's Planes| https://www.vgchartz.com/game/74973/disneys-planes/| 2013| Misc| Disney Interactive Studios| 0.11| 0.09| 0.00| 0.02| 0.21| Nintendo DS
Blue Dragon Plus| https://www.vgchartz.com/game/13393/blue-dragon-plus/| 2008| Role-Playing| AQ Interactive| 0.12| 0.03| 0.05| 0.01| 0.21| Nintendo DS
Super Robot Wars K| https://www.vgchartz.com/game/30659/super-robot-taisen-k/| 2009| Strategy| Namco Bandai| 0.00| 0.00| 0.21| 0.00| 0.21| Nintendo DS
Tony Hawk's Motion| https://www.vgchartz.com/game/28166/tony-hawks-motion/| 2008| Sports| Activision| 0.19| 0.00| 0.00| 0.02| 0.21| Nintendo DS
Wacky Races: Crash & Dash| https://www.vgchartz.com/game/18561/wacky-races-crash-amp-dash/| 2008| Racing| Eidos Interactive| 0.19| 0.00| 0.00| 0.01| 0.21| Nintendo DS
Heisei Board of Education DS| https://www.vgchartz.com/game/3485/heisei-kyouiku-linkai-ds/| 2006| Misc| Namco Bandai| 0.00| 0.00| 0.21| 0.00| 0.21| Nintendo DS
Discovery Kids: Pony Paradise| https://www.vgchartz.com/game/31729/discovery-kids-pony-paradise/| 2009| Simulation| 505 Games| 0.19| 0.00| 0.00| 0.01| 0.21| Nintendo DS
Wedding Dash| https://www.vgchartz.com/game/33803/wedding-dash/| 2009| Simulation| Zoo Games| 0.19| 0.00| 0.00| 0.01| 0.21| Nintendo DS
Sloan to Michael: Nazo no Monogatari| https://www.vgchartz.com/game/34538/sloane-to-machale-no-nazo-no-monogatari/| 2009| Puzzle| Level 5| 0.00| 0.00| 0.20| 0.00| 0.20| Nintendo DS
The Amazing Spider-Man| https://www.vgchartz.com/game/65640/the-amazing-spider-man-2012/| 2012| Action-Adventure| Activision| 0.15| 0.03| 0.00| 0.02| 0.20| Nintendo DS
Need for Speed: Carbon| https://www.vgchartz.com/game/5482/need-for-speed-carbon-own-the-city/| 2006| Racing| Electronic Arts| 0.17| 0.01| 0.00| 0.02| 0.20| Nintendo DS
Deal or No Deal: The Banker is Back| https://www.vgchartz.com/game/29006/deal-or-no-deal-the-banker-is-back/| 2008| Misc| Mindscape| 0.00| 0.20| 0.00| 0.00| 0.20| Nintendo DS
Dragonball Z: Harukanaru Densetsu| https://www.vgchartz.com/game/6552/dragon-ball-z-harukanaru-densetsu/| 2007| Role-Playing| Atari| 0.19| 0.00| 0.00| 0.02| 0.20| Nintendo DS
Wizards of Waverly Place: Spellbound| https://www.vgchartz.com/game/47166/wizards-of-waverly-place-spellbound/| 2010| Misc| Disney Interactive Studios| 0.16| 0.03| 0.00| 0.01| 0.20| Nintendo DS
Infinite Space| https://www.vgchartz.com/game/35541/infinite-space/| 2009| Role-Playing| Sega| 0.06| 0.05| 0.07| 0.01| 0.20| Nintendo DS
Ni Hao, Kai-lan: New Year's Celebration| https://www.vgchartz.com/game/40416/ni-hao-kai-lan-new-years-celebration/| 2009| Misc| 2K Play| 0.19| 0.00| 0.00| 0.01| 0.20| Nintendo DS
Treasure World| https://www.vgchartz.com/game/33804/treasure-world/| 2009| Simulation| Aspyr| 0.18| 0.00| 0.00| 0.02| 0.20| Nintendo DS
Marvel: Ultimate Alliance 2| https://www.vgchartz.com/game/34453/marvel-ultimate-alliance-2/| 2009| Role-Playing| Activision| 0.16| 0.03| 0.00| 0.02| 0.20| Nintendo DS
Press Your Luck 2010 Edition| https://www.vgchartz.com/game/39053/press-your-luck-2010-edition/| 2009| Misc| Ubisoft| 0.19| 0.00| 0.00| 0.01| 0.20| Nintendo DS
The Cheetah Girls: Passport to Stardom| https://www.vgchartz.com/game/24557/the-cheetah-girls-passport-to-stardom/| 2008| Misc| Disney Interactive Studios| 0.18| 0.00| 0.00| 0.01| 0.20| Nintendo DS
Imagine: My Secret World| https://www.vgchartz.com/game/24559/my-secret-world-by-imagine/| 2008| Misc| Ubisoft| 0.00| 0.20| 0.00| 0.00| 0.20| Nintendo DS
CSI: Crime Scene Investigation: Unsolved!| https://www.vgchartz.com/game/46730/csi-unsolved/| 2010| Adventure| Ubisoft| 0.13| 0.05| 0.00| 0.02| 0.20| Nintendo DS
Bleach: The 3rd Phantom| https://www.vgchartz.com/game/14589/bleach-the-3rd-phantom/| 2008| Role-Playing| Sega| 0.10| 0.02| 0.07| 0.01| 0.20| Nintendo DS
Solarobo: Sore kara coda he| https://www.vgchartz.com/game/44138/solatorobo-red-the-hunter/| 2010| Role-Playing| Namco Bandai| 0.08| 0.04| 0.07| 0.01| 0.20| Nintendo DS
Mahjongg Mysteries: Ancient Egypt| https://www.vgchartz.com/game/45565/mahjongg-mysteries-ancient-egypt/| 2010| Puzzle| Avanquest| 0.07| 0.11| 0.00| 0.02| 0.20| Nintendo DS
X-Men Origins: Wolverine| https://www.vgchartz.com/game/32526/x-men-origins-wolverine/| 2009| Action| Activision| 0.15| 0.03| 0.00| 0.02| 0.20| Nintendo DS
Chronicles of Mystery: Curse of the Ancient Temple| https://www.vgchartz.com/game/37082/chronicles-of-mystery-curse-of-the-ancient-temple/| 2009| Adventure| City Interactive| 0.07| 0.10| 0.00| 0.02| 0.20| Nintendo DS
Electric Brain Repetition| https://www.vgchartz.com/game/3206/ds-kageyama-method-dennou-hanpuku-masu-x-masu-hyaku-masu-keisan/| 2006| Misc| Shogakukan| 0.00| 0.00| 0.20| 0.00| 0.20| Nintendo DS
The Naked Brothers Band: The Video Game| https://www.vgchartz.com/game/25905/the-naked-brothers-band-the-video-game/| 2008| Misc| THQ| 0.18| 0.00| 0.00| 0.01| 0.20| Nintendo DS
Iron Chef America: Supreme Cuisine| https://www.vgchartz.com/game/18430/iron-chef-america-supreme-cuisine/| 2008| Simulation| Destineer| 0.18| 0.00| 0.00| 0.01| 0.19| Nintendo DS
Mushi King: Greatest Champion DS| https://www.vgchartz.com/game/3859/kouchuu-ouja-mushi-king-greatest-champion-e-no-michi-ds/| 2005| Action| Sega| 0.00| 0.00| 0.19| 0.00| 0.19| Nintendo DS
Petz Pony Beauty Pageant| https://www.vgchartz.com/game/38615/petz-pony-beauty-pageant/| 2009| Simulation| Ubisoft| 0.18| 0.00| 0.00| 0.01| 0.19| Nintendo DS
Power Pro Kun Pocket 12| https://www.vgchartz.com/game/39824/power-pro-kun-pocket-12/| 2009| Sports| Konami| 0.00| 0.00| 0.19| 0.00| 0.19| Nintendo DS
Dream Salon| https://www.vgchartz.com/game/37042/dream-salon/| 2009| Simulation| Zoo Digital Publishing| 0.18| 0.00| 0.00| 0.01| 0.19| Nintendo DS
Scene It? Twilight| https://www.vgchartz.com/game/39417/scene-it-twilight/| 2010| Misc| Konami| 0.11| 0.07| 0.00| 0.02| 0.19| Nintendo DS
101-in-1 Explosive Megamix| https://www.vgchartz.com/game/28897/101-in-1-explosive-megamix/| 2008| Misc| Nordcurrent| 0.05| 0.13| 0.00| 0.02| 0.19| Nintendo DS
The Smurfs 2| https://www.vgchartz.com/game/74656/the-smurfs-2/| 2013| Platform| Ubisoft| 0.00| 0.18| 0.00| 0.01| 0.19| Nintendo DS
Spore Hero Arena| https://www.vgchartz.com/game/30910/spore-hero-arena/| 2009| Simulation| Electronic Arts| 0.18| 0.00| 0.00| 0.01| 0.19| Nintendo DS
Space Invaders Extreme 2| https://www.vgchartz.com/game/32922/space-invaders-extreme-2/| 2009| Shooter| Taito| 0.17| 0.01| 0.00| 0.01| 0.19| Nintendo DS
Barbie Fashion Show: An Eye for Style| https://www.vgchartz.com/game/27438/barbie-fashion-show-an-eye-for-style/| 2008| Misc| Activision| 0.18| 0.00| 0.00| 0.01| 0.19| Nintendo DS
Tokimeki Memorial Girl's Side 3rd Story| https://www.vgchartz.com/game/44549/tokimeki-memorial-girls-side-3rd-story/| 2010| Adventure| Konami| 0.00| 0.00| 0.19| 0.00| 0.19| Nintendo DS
I SPY castle| https://www.vgchartz.com/game/63150/i-spy-castle/| 2011| Puzzle| Scholastic Inc.| 0.17| 0.00| 0.00| 0.02| 0.19| Nintendo DS
Naruto Fighter| https://www.vgchartz.com/game/3884/naruto-ninja-destiny/| 2006| Fighting| Takara Tomy| 0.02| 0.01| 0.16| 0.00| 0.19| Nintendo DS
Spider-Man: Shattered Dimensions| https://www.vgchartz.com/game/44316/spider-man-shattered-dimensions/| 2010| Action| Activision| 0.17| 0.01| 0.00| 0.01| 0.19| Nintendo DS
Tomb Raider: Underworld| https://www.vgchartz.com/game/23923/tomb-raider-underworld/| 2008| Adventure| Eidos Interactive| 0.15| 0.02| 0.00| 0.01| 0.19| Nintendo DS
Mystery Tales of Time Travel| https://www.vgchartz.com/game/44320/mystery-tales-of-time-travel/| 2010| Puzzle| Foreign Media Games| 0.01| 0.15| 0.00| 0.02| 0.19| Nintendo DS
Yoiko's Life on an Uninhabited Island| https://www.vgchartz.com/game/18553/tottadoo-yoiko-no-mujintou-seikatsu/| 2008| Adventure| Namco Bandai| 0.00| 0.00| 0.19| 0.00| 0.19| Nintendo DS
Lets Make a Pro Baseball Team DS| https://www.vgchartz.com/game/22474/pro-yakyuu-team-o-tsukurou/| 2008| Sports| Sega| 0.00| 0.00| 0.19| 0.00| 0.19| Nintendo DS
Magical ZhuZhu Princess| https://www.vgchartz.com/game/49690/magical-zhuzhu-princess-carriages-amp-castles/| 2011| Simulation| Activision| 0.13| 0.04| 0.00| 0.02| 0.19| Nintendo DS
Farmtopia| https://www.vgchartz.com/game/43756/farmtopia/| 2010| Simulation| 505 Games| 0.18| 0.00| 0.00| 0.01| 0.19| Nintendo DS
Puzzle Series Vol. 3: Sudoku| https://www.vgchartz.com/game/4132/sudoku-gridmaster-jp-sales/| 2006| Puzzle| Hudson Soft| 0.00| 0.00| 0.19| 0.00| 0.19| Nintendo DS
Daigasso! Band Brothers| https://www.vgchartz.com/game/15292/daigasso-band-brothers/| 2004| Misc| Nintendo| 0.00| 0.00| 0.19| 0.00| 0.19| Nintendo DS
Momotarou Dentetsu World| https://www.vgchartz.com/game/47429/momotarou-dentetsu-world/| 2010| Misc| Hudson Soft| 0.00| 0.00| 0.19| 0.00| 0.19| Nintendo DS
Nostalgia no Kaze| https://www.vgchartz.com/game/28940/nostalgia/| 2008| Role-Playing| Tecmo| 0.16| 0.00| 0.02| 0.01| 0.19| Nintendo DS
Chibi-Robo: Park Patrol| https://www.vgchartz.com/game/7007/chibi-robo-park-patrol/| 2007| Adventure| Nintendo| 0.00| 0.00| 0.19| 0.00| 0.19| Nintendo DS
Face Training| https://www.vgchartz.com/game/7125/face-training/| 2007| Misc| Nintendo| 0.00| 0.00| 0.19| 0.00| 0.19| Nintendo DS
Penguin no Mondai X: Tenkuu no 7 Senshi| https://www.vgchartz.com/game/36527/penguin-no-mondai-x-tenkuu-no-7-senshi/| 2009| Action| Konami| 0.00| 0.00| 0.19| 0.00| 0.19| Nintendo DS
Camping Mama: Outdoor Adventures| https://www.vgchartz.com/game/50997/camping-mama-outdoor-adventures/| 2011| Simulation| Office Create| 0.12| 0.05| 0.00| 0.02| 0.19| Nintendo DS
Hidden Mysteries: Vampire Secrets| https://www.vgchartz.com/game/45280/hidden-mysteries-vampire-secrets/| 2010| Adventure| Astragon| 0.06| 0.11| 0.00| 0.02| 0.19| Nintendo DS
The Bee Game| https://www.vgchartz.com/game/12295/the-bee-game/| 2007| Adventure| Midway Games| 0.17| 0.00| 0.00| 0.01| 0.19| Nintendo DS
Happy Cooking| https://www.vgchartz.com/game/28183/happy-cooking/| 2006| Simulation| Ubisoft| 0.17| 0.00| 0.00| 0.01| 0.19| Nintendo DS
Imagine: Babyz Fashion| https://www.vgchartz.com/game/39953/imagine-babyz-fashion/| 2009| Simulation| Ubisoft| 0.17| 0.00| 0.00| 0.01| 0.19| Nintendo DS
Active Health with Carol Vorderman| https://www.vgchartz.com/game/36953/active-health-with-carol-vorderman/| 2009| Sports| Nintendo| 0.00| 0.18| 0.00| 0.01| 0.18| Nintendo DS
Chaotic: Shadow Warriors| https://www.vgchartz.com/game/38748/chaotic-shadow-warriors/| 2009| Action| Activision| 0.17| 0.00| 0.00| 0.01| 0.18| Nintendo DS
Mahjong: Journey Quest for Tikal| https://www.vgchartz.com/game/36333/mahjong-journey-quest-for-tikal/| 2008| Puzzle| Mumbo Jumbo| 0.15| 0.02| 0.00| 0.01| 0.18| Nintendo DS
Jewel Master: Cradle of Athena| https://www.vgchartz.com/game/47073/jewel-master-cradle-of-athena/| 2010| Puzzle| Storm City Games| 0.17| 0.00| 0.00| 0.01| 0.18| Nintendo DS
Disgaea DS| https://www.vgchartz.com/game/24244/disgaea-ds/| 2008| Role-Playing| Nippon Ichi Software| 0.11| 0.01| 0.05| 0.01| 0.18| Nintendo DS
Nep League DS| https://www.vgchartz.com/game/13205/nep-league-ds/| 2007| Sports| Jaleco| 0.00| 0.00| 0.18| 0.00| 0.18| Nintendo DS
Jeopardy!| https://www.vgchartz.com/game/48613/jeopardy/| 2010| Misc| THQ| 0.17| 0.00| 0.00| 0.01| 0.18| Nintendo DS
The Last Airbender| https://www.vgchartz.com/game/44631/the-last-airbender/| 2010| Action| THQ| 0.13| 0.04| 0.00| 0.02| 0.18| Nintendo DS
Might & Magic: Clash of Heroes| https://www.vgchartz.com/game/34504/might-amp-magic-clash-of-heroes/| 2009| Role-Playing| Ubisoft| 0.15| 0.02| 0.00| 0.01| 0.18| Nintendo DS
Shrek Superslam| https://www.vgchartz.com/game/5691/shrek-superslam/| 2005| Action| Activision| 0.17| 0.00| 0.00| 0.01| 0.18| Nintendo DS
Six Flags Fun Park| https://www.vgchartz.com/game/24700/six-flags-fun-park/| 2008| Misc| Brash Entertainment| 0.17| 0.00| 0.00| 0.01| 0.18| Nintendo DS
Chronicles of Narnia| https://www.vgchartz.com/game/4962/the-chronicles-of-narnia-the-lion-the-witch-and-the-wardrobe/| 2005| Adventure| Buena Vista| 0.15| 0.01| 0.00| 0.01| 0.18| Nintendo DS
Squeeballs Party| https://www.vgchartz.com/game/38117/squeeballs-party/| 2009| Puzzle| Aksys Games| 0.17| 0.00| 0.00| 0.01| 0.18| Nintendo DS
Ringling Bros. and Barnum & Bailey Circus| https://www.vgchartz.com/game/38112/ringling-bros-and-barnum-amp-bailey-circus-friends/| 2009| Action| 2K Play| 0.16| 0.00| 0.00| 0.01| 0.18| Nintendo DS
Burnout Legends| https://www.vgchartz.com/game/4916/burnout-legends/| 2005| Racing| Electronic Arts| 0.15| 0.02| 0.00| 0.01| 0.18| Nintendo DS
Escape the Museum| https://www.vgchartz.com/game/42561/escape-the-museum/| 2010| Adventure| GameMill| 0.04| 0.12| 0.00| 0.02| 0.18| Nintendo DS
Hello Kitty Birthday Adventures| https://www.vgchartz.com/game/43012/hello-kitty-birthday-adventures/| 2010| Adventure| Zoo Games| 0.06| 0.10| 0.00| 0.02| 0.18| Nintendo DS
Chuck E Cheese's Party Games| https://www.vgchartz.com/game/44992/chuck-e-cheeses-party-games/| 2010| Misc| UFO Interactive| 0.17| 0.00| 0.00| 0.01| 0.18| Nintendo DS
WWE SmackDown vs Raw 2009| https://www.vgchartz.com/game/23189/wwe-smackdown-vs-raw-2009/| 2008| Fighting| THQ| 0.14| 0.02| 0.00| 0.01| 0.18| Nintendo DS
Sim City DS 2: From the Past to the Future| https://www.vgchartz.com/game/18529/simcity-creator-jp-sales/| 2008| Simulation| Electronic Arts| 0.00| 0.00| 0.18| 0.00| 0.18| Nintendo DS
Tales of the Tempest| https://www.vgchartz.com/game/4509/tales-of-the-tempest/| 2006| Role-Playing| Namco| 0.00| 0.00| 0.18| 0.00| 0.18| Nintendo DS
Nancy Drew: The Hidden Staircase| https://www.vgchartz.com/game/24718/nancy-drew-the-hidden-staircase/| 2008| Adventure| THQ| 0.16| 0.00| 0.00| 0.01| 0.18| Nintendo DS
Fancy Nancy: Tea Party Time!| https://www.vgchartz.com/game/47044/fancy-nancy-tea-party-time/| 2010| Adventure| THQ| 0.16| 0.00| 0.00| 0.01| 0.18| Nintendo DS
Pictionary| https://www.vgchartz.com/game/47962/pictionary/| 2010| Puzzle| THQ| 0.09| 0.06| 0.00| 0.02| 0.17| Nintendo DS
Petz Horseshoe Ranch| https://www.vgchartz.com/game/31955/petz-horseshoe-ranch/| 2009| Adventure| Ubisoft| 0.16| 0.00| 0.00| 0.01| 0.17| Nintendo DS
Jewel Match| https://www.vgchartz.com/game/52816/jewel-match/| 2010| Puzzle| PlayV| 0.05| 0.11| 0.00| 0.02| 0.17| Nintendo DS
Pro Evolution Soccer DS| https://www.vgchartz.com/game/13660/winning-eleven-pro-evolution-soccer-2007/| 2006| Sports| Konami| 0.00| 0.00| 0.17| 0.00| 0.17| Nintendo DS
Skate It| https://www.vgchartz.com/game/25999/skate-it/| 2008| Sports| Electronic Arts| 0.14| 0.02| 0.00| 0.01| 0.17| Nintendo DS
SaGa 2: Hihou Densetsu Goddess of Destiny| https://www.vgchartz.com/game/34406/saga-2-hihou-densetsu-goddess-of-destiny/| 2009| Role-Playing| Square Enix| 0.00| 0.00| 0.17| 0.00| 0.17| Nintendo DS
Super Robot Taisen L| https://www.vgchartz.com/game/46952/super-robot-taisen-l/| 2010| Strategy| Namco Bandai| 0.00| 0.00| 0.17| 0.00| 0.17| Nintendo DS
Professional Fishermans Tour: Northern Hemisphere| https://www.vgchartz.com/game/7228/professional-fishermans-tour-northern-hemisphere/| 2007| Sports| UFO Interactive| 0.16| 0.00| 0.00| 0.01| 0.17| Nintendo DS
Backyard Sports Football: Rookie Rush| https://www.vgchartz.com/game/47519/backyard-sports-football-rookie-rush/| 2010| Sports| Atari| 0.16| 0.00| 0.00| 0.01| 0.17| Nintendo DS
Kekkaishi: Tale of the Raven Forest| https://www.vgchartz.com/game/3574/kekkaishi-karasumori-ayakashi-kidan/| 2007| Action| Namco Bandai| 0.00| 0.00| 0.17| 0.00| 0.17| Nintendo DS
Horrid Henry| https://www.vgchartz.com/game/34941/horrid-henry-missions-of-mischief/| 2010| Adventure| SouthPeak Interactive| 0.01| 0.14| 0.00| 0.02| 0.17| Nintendo DS
Lost in Blue 3| https://www.vgchartz.com/game/15974/lost-in-blue-3/| 2007| Adventure| Konami| 0.09| 0.02| 0.06| 0.01| 0.17| Nintendo DS
Tamagotchi no Narikiri Challenge| https://www.vgchartz.com/game/47152/tamagotchi-no-narikiri-challenge/| 2010| Action| Namco Bandai| 0.00| 0.00| 0.17| 0.00| 0.17| Nintendo DS
Broken Sword: Shadows of the Templars (Director's Cut)| https://www.vgchartz.com/game/30925/broken-sword-shadows-of-the-templars-the-directors-cut/| 2009| Adventure| Ubisoft| 0.07| 0.08| 0.00| 0.02| 0.17| Nintendo DS
My French Coach| https://www.vgchartz.com/game/12603/my-french-coach/| 2007| Misc| Ubisoft| 0.14| 0.01| 0.00| 0.01| 0.17| Nintendo DS
Camp Rock: The Final Jam| https://www.vgchartz.com/game/46708/camp-rock-the-final-jam/| 2010| Misc| Disney Interactive Studios| 0.14| 0.02| 0.00| 0.01| 0.17| Nintendo DS
Magical Starsign| https://www.vgchartz.com/game/1235/magical-starsign-us-sales/| 2006| Role-Playing| Nintendo| 0.14| 0.02| 0.00| 0.00| 0.17| Nintendo DS
ZhuZhu Puppies| https://www.vgchartz.com/game/49689/zhuzhu-puppies/| 2011| Simulation| Activision| 0.12| 0.03| 0.00| 0.01| 0.17| Nintendo DS
Sudoku Gridmaster| https://www.vgchartz.com/game/2260/sudoku-gridmaster/| 2006| Puzzle| Nintendo| 0.13| 0.02| 0.00| 0.01| 0.17| Nintendo DS
Legend of Starfi 4| https://www.vgchartz.com/game/3651/densetsu-no-stafi-4/| 2006| Platform| Nintendo| 0.00| 0.00| 0.17| 0.00| 0.17| Nintendo DS
TRON Evolution| https://www.vgchartz.com/game/47062/tron-evolution/| 2010| Action| Disney Interactive Studios| 0.11| 0.04| 0.00| 0.01| 0.17| Nintendo DS
Dementium: The Ward| https://www.vgchartz.com/game/12467/dementium-the-ward/| 2007| Shooter| Gamecock| 0.15| 0.01| 0.00| 0.01| 0.17| Nintendo DS
Learning to Spell| https://www.vgchartz.com/game/43249/learning-to-spell/| 2010| Misc| 505 Games| 0.16| 0.00| 0.00| 0.01| 0.17| Nintendo DS
Pac Man World 3| https://www.vgchartz.com/game/5568/pac-man-world-3/| 2005| Platform| Namco| 0.15| 0.00| 0.00| 0.01| 0.17| Nintendo DS
Disney Friends| https://www.vgchartz.com/game/12860/disney-friends/| 2007| Simulation| Disney Interactive Studios| 0.12| 0.03| 0.00| 0.01| 0.17| Nintendo DS
Zoo Keeper| https://www.vgchartz.com/game/2801/zoo-keeper/| 2004| Puzzle| Ignition Entertainment| 0.10| 0.01| 0.05| 0.01| 0.17| Nintendo DS
Aliens: Infestation| https://www.vgchartz.com/game/53262/aliens-infestation/| 2011| Action| Sega| 0.09| 0.05| 0.00| 0.02| 0.17| Nintendo DS
TOEIC Test Training DS| https://www.vgchartz.com/game/4590/toeic-test-training-ds/| 2007| Misc| IE Institute| 0.00| 0.00| 0.17| 0.00| 0.17| Nintendo DS
Transformers Animated| https://www.vgchartz.com/game/28266/transformers-animated-the-game/| 2008| Action| Activision| 0.15| 0.01| 0.00| 0.01| 0.17| Nintendo DS
Easy Piano| https://www.vgchartz.com/game/35690/easy-piano/| 2009| Misc| Game Life| 0.04| 0.11| 0.00| 0.02| 0.17| Nintendo DS
Pen 1 Grand Prix| https://www.vgchartz.com/game/42108/pen-1-grand-prix-penguin-no-mondai-special/| 2009| Fighting| Konami| 0.00| 0.00| 0.16| 0.00| 0.16| Nintendo DS
Puzzle Quest: Galactrix| https://www.vgchartz.com/game/24281/puzzle-quest-galactrix/| 2009| Puzzle| D3 Publisher| 0.15| 0.00| 0.00| 0.01| 0.16| Nintendo DS
American Dragon: Jake Long| https://www.vgchartz.com/game/69/disneys-american-dragon-jake-long-attack-of-the-dark-dragon/| 2006| Action| Buena Vista| 0.15| 0.00| 0.00| 0.01| 0.16| Nintendo DS
Romance of the Three Kingdoms Wars DS| https://www.vgchartz.com/game/4192/san-goku-shi-taisen-ds/| 2007| Strategy| Sega| 0.00| 0.00| 0.16| 0.00| 0.16| Nintendo DS
Rio| https://www.vgchartz.com/game/50242/rio/| 2011| Misc| THQ| 0.12| 0.03| 0.00| 0.01| 0.16| Nintendo DS
True Swing Golf| https://www.vgchartz.com/game/2539/true-swing-golf/| 2005| Sports| Nintendo| 0.11| 0.00| 0.04| 0.01| 0.16| Nintendo DS
Kanji-input Easy Dictionary| https://www.vgchartz.com/game/3567/ds-rakubiki-jiten/| 2005| Misc| Nintendo| 0.00| 0.00| 0.16| 0.00| 0.16| Nintendo DS
Our House| https://www.vgchartz.com/game/24205/our-house/| 2009| Strategy| Majesco| 0.15| 0.00| 0.00| 0.01| 0.16| Nintendo DS
Tak: Mojo Mistake| https://www.vgchartz.com/game/27994/tak-mojo-mistake/| 2008| Action| THQ| 0.15| 0.00| 0.00| 0.01| 0.16| Nintendo DS
Eragon| https://www.vgchartz.com/game/5044/eragon/| 2006| Role-Playing| Sierra Entertainment| 0.13| 0.02| 0.00| 0.01| 0.16| Nintendo DS
Finding Nemo: Escape to the Big Blue| https://www.vgchartz.com/game/769/finding-nemo-escape-to-the-big-blue/| 2006| Action| THQ| 0.12| 0.03| 0.00| 0.01| 0.16| Nintendo DS
Around The World in 80 Days| https://www.vgchartz.com/game/43690/around-the-world-in-80-days/| 2010| Puzzle| PlayV| 0.00| 0.14| 0.00| 0.02| 0.16| Nintendo DS
DS Seminar: Kanji Power| https://www.vgchartz.com/game/3183/minna-no-ds-seminar-kanpeki-kanji-ryoku/| 2006| Misc| TDK Core| 0.00| 0.00| 0.16| 0.00| 0.16| Nintendo DS
Solitaire Overload Plus| https://www.vgchartz.com/game/47258/solitaire-overload-plus/| 2010| Misc| Telegames| 0.15| 0.00| 0.00| 0.01| 0.16| Nintendo DS
Take A Break's: Puzzle Master| https://www.vgchartz.com/game/40485/take-a-breaks-puzzle-master/| 2009| Puzzle| Ubisoft| 0.00| 0.15| 0.00| 0.01| 0.16| Nintendo DS
Legend of Spyro: Shadow Legacy| https://www.vgchartz.com/game/13617/spyro-shadow-legacy/| 2005| Action| Vivendi Games| 0.14| 0.01| 0.00| 0.01| 0.16| Nintendo DS
Ener-G: Dance Squad| https://www.vgchartz.com/game/25982/ener-g-dance-squad/| 2008| Sports| Ubisoft| 0.15| 0.00| 0.00| 0.01| 0.16| Nintendo DS
Rudolph the Red-Nosed Reindeer| https://www.vgchartz.com/game/47522/rudolph-the-red-nosed-reindeer/| 2010| Action| Crave Entertainment| 0.15| 0.00| 0.00| 0.01| 0.16| Nintendo DS
