Pos| Game| Year| Genre| Publisher| North America| Europe| Japan| Rest of World| GlobalGame| Console system
New Super Mario Bros| https://www.vgchartz.com/game/1582/new-super-mario-bros/| 2006| Platform| Nintendo| 11.28| 9.19| 6.50| 2.89| 29.85| Nintendo DS
Nintendogs| https://www.vgchartz.com/game/1657/nintendogs/| 2005| Simulation| Nintendo| 9.05| 10.96| 1.93| 2.74| 24.68| Nintendo DS
Mario Kart DS| https://www.vgchartz.com/game/1254/mario-kart-ds/| 2005| Racing| Nintendo| 9.71| 7.51| 4.13| 1.91| 23.26| Nintendo DS
Brain Training| https://www.vgchartz.com/game/2948/brain-age-train-your-brain-in-minutes-a-day/| 2005| Misc| Nintendo| 4.74| 9.21| 4.16| 2.04| 20.16| Nintendo DS
Pokemon Diamond / Pearl| https://www.vgchartz.com/game/4022/pokemon-diamond-pearl-version/| 2006| Role-Playing| Nintendo| 6.38| 4.47| 6.04| 1.36| 18.25| Nintendo DS
More Brain Training| https://www.vgchartz.com/game/3841/brain-age-2-more-training-in-minutes-a-day/| 2005| Misc| Nintendo| 3.43| 5.36| 5.32| 1.18| 15.29| Nintendo DS
Pokémon Black / White Version| https://www.vgchartz.com/game/44573/pokemon-black-white-version/| 2010| Role-Playing| Nintendo| 5.51| 3.20| 5.66| 0.80| 15.18| Nintendo DS
Animal Crossing: Wild World| https://www.vgchartz.com/game/82/animal-crossing-wild-world/| 2005| Simulation| Nintendo| 2.50| 3.46| 5.33| 0.86| 12.14| Nintendo DS
Pokemon Heart Gold / Soul Silver| https://www.vgchartz.com/game/34267/pokemon-heart-gold-soul-silver-version/| 2009| Role-Playing| Nintendo| 4.34| 2.72| 3.96| 0.76| 11.78| Nintendo DS
Super Mario 64| https://www.vgchartz.com/game/71893/super-mario-64-ds/| 2004| Platform| Nintendo| 5.01| 3.08| 1.25| 0.97| 10.32| Nintendo DS
Mario Party DS| https://www.vgchartz.com/game/6973/mario-party-ds/| 2007| Misc| Nintendo| 4.40| 1.86| 1.98| 0.69| 8.93| Nintendo DS
Pokemon Black / White Version 2| https://www.vgchartz.com/game/70468/pokemon-black-2-and-white-2/| 2012| Role-Playing| Nintendo| 2.79| 1.79| 3.16| 0.43| 8.16| Nintendo DS
Pokemon Platinum| https://www.vgchartz.com/game/23893/pokemon-platinum-version/| 2008| Role-Playing| Nintendo| 2.76| 1.73| 2.69| 0.54| 7.72| Nintendo DS
Big Brain Academy| https://www.vgchartz.com/game/193/big-brain-academy/| 2005| Misc| Nintendo| 1.66| 2.75| 1.60| 0.62| 6.63| Nintendo DS
Dragon Quest IX| https://www.vgchartz.com/game/7147/dragon-quest-ix-sentinels-of-the-starry-skies/| 2009| Role-Playing| Nintendo| 0.63| 0.67| 4.35| 0.15| 5.79| Nintendo DS
Cooking Mama| https://www.vgchartz.com/game/399/cooking-mama/| 2006| Simulation| Majesco| 3.09| 1.92| 0.07| 0.58| 5.66| Nintendo DS
Professor Layton and the Mysterious Village| https://www.vgchartz.com/game/12995/professor-layton-and-the-curious-village/| 2007| Adventure| Nintendo| 1.21| 2.44| 1.03| 0.51| 5.20| Nintendo DS
Mario & Sonic at the Olympic Games| https://www.vgchartz.com/game/7708/mario-amp-sonic-at-the-olympic-games/| 2008| Sports| Sega| 1.63| 2.46| 0.44| 0.57| 5.10| Nintendo DS
The Legend of Zelda: Phantom Hourglass| https://www.vgchartz.com/game/6790/the-legend-of-zelda-phantom-hourglass/| 2007| Adventure| Nintendo| 1.85| 1.80| 0.95| 0.48| 5.09| Nintendo DS
Pokemon Mysterious Dungeon 2: Time / Darkness Exploration Team| https://www.vgchartz.com/game/7390/pokemon-mystery-dungeon-explorers-of-time-darkness/| 2007| Role-Playing| Nintendo| 1.83| 1.19| 1.54| 0.37| 4.94| Nintendo DS
Lego Star Wars: The Complete Saga| https://www.vgchartz.com/game/12562/lego-star-wars-the-complete-saga/| 2007| Action| LucasArts| 2.83| 1.49| 0.00| 0.45| 4.77| Nintendo DS
Professor Layton and Pandora's Box| https://www.vgchartz.com/game/13008/professor-layton-and-the-diabolical-box/| 2007| Adventure| Level 5| 0.90| 1.76| 0.92| 0.37| 3.95| Nintendo DS
Sight Training| https://www.vgchartz.com/game/12879/flash-focus-vision-training-in-minutes-a-day/| 2007| Misc| Nintendo| 0.86| 1.56| 1.05| 0.35| 3.83| Nintendo DS
Mario & Luigi 3| https://www.vgchartz.com/game/32125/mario-amp-luigi-bowsers-inside-story/| 2009| Role-Playing| Nintendo| 2.23| 0.47| 0.81| 0.27| 3.77| Nintendo DS
Tomodachi Collection| https://www.vgchartz.com/game/35684/tomodachi-collection/| 2009| Misc| Nintendo| 0.00| 0.00| 3.67| 0.00| 3.67| Nintendo DS
MySims| https://www.vgchartz.com/game/7494/mysims/| 2007| Simulation| Electronic Arts| 1.58| 1.60| 0.08| 0.40| 3.66| Nintendo DS
Cooking Mama 2: Dinner With Friends| https://www.vgchartz.com/game/12740/cooking-mama-2-dinner-with-friends/| 2007| Simulation| Majesco| 1.60| 1.49| 0.10| 0.39| 3.58| Nintendo DS
Mario & Sonic at the Olympic Winter Games| https://www.vgchartz.com/game/31660/mario-amp-sonic-at-the-olympic-winter-games/| 2009| Sports| Sega| 1.21| 1.63| 0.27| 0.37| 3.47| Nintendo DS
Guitar Hero: On Tour| https://www.vgchartz.com/game/16432/guitar-hero-on-tour/| 2008| Misc| Activision| 2.10| 1.01| 0.01| 0.35| 3.46| Nintendo DS
Clubhouse Games| https://www.vgchartz.com/game/368/clubhouse-games/| 2006| Misc| Nintendo| 0.59| 1.80| 0.73| 0.34| 3.45| Nintendo DS
English Training for Adults| https://www.vgchartz.com/game/3210/english-training-have-fun-improving-your-skills/| 2006| Misc| Nintendo| 0.00| 0.99| 2.32| 0.02| 3.33| Nintendo DS
The Legend of Zelda: Spirit Tracks| https://www.vgchartz.com/game/32942/the-legend-of-zelda-spirit-tracks/| 2009| Adventure| Nintendo| 1.40| 0.92| 0.74| 0.26| 3.32| Nintendo DS
Professor Layton and the Final Time Journey| https://www.vgchartz.com/game/29427/professor-layton-and-the-unwound-future/| 2008| Adventure| Level 5| 0.61| 1.58| 0.82| 0.27| 3.28| Nintendo DS
Club Penguin: Elite Penguin Force| https://www.vgchartz.com/game/25986/club-penguin-elite-penguin-force/| 2008| Adventure| Disney Interactive Studios| 1.87| 0.97| 0.00| 0.30| 3.14| Nintendo DS
Sonic Rush| https://www.vgchartz.com/game/2111/sonic-rush/| 2005| Platform| Sega| 1.21| 1.56| 0.06| 0.29| 3.13| Nintendo DS
Cooking Guide: Can't Decide What To Eat?| https://www.vgchartz.com/game/22394/personal-trainer-cooking/| 2006| Misc| Nintendo| 0.91| 1.01| 1.03| 0.17| 3.13| Nintendo DS
Rhythm Heaven| https://www.vgchartz.com/game/25553/rhythm-heaven/| 2008| Music| Nintendo| 0.55| 0.50| 1.93| 0.14| 3.12| Nintendo DS
Lego Batman: The Videogame| https://www.vgchartz.com/game/18595/lego-batman-the-videogame/| 2008| Adventure| Warner Bros. Interactive| 1.75| 1.02| 0.00| 0.29| 3.06| Nintendo DS
Kirby Super Star Ultra| https://www.vgchartz.com/game/24035/kirby-super-star-ultra/| 2008| Platform| Nintendo| 1.55| 0.04| 1.19| 0.15| 2.92| Nintendo DS
Imagine: Babies| https://www.vgchartz.com/game/13430/imagine-babyz/| 2007| Simulation| Ubisoft| 1.30| 1.26| 0.00| 0.31| 2.87| Nintendo DS
Imagine: Fashion Designer| https://www.vgchartz.com/game/12867/imagine-fashion-designer/| 2007| Simulation| Ubisoft| 1.32| 1.19| 0.00| 0.30| 2.81| Nintendo DS
Yoshi Island DS| https://www.vgchartz.com/game/4771/yoshis-island-ds/| 2006| Platform| Nintendo| 1.45| 0.07| 1.10| 0.15| 2.77| Nintendo DS
Layton Kyouju to Majin no Fue| https://www.vgchartz.com/game/36335/professor-layton-and-the-last-specter/| 2009| Adventure| Level 5| 0.28| 1.41| 0.68| 0.32| 2.68| Nintendo DS
Mario vs. Donkey Kong: Mini-Land Mayhem!| https://www.vgchartz.com/game/45675/mario-vs-donkey-kong-mini-land-mayhem/| 2010| Puzzle| Nintendo| 1.63| 0.51| 0.35| 0.18| 2.68| Nintendo DS
Hannah Montana| https://www.vgchartz.com/game/944/hannah-montana/| 2006| Action| Buena Vista| 1.59| 0.80| 0.00| 0.26| 2.65| Nintendo DS
Wagamama Fashion: Gals Mode| https://www.vgchartz.com/game/28294/style-savvy/| 2008| Simulation| Nintendo| 0.62| 0.82| 0.96| 0.18| 2.58| Nintendo DS
Eigokoro Kyoushitsu DS| https://www.vgchartz.com/game/45454/art-academy/| 2010| Misc| Nintendo| 0.26| 1.66| 0.33| 0.27| 2.52| Nintendo DS
Wario Ware: Touched| https://www.vgchartz.com/game/6764/warioware-touched/| 2004| Puzzle| Nintendo| 0.51| 0.45| 1.21| 0.13| 2.30| Nintendo DS
LEGO Harry Potter: Years 1-4| https://www.vgchartz.com/game/42747/lego-harry-potter-years-1-4/| 2010| Adventure| Warner Bros. Interactive| 1.07| 1.00| 0.00| 0.22| 2.29| Nintendo DS
Pokemon Ranger: Batonnage| https://www.vgchartz.com/game/14751/pokemon-ranger-shadows-of-almia/| 2008| Role-Playing| Nintendo| 0.94| 0.54| 0.62| 0.18| 2.28| Nintendo DS
Lego Indiana Jones: The Original Adventures| https://www.vgchartz.com/game/15200/lego-indiana-jones-the-original-adventures/| 2008| Adventure| LucasArts| 1.40| 0.60| 0.00| 0.21| 2.20| Nintendo DS
High School Musical: Makin the Cut!| https://www.vgchartz.com/game/7171/high-school-musical-makin-the-cut/| 2007| Puzzle| Disney Interactive Studios| 1.06| 0.90| 0.00| 0.23| 2.20| Nintendo DS
Scribblenauts| https://www.vgchartz.com/game/34998/scribblenauts/| 2009| Puzzle| Warner Bros. Interactive| 1.67| 0.30| 0.02| 0.18| 2.17| Nintendo DS
Pokemon Ranger| https://www.vgchartz.com/game/1765/pokemon-ranger/| 2006| Role-Playing| Nintendo| 1.28| 0.03| 0.73| 0.12| 2.15| Nintendo DS
Tetris DS| https://www.vgchartz.com/game/2370/tetris-ds/| 2006| Puzzle| Nintendo| 0.63| 0.05| 1.35| 0.08| 2.11| Nintendo DS
Final Fantasy III DS| https://www.vgchartz.com/game/3310/final-fantasy-iii/| 2006| Role-Playing| Square Enix| 0.89| 0.04| 1.07| 0.09| 2.08| Nintendo DS
The Sims 2: Pets| https://www.vgchartz.com/game/5849/the-sims-2-pets/| 2006| Simulation| Electronic Arts| 0.92| 0.93| 0.00| 0.22| 2.07| Nintendo DS
Toy Story 3: The Video Game| https://www.vgchartz.com/game/43553/toy-story-3-the-video-game/| 2010| Action| Disney Interactive Studios| 0.89| 0.95| 0.02| 0.21| 2.06| Nintendo DS
Carnival Games| https://www.vgchartz.com/game/14713/carnival-games/| 2008| Misc| 2K Play| 1.22| 0.63| 0.00| 0.19| 2.04| Nintendo DS
Pokemon Mystery Dungeon: Blue Rescue Team| https://www.vgchartz.com/game/4026/pokemon-mystery-dungeon-blue-rescue-team/| 2005| Role-Playing| Nintendo| 1.15| 0.05| 0.83| 0.00| 2.03| Nintendo DS
Touchmaster| https://www.vgchartz.com/game/6844/touchmaster/| 2007| Puzzle| Midway Games| 0.48| 1.27| 0.00| 0.24| 2.00| Nintendo DS
Kingdom Hearts 358/2 Days| https://www.vgchartz.com/game/7397/kingdom-hearts-3582-days/| 2009| Role-Playing| Square Enix| 1.06| 0.26| 0.53| 0.13| 1.99| Nintendo DS
Kirby Squeak Squad| https://www.vgchartz.com/game/1137/kirby-squeak-squad/| 2006| Platform| Nintendo| 0.78| 0.03| 1.05| 0.08| 1.94| Nintendo DS
Sonic Classic Collection| https://www.vgchartz.com/game/40848/sonic-classic-collection/| 2010| Platform| Sega| 0.94| 0.74| 0.00| 0.18| 1.86| Nintendo DS
Phineas and Ferb| https://www.vgchartz.com/game/30959/phineas-and-ferb/| 2009| Action| Disney Interactive Studios| 1.33| 0.37| 0.00| 0.15| 1.85| Nintendo DS
Dragon Quest Monsters: Joker| https://www.vgchartz.com/game/3145/dragon-quest-monsters-joker/| 2006| Role-Playing| Square Enix| 0.23| 0.03| 1.49| 0.02| 1.77| Nintendo DS
Dragon Quest VI| https://www.vgchartz.com/game/7694/dragon-quest-vi-realms-of-revelation/| 2010| Role-Playing| Square Enix| 0.20| 0.15| 1.35| 0.03| 1.73| Nintendo DS
Deal or No Deal| https://www.vgchartz.com/game/6810/deal-or-no-deal/| 2007| Misc| Destination Software Inc| 1.16| 0.40| 0.00| 0.16| 1.72| Nintendo DS
Imagine: Teacher| https://www.vgchartz.com/game/23933/imagine-teacher/| 2008| Simulation| Ubisoft| 0.70| 0.83| 0.00| 0.19| 1.71| Nintendo DS
Common Sense Training| https://www.vgchartz.com/game/3012/kanshuu-nippon-joushikiryoku-kentei-kyoukai-imasara-hito-ni-wa-kikenai-otona-no-joushikiryoku-training-ds/| 2006| Misc| Nintendo| 0.00| 0.00| 1.71| 0.00| 1.71| Nintendo DS
Ben 10: Protector of Earth| https://www.vgchartz.com/game/12581/ben-10-protector-of-earth/| 2007| Action| D3 Publisher| 0.68| 0.82| 0.00| 0.19| 1.70| Nintendo DS
Cooking Mama 3| https://www.vgchartz.com/game/35061/cooking-mama-3-shop-amp-chop/| 2009| Simulation| 505 Games| 0.79| 0.66| 0.08| 0.17| 1.69| Nintendo DS
Maths Training| https://www.vgchartz.com/game/16058/personal-trainer-math/| 2007| Puzzle| Nintendo| 0.48| 1.12| 0.00| 0.08| 1.69| Nintendo DS
Dragon Quest IV| https://www.vgchartz.com/game/7692/dragon-quest-iv-chapters-of-the-chosen/| 2007| Role-Playing| Square Enix| 0.30| 0.02| 1.27| 0.03| 1.62| Nintendo DS
SpongeBob SquarePants: Atlantis SquarePantis| https://www.vgchartz.com/game/25696/spongebobs-atlantis-squarepantis/| 2007| Adventure| THQ| 1.49| 0.00| 0.00| 0.11| 1.61| Nintendo DS
Mario Hoops 3 On 3| https://www.vgchartz.com/game/1252/mario-hoops-3-on-3/| 2006| Sports| Nintendo| 0.98| 0.04| 0.49| 0.09| 1.61| Nintendo DS
Guitar Hero: On Tour Decades| https://www.vgchartz.com/game/28141/guitar-hero-on-tour-decades/| 2008| Misc| Activision| 0.84| 0.57| 0.00| 0.16| 1.57| Nintendo DS
Moshi Monsters: Moshling Zoo| https://www.vgchartz.com/game/67119/moshi-monsters-moshling-zoo/| 2011| Misc| Activision| 0.38| 0.98| 0.00| 0.21| 1.57| Nintendo DS
Dragon Quest V| https://www.vgchartz.com/game/7693/dragon-quest-v-hand-of-the-heavenly-bride/| 2008| Role-Playing| Square Enix| 0.17| 0.02| 1.36| 0.02| 1.57| Nintendo DS
High School Musical 3: Senior Year DANCE!| https://www.vgchartz.com/game/25853/high-school-musical-3-senior-year/| 2008| Misc| Disney Interactive Studios| 0.63| 0.76| 0.00| 0.18| 1.57| Nintendo DS
Hannah Montana: Music Jam| https://www.vgchartz.com/game/12599/hannah-montana-music-jam/| 2007| Action| Disney Interactive Studios| 1.05| 0.36| 0.00| 0.15| 1.56| Nintendo DS
Pokemon Mystery Dungeon: Explorers of the Sky| https://www.vgchartz.com/game/33235/pokemon-mystery-dungeon-explorers-of-sky/| 2009| Role-Playing| Nintendo| 0.57| 0.43| 0.44| 0.12| 1.56| Nintendo DS
MySims Kingdom| https://www.vgchartz.com/game/23579/mysims-kingdom/| 2008| Simulation| Electronic Arts| 0.80| 0.59| 0.01| 0.16| 1.56| Nintendo DS
Disney Fairies: Tinker Bell| https://www.vgchartz.com/game/25981/disney-fairies-tinker-bell/| 2008| Adventure| Disney Interactive Studios| 0.85| 0.51| 0.01| 0.15| 1.52| Nintendo DS
The Simpsons Game| https://www.vgchartz.com/game/12473/the-simpsons-game/| 2007| Platform| Electronic Arts| 0.56| 0.78| 0.00| 0.17| 1.51| Nintendo DS
Bratz: Forever Diamondz| https://www.vgchartz.com/game/4902/bratz-forever-diamondz/| 2006| Adventure| THQ| 0.43| 0.88| 0.00| 0.18| 1.48| Nintendo DS
Drawn To Life: SpongeBob SquarePants Edition| https://www.vgchartz.com/game/24982/drawn-to-life-spongebob-squarepants-edition/| 2008| Adventure| THQ| 0.99| 0.35| 0.00| 0.14| 1.48| Nintendo DS
LEGO Battles: Ninjago| https://www.vgchartz.com/game/49686/lego-battles-ninjago/| 2011| Strategy| Warner Bros. Interactive| 1.03| 0.33| 0.00| 0.12| 1.48| Nintendo DS
Imagine: Happy Cooking| https://www.vgchartz.com/game/13431/imagine-master-chef/| 2007| Simulation| Ubisoft| 0.39| 0.91| 0.00| 0.17| 1.47| Nintendo DS
Super Scribblenauts| https://www.vgchartz.com/game/45195/super-scribblenauts/| 2010| Puzzle| Warner Bros. Interactive| 1.06| 0.30| 0.00| 0.11| 1.47| Nintendo DS
Wall-E| https://www.vgchartz.com/game/17016/wall-e/| 2008| Platform| THQ| 0.46| 0.82| 0.00| 0.17| 1.46| Nintendo DS
My Word Coach| https://www.vgchartz.com/game/12567/my-word-coach/| 2007| Misc| Ubisoft| 0.37| 0.90| 0.00| 0.18| 1.44| Nintendo DS
Disney Princess: Magical Jewels| https://www.vgchartz.com/game/29146/disney-princess-magical-jewels/| 2007| Adventure| Disney Interactive Studios| 1.12| 0.20| 0.00| 0.12| 1.44| Nintendo DS
Dragon Quest Monsters: Joker 2| https://www.vgchartz.com/game/42928/dragon-quest-monsters-joker-2/| 2010| Role-Playing| Square Enix| 0.09| 0.07| 1.24| 0.02| 1.42| Nintendo DS
Hello Kitty Party| https://www.vgchartz.com/game/40603/hello-kitty-party/| 2007| Misc| Majesco| 0.78| 0.51| 0.00| 0.13| 1.41| Nintendo DS
Inazuma Eleven 2: Blizzard / Firestorm| https://www.vgchartz.com/game/70540/inazuma-eleven-2-blizzard-firestorm/| 2009| Role-Playing| Nintendo| 0.00| 0.20| 1.18| 0.02| 1.40| Nintendo DS
Bakugan: Battle Brawlers| https://www.vgchartz.com/game/34285/bakugan-battle-brawlers/| 2009| Action| Activision| 1.26| 0.02| 0.00| 0.10| 1.38| Nintendo DS
Final Fantasy XII: Revenant Wings| https://www.vgchartz.com/game/3330/final-fantasy-xii-revenant-wings/| 2007| Role-Playing| Square Enix| 0.33| 0.41| 0.54| 0.10| 1.37| Nintendo DS
Gardening Mama| https://www.vgchartz.com/game/31621/gardening-mama/| 2009| Puzzle| Taito| 0.79| 0.42| 0.01| 0.13| 1.36| Nintendo DS
Chrono Trigger| https://www.vgchartz.com/game/24237/chrono-trigger/| 2008| Role-Playing| Square Enix| 0.61| 0.17| 0.49| 0.08| 1.34| Nintendo DS
Grand Theft Auto: Chinatown Wars| https://www.vgchartz.com/game/24661/grand-theft-auto-chinatown-wars/| 2009| Adventure| Rockstar Games| 0.58| 0.56| 0.05| 0.14| 1.33| Nintendo DS
Petz Wild Animals: Dolphinz| https://www.vgchartz.com/game/18135/petz-wild-animals-dolphinz/| 2007| Simulation| Ubisoft| 0.71| 0.48| 0.00| 0.13| 1.32| Nintendo DS
Namco Museum DS| https://www.vgchartz.com/game/7496/namco-museum-ds/| 2007| Misc| Namco Bandai| 1.14| 0.01| 0.06| 0.10| 1.31| Nintendo DS
Pokemon Ranger: Hikari no Kiseki| https://www.vgchartz.com/game/42606/pokemon-ranger-guardian-signs/| 2010| Role-Playing| Nintendo| 0.50| 0.17| 0.58| 0.05| 1.30| Nintendo DS
Sonic Colors| https://www.vgchartz.com/game/45318/sonic-colors/| 2010| Platform| Sega| 0.69| 0.48| 0.01| 0.12| 1.30| Nintendo DS
Mario & Luigi 2: Partners in Time| https://www.vgchartz.com/game/1249/mario-amp-luigi-partners-in-time/| 2005| Role-Playing| Nintendo| 0.74| 0.05| 0.43| 0.07| 1.29| Nintendo DS
LEGO Battles| https://www.vgchartz.com/game/31346/lego-battles/| 2009| Strategy| Warner Bros. Interactive| 0.79| 0.38| 0.00| 0.12| 1.29| Nintendo DS
Imagine: Wedding Designer| https://www.vgchartz.com/game/25966/imagine-wedding-designer/| 2008| Simulation| Ubisoft| 0.55| 0.59| 0.00| 0.14| 1.28| Nintendo DS
Mystery Case Files: MillionHeir| https://www.vgchartz.com/game/24686/mystery-case-files-millionheir/| 2008| Adventure| Nintendo| 0.75| 0.39| 0.00| 0.12| 1.27| Nintendo DS
Tamagotchi Connection: Corner Shop| https://www.vgchartz.com/game/6924/tamagotchi-connection-corner-shop/| 2005| Simulation| Bandai| 0.10| 0.02| 1.12| 0.01| 1.26| Nintendo DS
Kung Fu Panda| https://www.vgchartz.com/game/17049/kung-fu-panda/| 2008| Platform| Activision| 0.56| 0.56| 0.00| 0.14| 1.26| Nintendo DS
Ratatouille| https://www.vgchartz.com/game/6826/ratatouille/| 2007| Platform| THQ| 0.49| 0.62| 0.00| 0.14| 1.25| Nintendo DS
Cars 2: The Video Game| https://www.vgchartz.com/game/50215/cars-2/| 2011| Racing| Disney Interactive Studios| 0.68| 0.41| 0.04| 0.12| 1.25| Nintendo DS
Transformers: Autobots / Decepticons| https://www.vgchartz.com/game/7156/transformers-autobots-decepticons/| 2007| Action| Activision| 1.12| 0.03| 0.00| 0.09| 1.24| Nintendo DS
Diddy Kong Racing DS| https://www.vgchartz.com/game/6066/diddy-kong-racing-ds/| 2007| Racing| Nintendo| 1.09| 0.04| 0.00| 0.09| 1.22| Nintendo DS
Final Fantasy IV DS| https://www.vgchartz.com/game/13437/final-fantasy-iv/| 2007| Role-Playing| Square Enix| 0.51| 0.04| 0.62| 0.05| 1.21| Nintendo DS
Lego Indiana Jones 2: The Adventure Continues| https://www.vgchartz.com/game/34927/lego-indiana-jones-2-the-adventure-continues/| 2009| Adventure| LucasArts| 0.65| 0.43| 0.00| 0.12| 1.19| Nintendo DS
Mario vs Donkey Kong 2: March of the Minis| https://www.vgchartz.com/game/3724/mario-vs-donkey-kong-2-march-of-the-minis/| 2006| Puzzle| Nintendo| 0.73| 0.03| 0.36| 0.07| 1.19| Nintendo DS
Sonic Rush Adventure| https://www.vgchartz.com/game/7499/sonic-rush-adventure/| 2007| Platform| Sega| 0.53| 0.49| 0.01| 0.12| 1.16| Nintendo DS
High School Musical 2: Work This Out!| https://www.vgchartz.com/game/22046/high-school-musical-2-work-this-out/| 2008| Misc| Disney Interactive Studios| 0.50| 0.52| 0.00| 0.13| 1.15| Nintendo DS
Plants vs. Zombies| https://www.vgchartz.com/game/46931/plants-vs-zombies/| 2011| Strategy| PopCap Games| 0.90| 0.13| 0.00| 0.09| 1.11| Nintendo DS
LEGO Star Wars III: The Clone Wars| https://www.vgchartz.com/game/43294/lego-star-wars-iii-the-clone-wars/| 2011| Action| LucasArts| 0.62| 0.38| 0.00| 0.10| 1.10| Nintendo DS
Pet Dogz 2| https://www.vgchartz.com/game/12761/petz-dogz-2/| 2007| Simulation| Ubisoft| 0.46| 0.52| 0.00| 0.12| 1.10| Nintendo DS
Imagine: Babysitters| https://www.vgchartz.com/game/27772/imagine-babysitters/| 2008| Simulation| Ubisoft| 0.63| 0.36| 0.00| 0.10| 1.09| Nintendo DS
Lego Star Wars II: The Original Trilogy| https://www.vgchartz.com/game/5266/lego-star-wars-ii-the-original-trilogy/| 2006| Action| LucasArts| 0.96| 0.03| 0.00| 0.08| 1.07| Nintendo DS
Imagine: Fashion Designer New York| https://www.vgchartz.com/game/27773/imagine-fashion-designer-new-york/| 2008| Simulation| Ubisoft| 0.65| 0.32| 0.00| 0.10| 1.07| Nintendo DS
MySims Agents| https://www.vgchartz.com/game/33724/mysims-agents/| 2009| Adventure| Electronic Arts| 0.54| 0.42| 0.00| 0.11| 1.07| Nintendo DS
Spore Creatures| https://www.vgchartz.com/game/24658/spore-creatures/| 2008| Simulation| Electronic Arts| 0.66| 0.30| 0.00| 0.10| 1.07| Nintendo DS
Call of Duty 4: Modern Warfare| https://www.vgchartz.com/game/7609/call-of-duty-4-modern-warfare/| 2007| Shooter| Activision| 0.95| 0.02| 0.01| 0.08| 1.05| Nintendo DS
Dora the Explorer: Dora Saves the Mermaids| https://www.vgchartz.com/game/12595/dora-the-explorer-dora-saves-the-mermaids/| 2007| Platform| 2K Play| 0.97| 0.01| 0.00| 0.08| 1.05| Nintendo DS
Imagine: Animal Doctor| https://www.vgchartz.com/game/21861/imagine-animal-doctor/| 2007| Simulation| Ubisoft| 0.45| 0.48| 0.00| 0.11| 1.05| Nintendo DS
Sonic & SEGA All-Stars Racing| https://www.vgchartz.com/game/34894/sonic-amp-sega-all-stars-racing/| 2010| Racing| Sega| 0.43| 0.51| 0.00| 0.11| 1.05| Nintendo DS
Zhu Zhu Pets| https://www.vgchartz.com/game/43247/zhuzhu-pets/| 2010| Simulation| Activision| 0.68| 0.27| 0.00| 0.09| 1.04| Nintendo DS
Super Princess Peach| https://www.vgchartz.com/game/2288/super-princess-peach/| 2005| Platform| Nintendo| 0.70| 0.05| 0.21| 0.07| 1.03| Nintendo DS
Disney Fairies: Tinker Bell and the Lost Treasure| https://www.vgchartz.com/game/38914/disney-fairies-tinker-bell-and-the-lost-treasure/| 2009| Adventure| Disney Interactive Studios| 0.57| 0.35| 0.02| 0.10| 1.03| Nintendo DS
Junior Brain Trainer| https://www.vgchartz.com/game/40415/junior-brain-trainer/| 2008| Misc| GSP| 0.23| 0.71| 0.00| 0.09| 1.03| Nintendo DS
Pokemon + Nobunaga no Yabou| https://www.vgchartz.com/game/70562/pokemon-conquest/| 2012| Role-Playing| Nintendo| 0.56| 0.05| 0.37| 0.05| 1.02| Nintendo DS
Pet Catz 2| https://www.vgchartz.com/game/12758/petz-catz-2/| 2007| Simulation| Ubisoft| 0.51| 0.40| 0.00| 0.11| 1.02| Nintendo DS
Love and Berry DS Collection| https://www.vgchartz.com/game/3671/oshare-majo-love-and-berry-ds-collection/| 2006| Misc| Sega| 0.00| 0.00| 1.01| 0.00| 1.01| Nintendo DS
Atsumete! Kirby| https://www.vgchartz.com/game/50862/kirby-mass-attack/| 2011| Platform| Nintendo| 0.48| 0.06| 0.41| 0.05| 1.00| Nintendo DS
Apollo Justice: Ace Attorney| https://www.vgchartz.com/game/4008/apollo-justice-ace-attorney/| 2007| Adventure| Capcom| 0.28| 0.05| 0.64| 0.03| 0.99| Nintendo DS
Puzzler Collection| https://www.vgchartz.com/game/24560/puzzler-collection/| 2008| Puzzle| Ubisoft| 0.16| 0.78| 0.00| 0.04| 0.99| Nintendo DS
Littlest Pet Shop: Winter| https://www.vgchartz.com/game/25395/littlest-pet-shop-winter/| 2008| Simulation| Electronic Arts| 0.58| 0.31| 0.00| 0.10| 0.98| Nintendo DS
Zoo Tycoon| https://www.vgchartz.com/game/2802/zoo-tycoon-ds/| 2005| Strategy| THQ| 0.86| 0.03| 0.01| 0.07| 0.98| Nintendo DS
Disney Tangled| https://www.vgchartz.com/game/47696/disney-tangled/| 2010| Action| Disney Interactive Studios| 0.53| 0.37| 0.00| 0.09| 0.98| Nintendo DS
Tamagotchi Connection: Corner Shop 2| https://www.vgchartz.com/game/4514/tamagotchi-connection-corner-shop-2/| 2006| Simulation| Namco Bandai| 0.09| 0.01| 0.86| 0.01| 0.97| Nintendo DS
Cars| https://www.vgchartz.com/game/4943/cars/| 2006| Racing| THQ| 0.85| 0.05| 0.00| 0.07| 0.97| Nintendo DS
My Weight Loss Coach| https://www.vgchartz.com/game/18667/my-weight-loss-coach/| 2008| Sports| Ubisoft| 0.30| 0.54| 0.00| 0.11| 0.96| Nintendo DS
Mega Man Star Force| https://www.vgchartz.com/game/7154/mega-man-star-force-dragon-leo-pegasus/| 2006| Role-Playing| Capcom| 0.39| 0.00| 0.53| 0.03| 0.95| Nintendo DS
