Pos| Game| Year| Genre| Publisher| North America| Europe| Japan| Rest of World| GlobalGame| Console system
Wii Sports| https://www.vgchartz.com/game/2667/wii-sports/| 2006| Sports| Nintendo| 41.36| 29.02| 3.77| 8.51| 82.65| Nintendo Wii
Mario Kart Wii| https://www.vgchartz.com/game/6968/mario-kart-wii/| 2008| Racing| Nintendo| 15.91| 12.92| 3.80| 3.35| 35.98| Nintendo Wii
Wii Sports Resort| https://www.vgchartz.com/game/24656/wii-sports-resort/| 2009| Sports| Nintendo| 15.61| 10.99| 3.29| 3.02| 32.90| Nintendo Wii
Wii Play| https://www.vgchartz.com/game/2666/wii-play/| 2006| Misc| Nintendo| 13.96| 9.18| 2.93| 2.85| 28.92| Nintendo Wii
New Super Mario Bros. Wii| https://www.vgchartz.com/game/35076/new-super-mario-bros-wii/| 2009| Platform| Nintendo| 14.53| 7.01| 4.70| 2.27| 28.51| Nintendo Wii
Wii Fit| https://www.vgchartz.com/game/7480/wii-fit/| 2007| Sports| Nintendo| 8.92| 8.03| 3.60| 2.15| 22.70| Nintendo Wii
Wii Fit Plus| https://www.vgchartz.com/game/35077/wii-fit-plus/| 2009| Sports| Nintendo| 9.01| 8.51| 2.53| 1.76| 21.81| Nintendo Wii
Super Smash Bros Brawl| https://www.vgchartz.com/game/6962/super-smash-bros-brawl/| 2008| Fighting| Nintendo| 6.64| 2.57| 2.67| 1.03| 12.91| Nintendo Wii
Super Mario Galaxy| https://www.vgchartz.com/game/6963/super-mario-galaxy/| 2007| Platform| Nintendo| 6.06| 3.38| 1.20| 0.76| 11.40| Nintendo Wii
Just Dance 3| https://www.vgchartz.com/game/48264/just-dance-3/| 2011| Misc| Ubisoft| 5.95| 3.13| 0.00| 1.06| 10.14| Nintendo Wii
Just Dance 2| https://www.vgchartz.com/game/45671/just-dance-2/| 2010| Misc| Ubisoft| 5.80| 2.86| 0.01| 0.77| 9.45| Nintendo Wii
Wii Party| https://www.vgchartz.com/game/45079/wii-party/| 2010| Misc| Nintendo| 1.75| 3.51| 2.49| 0.66| 8.41| Nintendo Wii
Mario Party 8| https://www.vgchartz.com/game/6091/mario-party-8/| 2007| Misc| Nintendo| 3.74| 2.27| 1.58| 0.70| 8.30| Nintendo Wii
Mario & Sonic at the Olympic Games| https://www.vgchartz.com/game/7707/mario-amp-sonic-at-the-olympic-games/| 2007| Sports| Sega| 2.57| 3.87| 0.66| 0.90| 8.00| Nintendo Wii
Super Mario Galaxy 2| https://www.vgchartz.com/game/35084/super-mario-galaxy-2/| 2010| Platform| Nintendo| 3.59| 2.37| 0.98| 0.62| 7.57| Nintendo Wii
Just Dance| https://www.vgchartz.com/game/40053/just-dance/| 2009| Misc| Ubisoft| 3.48| 2.99| 0.00| 0.73| 7.21| Nintendo Wii
The Legend of Zelda: Twilight Princess| https://www.vgchartz.com/game/4573/the-legend-of-zelda-twilight-princess/| 2006| Adventure| Nintendo| 3.74| 2.16| 0.60| 0.69| 7.18| Nintendo Wii
Just Dance 4| https://www.vgchartz.com/game/70917/just-dance-4/| 2012| Music| Ubisoft| 4.05| 2.21| 0.00| 0.62| 6.89| Nintendo Wii
Zumba Fitness| https://www.vgchartz.com/game/47163/zumba-fitness/| 2010| Sports| Majesco| 3.47| 2.62| 0.00| 0.67| 6.76| Nintendo Wii
Donkey Kong Country Returns| https://www.vgchartz.com/game/45674/donkey-kong-country-returns/| 2010| Platform| Nintendo| 3.19| 1.81| 1.03| 0.47| 6.50| Nintendo Wii
Lego Star Wars: The Complete Saga| https://www.vgchartz.com/game/12477/lego-star-wars-the-complete-saga/| 2007| Action| LucasArts| 3.57| 1.57| 0.00| 0.52| 5.66| Nintendo Wii
Link's Crossbow Training| https://www.vgchartz.com/game/13012/links-crossbow-training/| 2007| Shooter| Nintendo| 3.05| 1.17| 0.29| 0.46| 4.98| Nintendo Wii
Animal Crossing: City Folk| https://www.vgchartz.com/game/24660/animal-crossing-city-folk/| 2008| Simulation| Nintendo| 1.84| 1.13| 1.32| 0.36| 4.65| Nintendo Wii
Guitar Hero III: Legends of Rock| https://www.vgchartz.com/game/7337/guitar-hero-iii-legends-of-rock/| 2007| Misc| Activision| 3.04| 1.12| 0.00| 0.44| 4.60| Nintendo Wii
Mario & Sonic at the Olympic Winter Games| https://www.vgchartz.com/game/31661/mario-amp-sonic-at-the-olympic-winter-games/| 2009| Sports| Sega| 1.87| 1.97| 0.22| 0.48| 4.54| Nintendo Wii
Michael Jackson The Game| https://www.vgchartz.com/game/45662/michael-jackson-the-experience/| 2010| Misc| Ubisoft| 2.64| 1.33| 0.01| 0.39| 4.37| Nintendo Wii
Carnival Games| https://www.vgchartz.com/game/7221/carnival-games/| 2007| Misc| 2K Play| 2.12| 1.47| 0.05| 0.42| 4.06| Nintendo Wii
The Legend of Zelda: Skyward Sword| https://www.vgchartz.com/game/45669/the-legend-of-zelda-skyward-sword/| 2011| Adventure| Nintendo| 2.03| 1.18| 0.37| 0.39| 3.96| Nintendo Wii
EA Sports Active| https://www.vgchartz.com/game/28824/ea-sports-active/| 2009| Sports| EA Sports| 2.11| 1.35| 0.06| 0.40| 3.93| Nintendo Wii
Just Dance 2014| https://www.vgchartz.com/game/73119/just-dance-2014/| 2013| Music| Ubisoft| 1.91| 1.66| 0.00| 0.33| 3.89| Nintendo Wii
Big Brain Academy: Wii Degree| https://www.vgchartz.com/game/2906/big-brain-academy-wii-degree/| 2007| Misc| Nintendo| 1.05| 1.91| 0.41| 0.42| 3.79| Nintendo Wii
Super Paper Mario| https://www.vgchartz.com/game/4448/super-paper-mario/| 2007| Platform| Nintendo| 1.95| 0.87| 0.59| 0.32| 3.73| Nintendo Wii
Mario & Sonic at the London 2012 Olympic Games| https://www.vgchartz.com/game/50943/mario-amp-sonic-at-the-london-2012-olympic-games/| 2011| Sports| Sega| 1.12| 1.90| 0.27| 0.43| 3.72| Nintendo Wii
Guitar Hero: World Tour| https://www.vgchartz.com/game/23198/guitar-hero-world-tour/| 2008| Misc| Activision| 2.32| 0.96| 0.00| 0.34| 3.62| Nintendo Wii
Wii Music| https://www.vgchartz.com/game/24657/wii-music/| 2008| Music| Nintendo| 1.35| 1.12| 0.46| 0.32| 3.25| Nintendo Wii
Mario Party 9| https://www.vgchartz.com/game/51842/mario-party-9/| 2012| Party| Nintendo| 1.06| 1.15| 0.77| 0.22| 3.20| Nintendo Wii
Lego Batman: The Videogame| https://www.vgchartz.com/game/23937/lego-batman-the-videogame/| N/A| Adventure| Warner Bros. Interactive| 1.80| 0.98| 0.00| 0.29| 3.08| Nintendo Wii
Epic Mickey| https://www.vgchartz.com/game/39480/disney-epic-mickey/| 2010| Platform| Disney Interactive Studios| 2.04| 0.63| 0.12| 0.23| 3.02| Nintendo Wii
Cooking Mama: Cook Off| https://www.vgchartz.com/game/3015/cooking-mama-cook-off/| 2007| Simulation| Majesco| 1.41| 1.12| 0.05| 0.30| 2.89| Nintendo Wii
Wario Ware: Smooth Moves| https://www.vgchartz.com/game/6151/warioware-smooth-moves/| 2006| Puzzle| Nintendo| 0.86| 1.05| 0.73| 0.26| 2.89| Nintendo Wii
Zumba Fitness 2| https://www.vgchartz.com/game/51188/zumba-fitness-2/| 2011| Sports| Majesco| 1.52| 1.05| 0.00| 0.26| 2.83| Nintendo Wii
Skylanders: Spyro's Adventure| https://www.vgchartz.com/game/50151/skylanders-spyros-adventure/| 2011| Action| Activision| 1.35| 1.15| 0.00| 0.30| 2.79| Nintendo Wii
Sonic and the Secret Rings| https://www.vgchartz.com/game/2104/sonic-and-the-secret-rings/| 2007| Platform| Sega| 1.23| 1.19| 0.04| 0.30| 2.75| Nintendo Wii
Super Mario Collection Special Pack| https://www.vgchartz.com/game/47092/super-mario-all-stars-limited-edition/| 2010| Platform| Nintendo| 1.04| 0.52| 0.92| 0.14| 2.62| Nintendo Wii
Mario Strikers Charged| https://www.vgchartz.com/game/6976/mario-strikers-charged/| 2007| Sports| Nintendo| 1.05| 1.05| 0.24| 0.24| 2.59| Nintendo Wii
Skylanders Giants| https://www.vgchartz.com/game/71070/skylanders-giants/| 2012| Misc| Activision| 1.49| 0.86| 0.00| 0.23| 2.58| Nintendo Wii
Deca Sporta| https://www.vgchartz.com/game/18524/deca-sports/| 2008| Sports| Hudson Soft| 1.11| 0.86| 0.29| 0.25| 2.50| Nintendo Wii
Game Party| https://www.vgchartz.com/game/12985/game-party/| 2007| Misc| Midway Games| 1.47| 0.77| 0.00| 0.24| 2.49| Nintendo Wii
LEGO Harry Potter: Years 1-4| https://www.vgchartz.com/game/35012/lego-harry-potter-years-1-4/| 2010| Adventure| Warner Bros. Interactive| 1.29| 0.94| 0.00| 0.22| 2.45| Nintendo Wii
uDraw Studio| https://www.vgchartz.com/game/46823/udraw-studio/| 2010| Misc| THQ| 1.65| 0.58| 0.00| 0.21| 2.44| Nintendo Wii
Lego Indiana Jones: The Original Adventures| https://www.vgchartz.com/game/15205/lego-indiana-jones-the-original-adventures/| 2008| Adventure| LucasArts| 1.51| 0.62| 0.00| 0.22| 2.35| Nintendo Wii
My Fitness Coach| https://www.vgchartz.com/game/28230/my-fitness-coach/| 2008| Sports| Ubisoft| 1.18| 0.90| 0.00| 0.24| 2.32| Nintendo Wii
Just Dance Kids| https://www.vgchartz.com/game/46615/just-dance-kids/| 2010| Misc| Ubisoft| 1.52| 0.54| 0.00| 0.19| 2.25| Nintendo Wii
Call of Duty 3| https://www.vgchartz.com/game/4935/call-of-duty-3/| N/A| Shooter| Activision| 1.17| 0.84| 0.00| 0.23| 2.24| Nintendo Wii
Super Monkey Ball: Banana Blitz| https://www.vgchartz.com/game/2286/super-monkey-ball-banana-blitz/| 2006| Misc| Sega| 1.05| 0.91| 0.04| 0.24| 2.24| Nintendo Wii
Monster Hunter 3 (tri-)| https://www.vgchartz.com/game/26681/monster-hunter-tri/| 2009| Role-Playing| Capcom| 0.65| 0.41| 1.05| 0.11| 2.23| Nintendo Wii
Resident Evil 4| https://www.vgchartz.com/game/70996/resident-evil-4/| 2007| Misc| Capcom| 1.32| 0.56| 0.14| 0.20| 2.22| Nintendo Wii
Skylanders SWAP Force| https://www.vgchartz.com/game/73004/skylanders-swap-force/| 2013| Platform| Activision| 1.23| 0.77| 0.00| 0.19| 2.19| Nintendo Wii
Sonic Unleashed| https://www.vgchartz.com/game/24508/sonic-unleashed/| 2008| Platform| Sega| 1.26| 0.68| 0.02| 0.22| 2.16| Nintendo Wii
Your Shape| https://www.vgchartz.com/game/35050/your-shape-featuring-jenny-mccarthy/| 2009| Sports| Ubisoft| 1.50| 0.46| 0.00| 0.19| 2.16| Nintendo Wii
Kirby's Epic Yarn| https://www.vgchartz.com/game/45673/kirbys-epic-yarn/| 2010| Platform| Nintendo| 1.42| 0.09| 0.45| 0.13| 2.09| Nintendo Wii
Just Dance 2015| https://www.vgchartz.com/game/82947/just-dance-2015/| 2014| Music| Ubisoft| 1.00| 0.91| 0.00| 0.18| 2.09| Nintendo Wii
Rock Band| https://www.vgchartz.com/game/18282/rock-band/| N/A| Misc| MTV Games| 1.33| 0.56| 0.00| 0.20| 2.08| Nintendo Wii
Mario Sports Mix| https://www.vgchartz.com/game/45670/mario-sports-mix/| 2010| Sports| Nintendo| 0.88| 0.45| 0.63| 0.12| 2.08| Nintendo Wii
Wipeout: The Game| https://www.vgchartz.com/game/44235/wipeout-the-game/| 2009| Misc| Activision| 1.94| 0.00| 0.00| 0.14| 2.08| Nintendo Wii
Dance Dance Revolution: Hottest Party| https://www.vgchartz.com/game/7522/dance-dance-revolution-hottest-party/| 2007| Simulation| Konami| 1.35| 0.53| 0.00| 0.19| 2.07| Nintendo Wii
Rayman Raving Rabbids: TV Party| https://www.vgchartz.com/game/24659/rayman-raving-rabbids-tv-party/| 2008| Misc| Ubisoft| 0.72| 1.08| 0.00| 0.23| 2.03| Nintendo Wii
Call of Duty: World at War| https://www.vgchartz.com/game/23991/call-of-duty-world-at-war/| 2008| Shooter| Activision| 1.17| 0.58| 0.00| 0.18| 1.94| Nintendo Wii
Mario Super Sluggers| https://www.vgchartz.com/game/23551/mario-super-sluggers/| 2008| Sports| Nintendo| 1.48| 0.00| 0.29| 0.13| 1.89| Nintendo Wii
Monopoly| https://www.vgchartz.com/game/25897/monopoly/| 2008| Misc| Electronic Arts| 0.86| 0.83| 0.00| 0.20| 1.89| Nintendo Wii
Toy Story Mania!| https://www.vgchartz.com/game/32925/toy-story-mania/| 2009| Misc| Disney Interactive Studios| 1.04| 0.66| 0.00| 0.19| 1.89| Nintendo Wii
Game Party 2| https://www.vgchartz.com/game/22523/game-party-2/| 2008| Misc| Midway Games| 1.28| 0.44| 0.00| 0.17| 1.88| Nintendo Wii
Star Wars: The Force Unleashed| https://www.vgchartz.com/game/13793/star-wars-the-force-unleashed/| 2008| Action| LucasArts| 1.11| 0.56| 0.00| 0.19| 1.86| Nintendo Wii
GoldenEye 007 (2010)| https://www.vgchartz.com/game/70751/goldeneye-007-2010/| N/A| Misc| | 0.84| 0.71| 0.13| 0.16| 1.84| Nintendo Wii
Rayman Raving Rabbids 2| https://www.vgchartz.com/game/12771/rayman-raving-rabbids-2/| 2007| Misc| Ubisoft| 0.82| 0.82| 0.00| 0.20| 1.84| Nintendo Wii
Metroid Prime 3: Corruption| https://www.vgchartz.com/game/6969/metroid-prime-3-corruption/| 2007| Shooter| Nintendo| 0.89| 0.74| 0.07| 0.09| 1.79| Nintendo Wii
LEGO Star Wars III: The Clone Wars| https://www.vgchartz.com/game/43295/lego-star-wars-iii-the-clone-wars/| 2011| Action| LucasArts| 1.01| 0.62| 0.00| 0.15| 1.79| Nintendo Wii
High School Musical: Sing It!| https://www.vgchartz.com/game/12565/high-school-musical-sing-it/| 2007| Misc| Disney Interactive Studios| 1.15| 0.45| 0.00| 0.16| 1.76| Nintendo Wii
Sonic Colors| https://www.vgchartz.com/game/45319/sonic-colors/| 2010| Platform| Sega| 0.95| 0.61| 0.01| 0.16| 1.73| Nintendo Wii
Game Party 3| https://www.vgchartz.com/game/37613/game-party-3/| 2009| Puzzle| Warner Bros. Interactive| 1.43| 0.16| 0.00| 0.13| 1.72| Nintendo Wii
The Beatles| https://www.vgchartz.com/game/31026/the-beatles-rock-band/| 2009| Misc| MTV Games| 1.17| 0.39| 0.00| 0.15| 1.71| Nintendo Wii
Cabela's Big Game Hunter 2010| https://www.vgchartz.com/game/36274/cabelas-big-game-hunter-2010/| 2009| Sports| Activision| 1.58| 0.00| 0.00| 0.12| 1.70| Nintendo Wii
We Ski| https://www.vgchartz.com/game/17718/we-ski/| 2008| Sports| Namco Bandai| 0.97| 0.41| 0.14| 0.15| 1.68| Nintendo Wii
Big Beach Sports| https://www.vgchartz.com/game/18662/big-beach-sports/| 2008| Sports| THQ| 0.45| 1.02| 0.00| 0.20| 1.66| Nintendo Wii
Disney Infinity| https://www.vgchartz.com/game/71963/disney-infinity/| 2013| Misc| Disney Interactive Studios| 1.06| 0.44| 0.00| 0.16| 1.66| Nintendo Wii
Shaun White Snowboarding| https://www.vgchartz.com/game/23927/shaun-white-snowboarding-road-trip/| 2008| Sports| Ubisoft| 0.93| 0.56| 0.00| 0.16| 1.66| Nintendo Wii
Kirby Wii| https://www.vgchartz.com/game/50205/kirbys-return-to-dreamland/| 2011| Platform| Nintendo| 0.58| 0.21| 0.79| 0.07| 1.66| Nintendo Wii
Star Wars Clone Wars: Lightsaber Duels| https://www.vgchartz.com/game/28951/star-wars-the-clone-wars-lightsaber-duels/| 2008| Action| LucasArts| 1.21| 0.30| 0.00| 0.14| 1.65| Nintendo Wii
MySims| https://www.vgchartz.com/game/7495/mysims/| 2007| Simulation| Electronic Arts| 0.90| 0.54| 0.04| 0.17| 1.65| Nintendo Wii
Pokemon Battle Revolution| https://www.vgchartz.com/game/4019/pokemon-battle-revolution/| 2006| Role-Playing| Nintendo| 0.78| 0.37| 0.30| 0.13| 1.59| Nintendo Wii
Dance Dance Revolution: Hottest Party 2| https://www.vgchartz.com/game/24766/dance-dance-revolution-hottest-party-2/| 2008| Simulation| Konami| 0.94| 0.48| 0.01| 0.15| 1.58| Nintendo Wii
LEGO Pirates of the Caribbean: The Video Game| https://www.vgchartz.com/game/48615/lego-pirates-of-the-caribbean-the-video-game/| 2011| Action| Disney Interactive Studios| 0.73| 0.69| 0.00| 0.15| 1.57| Nintendo Wii
Carnival Games: Mini Golf| https://www.vgchartz.com/game/28261/carnival-games-mini-golf/| 2008| Sports| 2K Play| 0.86| 0.55| 0.00| 0.15| 1.56| Nintendo Wii
Guitar Hero 5| https://www.vgchartz.com/game/29388/guitar-hero-5/| 2009| Misc| Activision| 0.92| 0.48| 0.00| 0.15| 1.55| Nintendo Wii
Go Vacation| https://www.vgchartz.com/game/51845/go-vacation/| 2011| Misc| Namco Bandai| 0.42| 0.66| 0.33| 0.13| 1.54| Nintendo Wii
Active Life: Outdoor Challenge| https://www.vgchartz.com/game/17063/active-life-outdoor-challenge/| 2008| Sports| Namco Bandai| 0.78| 0.43| 0.19| 0.14| 1.54| Nintendo Wii
Resident Evil: Umbrella Chronicles| https://www.vgchartz.com/game/6971/resident-evil-the-umbrella-chronicles/| 2007| Shooter| Capcom| 0.67| 0.43| 0.29| 0.14| 1.52| Nintendo Wii
MySims Kingdom| https://www.vgchartz.com/game/23578/mysims-kingdom/| 2008| Simulation| Electronic Arts| 0.70| 0.64| 0.01| 0.16| 1.52| Nintendo Wii
Call of Duty: Modern Warfare: Reflex| https://www.vgchartz.com/game/39017/call-of-duty-modern-warfare-reflex-edition/| 2009| Shooter| Activision| 0.94| 0.43| 0.00| 0.14| 1.51| Nintendo Wii
Disney Sing It: Pop Hits| https://www.vgchartz.com/game/34273/disney-sing-it-pop-hits/| 2009| Misc| Disney Interactive Studios| 1.07| 0.28| 0.00| 0.12| 1.48| Nintendo Wii
Mario Tennis| https://www.vgchartz.com/game/30980/new-play-control-mario-power-tennis/| 2009| Sports| Nintendo| 0.35| 0.69| 0.28| 0.14| 1.46| Nintendo Wii
The Sims 3| https://www.vgchartz.com/game/43340/the-sims-3/| 2010| Simulation| Electronic Arts| 0.61| 0.70| 0.00| 0.15| 1.46| Nintendo Wii
Sonic & SEGA All-Stars Racing| https://www.vgchartz.com/game/34891/sonic-amp-sega-all-stars-racing/| 2010| Racing| Sega| 0.61| 0.69| 0.00| 0.15| 1.45| Nintendo Wii
House of the Dead 2 & 3 Return| https://www.vgchartz.com/game/12811/the-house-of-the-dead-2-amp-3-return/| 2008| Shooter| Sega| 0.77| 0.50| 0.03| 0.15| 1.45| Nintendo Wii
Smarty Pants| https://www.vgchartz.com/game/12884/smarty-pants/| 2007| Misc| Electronic Arts| 0.52| 0.75| 0.00| 0.16| 1.43| Nintendo Wii
Hasbro Family Game Night| https://www.vgchartz.com/game/22962/hasbro-family-game-night/| 2008| Misc| Electronic Arts| 0.96| 0.34| 0.00| 0.13| 1.43| Nintendo Wii
LEGO Batman 2: DC Super Heroes| https://www.vgchartz.com/game/70698/lego-batman-2-dc-super-heroes/| 2012| Action-Adventure| Warner Bros. Interactive Entertainment| 0.90| 0.40| 0.00| 0.12| 1.42| Nintendo Wii
Tiger Woods PGA Tour 09 All-Play| https://www.vgchartz.com/game/23329/tiger-woods-pga-tour-09-all-play/| 2008| Sports| EA Sports| 0.80| 0.48| 0.00| 0.14| 1.42| Nintendo Wii
Rayman Raving Rabbids| https://www.vgchartz.com/game/4149/rayman-raving-rabbids/| 2006| Misc| Ubisoft| 1.22| 0.07| 0.02| 0.11| 1.42| Nintendo Wii
Lego Indiana Jones 2: The Adventure Continues| https://www.vgchartz.com/game/34924/lego-indiana-jones-2-the-adventure-continues/| 2009| Adventure| LucasArts| 0.90| 0.38| 0.00| 0.13| 1.41| Nintendo Wii
Toy Story 3: The Video Game| https://www.vgchartz.com/game/43557/toy-story-3-the-video-game/| 2010| Action| Disney Interactive Studios| 0.63| 0.62| 0.00| 0.14| 1.39| Nintendo Wii
Hannah Montana: Spotlight World Tour| https://www.vgchartz.com/game/12745/hannah-montana-spotlight-world-tour/| 2007| Action| Disney Interactive Studios| 0.87| 0.38| 0.00| 0.13| 1.39| Nintendo Wii
Call of Duty: Black Ops| https://www.vgchartz.com/game/44953/call-of-duty-black-ops/| 2010| Shooter| Activision| 0.80| 0.46| 0.00| 0.12| 1.37| Nintendo Wii
Metroid: Other M| https://www.vgchartz.com/game/35086/metroid-other-m/| 2010| Action| Nintendo| 0.85| 0.28| 0.13| 0.10| 1.36| Nintendo Wii
Hasbro Family Game Night 2| https://www.vgchartz.com/game/34463/hasbro-family-game-night-2/| 2009| Misc| Electronic Arts| 0.70| 0.52| 0.00| 0.13| 1.36| Nintendo Wii
Disney Princess: Enchanted Journey| https://www.vgchartz.com/game/13704/disney-princess-enchanted-journey/| 2007| Adventure| Disney Interactive Studios| 1.22| 0.03| 0.00| 0.10| 1.35| Nintendo Wii
High School Musical 3: Senior Year DANCE!| https://www.vgchartz.com/game/25849/high-school-musical-3-senior-year-dance/| 2008| Misc| Disney Interactive Studios| 0.67| 0.49| 0.00| 0.13| 1.29| Nintendo Wii
Deal or No Deal| https://www.vgchartz.com/game/24691/deal-or-no-deal/| 2009| Misc| Zoo Games| 1.20| 0.00| 0.00| 0.09| 1.29| Nintendo Wii
EA Playground| https://www.vgchartz.com/game/12349/ea-playground/| 2007| Sports| Electronic Arts| 0.68| 0.47| 0.00| 0.13| 1.29| Nintendo Wii
Shape Boxing: Wii de Enjoy! Diet| https://www.vgchartz.com/game/28493/golds-gym-cardio-workout/| 2008| Sports| Ubisoft| 1.10| 0.04| 0.06| 0.09| 1.29| Nintendo Wii
Need for Speed: Carbon| https://www.vgchartz.com/game/3907/need-for-speed-carbon/| 2006| Racing| Electronic Arts| 0.45| 0.66| 0.02| 0.15| 1.28| Nintendo Wii
Guitar Hero Aerosmith| https://www.vgchartz.com/game/16428/guitar-hero-aerosmith/| 2008| Misc| Activision| 1.03| 0.14| 0.00| 0.10| 1.27| Nintendo Wii
Jillian Michaels Fitness Ultimatum 2009| https://www.vgchartz.com/game/25896/jillian-michaels-fitness-ultimatum-2009/| 2008| Sports| Majesco| 0.96| 0.20| 0.00| 0.11| 1.27| Nintendo Wii
EA Sports Active 2| https://www.vgchartz.com/game/45637/ea-sports-active-2/| 2010| Sports| Electronic Arts| 0.76| 0.40| 0.00| 0.11| 1.27| Nintendo Wii
Table Tennis| https://www.vgchartz.com/game/12294/rockstar-games-presents-table-tennis/| 2007| Sports| Rockstar Games| 0.39| 0.73| 0.00| 0.15| 1.26| Nintendo Wii
LEGO Harry Potter: Years 5-7| https://www.vgchartz.com/game/51292/lego-harry-potter-years-5-7/| 2011| Action| Warner Bros. Interactive| 0.70| 0.44| 0.00| 0.12| 1.26| Nintendo Wii
Winter Sports: The Ultimate Challenge| https://www.vgchartz.com/game/16525/winter-sports-the-ultimate-challenge/| 2007| Sports| Conspiracy Entertainment| 0.45| 0.68| 0.00| 0.12| 1.25| Nintendo Wii
Ben 10: Protector of Earth| https://www.vgchartz.com/game/12584/ben-10-protector-of-earth/| 2007| Action| D3 Publisher| 0.54| 0.55| 0.00| 0.13| 1.23| Nintendo Wii
Boom Blox| https://www.vgchartz.com/game/13684/boom-blox/| 2008| Puzzle| Electronic Arts| 0.71| 0.38| 0.00| 0.12| 1.21| Nintendo Wii
The Sims 2: Castaway| https://www.vgchartz.com/game/12365/the-sims-2-castaway/| 2007| Simulation| Electronic Arts| 0.44| 0.63| 0.00| 0.14| 1.21| Nintendo Wii
Pro Evolution Soccer 2008| https://www.vgchartz.com/game/18520/pro-evolution-soccer-2008/| 2008| Sports| Konami| 0.09| 0.84| 0.11| 0.15| 1.19| Nintendo Wii
Disney Sing It| https://www.vgchartz.com/game/25879/disney-sing-it/| 2008| Misc| Disney Interactive Studios| 0.77| 0.31| 0.00| 0.11| 1.19| Nintendo Wii
PokePark Wii: Pikachu's Great Adventure| https://www.vgchartz.com/game/39756/pokepark-wii-pikachus-adventure/| 2009| Adventure| Nintendo| 0.53| 0.17| 0.42| 0.06| 1.18| Nintendo Wii
EA Sports Active: More Workouts| https://www.vgchartz.com/game/39470/ea-sports-active-more-workouts/| 2009| Sports| EA Sports| 0.78| 0.28| 0.00| 0.10| 1.16| Nintendo Wii
Wario Land: Shake It!| https://www.vgchartz.com/game/24197/wario-land-shake-it/| 2008| Platform| Nintendo| 0.59| 0.31| 0.15| 0.10| 1.15| Nintendo Wii
Rabbids Go Home| https://www.vgchartz.com/game/35000/rabbids-go-home/| 2009| Adventure| Ubisoft| 0.25| 0.74| 0.00| 0.14| 1.13| Nintendo Wii
Sonic and the Black Knight| https://www.vgchartz.com/game/24881/sonic-and-the-black-knight/| 2009| Platform| Sega| 0.66| 0.34| 0.01| 0.11| 1.12| Nintendo Wii
Just Dance 2016| https://www.vgchartz.com/game/85741/just-dance-2016/| 2015| Music| Ubisoft| 0.43| 0.58| 0.00| 0.09| 1.11| Nintendo Wii
Need for Speed: ProStreet| https://www.vgchartz.com/game/12755/need-for-speed-prostreet/| 2007| Racing| Electronic Arts| 0.53| 0.45| 0.00| 0.12| 1.10| Nintendo Wii
NERF N-Strike| https://www.vgchartz.com/game/25319/nerf-n-strike/| 2008| Shooter| Electronic Arts| 0.91| 0.09| 0.00| 0.09| 1.09| Nintendo Wii
FIFA Soccer 11| https://www.vgchartz.com/game/43330/fifa-soccer-11/| 2010| Sports| EA Sports| 0.26| 0.69| 0.00| 0.12| 1.08| Nintendo Wii
The Biggest Loser| https://www.vgchartz.com/game/35999/the-biggest-loser/| 2009| Sports| THQ| 0.86| 0.12| 0.00| 0.09| 1.07| Nintendo Wii
Tiger Woods PGA Tour 10| https://www.vgchartz.com/game/32292/tiger-woods-pga-tour-10/| 2009| Sports| EA Sports| 0.60| 0.37| 0.00| 0.10| 1.07| Nintendo Wii
Endless Ocean| https://www.vgchartz.com/game/6979/endless-ocean/| 2007| Adventure| Nintendo| 0.43| 0.46| 0.09| 0.09| 1.06| Nintendo Wii
Sega Superstars Tennis| https://www.vgchartz.com/game/14445/sega-superstars-tennis/| 2008| Sports| Sega| 0.28| 0.65| 0.00| 0.13| 1.06| Nintendo Wii
Resident Evil: Darkside Chronicles| https://www.vgchartz.com/game/32591/resident-evil-the-darkside-chronicles/| 2009| Shooter| Capcom| 0.46| 0.31| 0.20| 0.09| 1.05| Nintendo Wii
MySims Agents| https://www.vgchartz.com/game/33725/mysims-agents/| 2009| Adventure| Electronic Arts| 0.63| 0.32| 0.00| 0.10| 1.05| Nintendo Wii
Disney Universe| https://www.vgchartz.com/game/51387/disney-universe/| 2011| Action| Disney Interactive Studios| 0.66| 0.28| 0.00| 0.10| 1.05| Nintendo Wii
Dance On Broadway| https://www.vgchartz.com/game/44979/dance-on-broadway/| 2010| Misc| Ubisoft| 0.27| 0.65| 0.00| 0.12| 1.04| Nintendo Wii
FIFA 08| https://www.vgchartz.com/game/7617/fifa-soccer-08/| 2007| Sports| EA Sports| 0.32| 0.59| 0.01| 0.12| 1.03| Nintendo Wii
Guinness World Records: The Videogame| https://www.vgchartz.com/game/26109/guinness-world-records-the-videogame/| 2008| Action| Warner Bros. Interactive| 0.46| 0.47| 0.00| 0.11| 1.03| Nintendo Wii
Dragonball Z: Budokai Tenkaichi 3| https://www.vgchartz.com/game/13178/dragon-ball-z-budokai-tenkaichi-3/| 2007| Fighting| Atari| 0.32| 0.36| 0.26| 0.08| 1.03| Nintendo Wii
Tiger Woods PGA Tour 08| https://www.vgchartz.com/game/7236/tiger-woods-pga-tour-08/| 2007| Sports| Electronic Arts| 0.93| 0.01| 0.00| 0.08| 1.02| Nintendo Wii
