platform.filter|title|age|releaseDate|BADLANGUAGE|DISCRIMINATION|DRUGS|FEAR|GAMBLING|SEX|VIOLENCE|INGAMEPURCHASES|content|publisher|platform.list
20071|PlayStation 4|RUINER|18|29/09/2017|Y|N|N|N|N|N|Y|N|RUINER is a brutal action shooter set in the year 2091 in the cyber metropolis Rengkok. A wired sociopath lashes out against a corrupt system to uncover the truth and retrieve his kidnapped brother under...|Devolver Digital|PlayStation 4
20081|PlayStation 4|Danganronpa V3: Killing Harmony|16|29/09/2017|Y|N|N|N|Y|Y|Y|N|A new cast of 16 characters find themselves kidnapped and imprisoned in a school. Inside, some will kill, some will die, and some will be punished.|NIS America, Inc|PlayStation 4
20091|PlayStation 4|The Inner World: The Last Wind Monk|12|29/09/2017|Y|N|N|N|N|N|Y|N|The Inner World - The Last Wind Monk is a hand-drawn, graphic adventure in which you have to guide Robert, along with two new companions, on a quest to save the flute noses from the evil Emil.|Kalypso Media GmbH|PlayStation 4
20101|PlayStation 4|The Girl and the Robot|7|29/09/2017|N|N|N|N|N|N|Y|N|Trapped in a fairytale castle, a young girl must team up with a robot to defeat the evil queen.|SOEDESCO Publishing|PlayStation 4
20313|PlayStation 4|Zero Escape: Zero Time Dilemma|18|22/09/2017|Y|N|N|N|N|N|Y|N|Zero Time Dilemma is an adventure game in which 9 characters have been abducted against their will and held in an underground abandoned bunker. They have been divided into 3 teams and the objective is...|Aksys Games|PlayStation 4
20321|PlayStation 4|Caveman Warriors|7|22/09/2017|N|N|N|N|N|N|Y|N|Players can control one of four Cavemen, a Neanderthal type of human which all have different abilities and weapons. The game takes place in a bright coloured and cartoony environment. The objective is...|JANDUSOFT S.L.|PlayStation 4
20331|PlayStation 4|Project CARS 2|3|22/09/2017|N|N|N|N|N|N|N|N|Project CARS 2 is a motorsport racing simulator video game. It features a variety of modes and racing events. Races progress from qualifying runs to the actual race itself. Project CARS 2 is intended to...|BANDAI NAMCO ENTERTAINMENT EUROPE S.A.S.|PlayStation 4
20341|PlayStation 4|Morphite|12|22/09/2017|Y|N|N|N|N|N|Y|N|Explore the galaxy as Myrah Kale: research plants and animals, battle hostile entities, and unravel a mystery surrounding a rare material called Morphite.|Blowfish Studios Pty Ltd|PlayStation 4
20351|PlayStation 4|The LEGO Ninjago Movie Video Game|7|22/09/2017|N|N|N|N|N|N|Y|N|Play as a member of the LEGO Ninjago team and stop Garmadon (and his giant cat) from conquering the world. Use your Ninja weapons and your brain to fight enemies, solve puzzles and save Ninjago city. Discover...|Warner Brothers Entertainment UK Ltd|PlayStation 4
20361|PlayStation 4|Bridge Constructor Stunts|3|21/09/2017|N|N|N|N|N|N|N|N|This is a stunt racing game in which players build their own ramps and (stunt) course. After building these "stunt structures", players can steer their vehicles across their freshly created racetracks....|Headup GmbH|PlayStation 4
20371|PlayStation 4|ACA NEOGEO SAMURAI SHODOWN II|12|21/09/2017|N|N|N|N|N|N|Y|N|You are the supreme samurai warrior. As such, you must face demons from Hell who unleash their fury on you through an assortment of special moves and unique abilities. Samurai Shodown 2 lets you be the...|HAMSTER Corporation|PlayStation 4
20381|PlayStation 4|League of Evil|7|21/09/2017|N|N|N|N|N|N|Y|N|Evil scientists are joining forces as the âLeague of Evilâ to develop weapons of mass destruction. Eliminate these scientists to save the world.|Ratalaika Games S.L.|PlayStation 4
20391|PlayStation 4|The Assembly / Perfect|12|21/09/2017|Y|N|N|N|N|N|Y|N|The Assembly, a mysterious organisation hidden from the world, has been experimenting outside the constraints of government scrutiny and societyâs morals. But what secrets is it hiding? What will it...|Perpetual - Europe|PlayStation 4
20401|PlayStation 4|Pankapu|7|20/09/2017|N|N|N|N|N|N|Y|N|Pankapu is a narrative driven platform/action game that takes place in the dreams of Djahaârell, a child once troubled by a tragic incident. Play Pankapu, the tiny warrior chosen by The God of Dreams,...|Plug-In-Digital|PlayStation 4
20611|PlayStation 4|PES 2018 Pro Evolution Soccer|3|14/09/2017|N|N|N|N|N|N|N|N|This is a soccer simulation game with realistic 3D graphics and authentic gameplay. Players can choose their favourite team and play a casual match, compete in online games or lead their team to the finals...|Konami Digital Entertainment BV|PlayStation 4
20621|PlayStation 4|Bloody Zombies|16|14/09/2017|Y|N|N|N|N|N|Y|N|London has been lost to the undead plague. Overrun by hordes of mutated zombies, the last hope rests in the united fists of four lone outcasts. Using brutal combat skills to survive in this new world,...|nDreams Ltd|PlayStation 4
20631|PlayStation 4|ACA NEOGEO SPIN MASTER|7|14/09/2017|N|N|N|N|N|N|Y|N|Chase the evil Dr. De Playne through fantasy levels, defeating his henchmen along the way, and save your girlfriend.|HAMSTER Corporation|PlayStation 4
2064|PlayStation 4|Dishonored: Death of the Outsider|18|14/09/2017|Y|N|N|N|N|N|Y|N|A standalone expansion for the Dishonored series. Take on the role of notorious Billie Lurk as she reunites with her mentor Daud in order to pull off the assassination of The Outsider.|ZeniMax Europe Limited/Bethesda Softworks Europe|PlayStation 4
2065|PlayStation 4|Transcripted|12|12/09/2017|Y|N|N|N|N|N|N|N|Your main goal is to disrupt a chain of strange DNA by creating groups of 3 or more elements of the same colour. You'll have to do this while playing a shooter at the same time. Destroy biological hostiles,...|Plug-In-Digital|PlayStation 4
2066|PlayStation 4|Knack 2|7|12/09/2017|N|N|N|N|N|N|Y|N|Knack needs to fend off an army of goblins that tries to wipe out all of humanity. Luckily Knack has his human friends to help him on this quest.|âSony Interactive Entertainment Europeâ|PlayStation 4
2067|PlayStation 4|ECHO|16|12/09/2017|N|N|N|N|N|N|Y|N|After a century in stasis the girl En arrives at her destination: A Palace out of legend, a marvel of the old civilization eons gone, still awaiting its first human occupants. Out here, using forgotten...|Ultra Ultra Aps|PlayStation 4
2068|PlayStation 4|AER - Memories of Old|7|12/09/2017|N|N|N|Y|N|N|N|N|AER puts players in the shoes of Auk, a young pilgrim girl, to explore an unbelievably open world beneath her feet and wings.|Daedalic Entertainment GmbH|PlayStation 4
2069|PlayStation 4|Tooth and Tail|12|12/09/2017|Y|N|N|N|N|N|Y|N|Lead the revolution with an army of flamethrowing Boars, mustard gas-lobbing Skunks, and paratrooper-puking Owls.|Pocketwatch Games|PlayStation 4
2070|PlayStation 4|Time Recoil|16|12/09/2017|N|N|N|N|N|N|Y|N|Use the wormhole at the rebel base to reach the past. Mission goals range from assassination to rescuing scientists.|10tons Ltd.|PlayStation 4
20913|PlayStation 4|SteamWorld Dig 2|7|31/08/2017|N|N|N|N|N|N|Y|N|In search of her lost friend, a lone steambot and her unlikely companion must dig deep, gain riches and explore an underworld riddled with danger. But time is running shortâ¦|Thunderful Publishing AB|PlayStation 4, Stadia
20921|PlayStation 4|ACA NEOGEO FATAL FURY 3|12|31/08/2017|N|N|N|N|N|N|Y|N|The last game of this early series. Terry, Andy, Joe, Mai and Geese return to South Town as they are joined by five new characters and three bosses.|HAMSTER Corporation|PlayStation 4
20931|PlayStation 4|Babylon 2055 Pinball|3|31/08/2017|N|N|N|N|N|N|N|N|A pinball game. Get the high score and unlock new levels.|Plug-In-Digital|PlayStation 4
20941|PlayStation 4|Quantic Pinball|3|31/08/2017|N|N|N|N|N|N|N|N|A pinball game. Get the high score and unlock new levels.|Plug-In-Digital|PlayStation 4
20951|PlayStation 4|Zombie Pinball|3|31/08/2017|N|N|N|N|N|N|N|N|A pinball game. Get the high score and unlock new levels.|Plug-In-Digital|PlayStation 4
20961|PlayStation 4|Runbow|3|31/08/2017|N|N|N|N|N|N|N|N||Headup GmbH|PlayStation 4
20971|PlayStation 4|The Binding Of Isaac: Afterbirth+|16|31/08/2017|N|N|Y|N|N|N|Y|N|When 'God' demands that Isaac's mother must sacrifice Isaac as proof of her faith, young Isaac escapes to the basement where he must fight for his life against various fantastical enemies.|Headup GmbH|PlayStation 4
20981|PlayStation 4|Digby Extreme|3|31/08/2017|N|N|N|N|N|N|N|N|Players find themselves in a pixelated and somewhat child like setting with randomly generated routes, objects and enemies. Players control a drilling machine/character. Enemies are cartoony renditions...|Three Sprockets Pty Ltd|PlayStation 4
20991|PlayStation 4|Twin Robots|7|31/08/2017|N|N|N|N|N|N|Y|N|Twin Robots is a 2.5D platformer where you can switch control between two little robots; They have been imprisoned and need to find the way out of each level.|Ratalaika Games S.L.|PlayStation 4
21001|PlayStation 4|Everybody's Golf|3|30/08/2017|N|N|N|N|N|N|N|N|Tee off to become the best golfer in your club.|âSony Interactive Entertainment Europeâ|PlayStation 4
21013|PlayStation 4|Battle of the Bulge|7|30/08/2017|N|N|N|N|N|N|Y|N|Plan the battle of the Bulge. Play as the Axis or Allies and make sure you win/reach your objective.|Slitherine Software UK Ltd|PlayStation 4
21021|PlayStation 4|Pillars of Eternity|16|30/08/2017|N|N|N|N|N|N|Y|N|Table-top medieval style quest based role playing game. The player will explore the fantasy world of Eora picking up companions to help them on their adventures. Enemies can be slain by tactically positioning...|Paradox Interactive|PlayStation 4
21031|PlayStation 4|Life is Strange: Before The Storm Episode 1|16|30/08/2017|Y|N|Y|N|N|N|Y|N|Life is Strange: Before the Storm is a new three part standalone story adventure set three years before the events of the first game.|Square Enix Ltd|PlayStation 4
21041|PlayStation 4|Professional Farmer: American Dream|3|30/08/2017|N|N|N|N|N|N|N|N|This game lets you manage a farm in all ways. Within a realistic environment, you play as a farmer and need to harvest crops and manage lifestock.|United Independent Entertainment GmbH|PlayStation 4
21051|PlayStation 4|Resident Evil Revelations|16|29/08/2017|N|N|N|N|N|N|Y|N|The object of the game is to kill all enemies that may be infected and hunting for items that complete puzzles and unlock doors.|CE Europe Ltd.|PlayStation 4
21061|PlayStation 4|Baja|3|29/08/2017|N|N|N|N|N|N|N|N|Race dune buggies through sandy terrain and come out on top!|THQ Nordic|PlayStation 4
21071|PlayStation 4|Yakuza Kiwami|18|29/08/2017|Y|N|N|N|Y|N|Y|N|Yakuza Kiwami is a ground-up remake of the original Yakuza game, which first launched on PS2 back in 2005.|Koch Media GmbH (Austria)|PlayStation 4
21081|PlayStation 4|Dead Alliance|18|29/08/2017|Y|N|N|N|N|N|Y|N|Multiplayer first-person zombie shooter set in a post-apocalyptic world, where former military bases stand intact and are the only remaining city-states. Players will shape teams to strategically take...|Maximum Games Ireland Ltd|PlayStation 4
21091|PlayStation 4|The Metronomicon: Slay the Dance Floor|7|29/08/2017|N|N|N|N|N|N|Y|N|As newly graduated masters of the School of âRhythmic Combat Artsâ, fight waves of dancing monsters by launching attacks on the beat.|Akupara Games, LLC|PlayStation 4
21101|PlayStation 4|Dead Alliance: Multiplayer Edition|18|29/08/2017|Y|N|N|N|N|N|Y|N|Multiplayer first-person zombie shooter set in a post-apocalyptic world, where former military bases stand intact and are the only remaining city-states. Players will shape teams to strategically take...|Maximum Games Ireland Ltd|PlayStation 4
21112|PlayStation 4|Sparc|3|29/08/2017|N|N|N|N|N|N|N|N|This is a VR action sports game that draws inspiration from the old school Pong games. Players use paddles to hit, smash and curve the ball past your opponent to score.|CCP hf.|PlayStation 4
21121|PlayStation 4|Absolver|12|29/08/2017|N|N|N|N|N|N|Y|N|Absolver is an online multiplayer combat game where players are placed behind the mask of a Prospect under control of the Guides, the new rulers of the fallen Adal Empire, who have placed you here to determine...|Devolver Digital|PlayStation 4
21131|PlayStation 4|Pinball FX3|12|29/08/2017|Y|N|N|N|N|N|Y|N|Pinball FX3 is the biggest, most community focused pinball game ever created. Multiplayer matchups, user generated tournaments and league play create endless opportunity for pinball competition.|ZEN Studios Ltd|PlayStation 4
21141|PlayStation 4|Grim Legends 2: Song of the Dark Swan|7|29/08/2017|N|N|N|Y|N|N|Y|N|As the queen's baby is kidnapped, it is up to you to unravel the mystery of a cursed kingdom.|Artifex Mundi S.A|PlayStation 4
21151|PlayStation 4|Hidden Dragon Legend|16|29/08/2017|N|N|N|N|N|N|Y|N|2.5D platform game in which the story focuses on the powerful magical object, the Dragon Cauldron, that provides its owner with superhuman abilities for the price of his or her sanity. You play as a warrior...|Oasis Games Ltd.|PlayStation 4
21161|PlayStation 4|SENRAN KAGURA Peach Beach Splash|16|28/08/2017|Y|N|N|N|N|Y|N|N|Enter the Peach Beach Splash tournament, which has been held by ninjas since ancient times. Participants are not allowed to use their special ninja abilities, instead being given water guns to use. Kunoichi...|Marvelous Europe Limited|PlayStation 4
21171|PlayStation 4|One More Dungeon|7|26/08/2017|N|N|N|Y|N|N|Y|N|This is a pixelated 3D dungeon crawler in which the player has find his way through the dungeon in first person perspective. He also has to defeat enemies (bats, zombies and other fantasy creatures) without...|Ratalaika Games S.L.|PlayStation 4
21181|PlayStation 4|Cities: Skylines|3|25/08/2017|N|N|N|N|N|N|N|N|Cities: Skylines is a modern take on the classic city simulation. The game introduces new game play elements to realize the thrill and hardships of creating and maintaining a real city whilst expanding...|Koch Media GmbH (Austria)|PlayStation 4
21191|PlayStation 4|Madden NFL 18|7|25/08/2017|N|N|N|N|N|N|Y|N|This is a sport simulation about American Football. The player can play as his favourite football team or play the story of football star âDevin Wadeâ.|EA Swiss Sarl|PlayStation 4
21201|PlayStation 4|Path of Exile|18|25/08/2017|N|N|N|N|N|N|Y|Y|You are an Exile, struggling to survive on the dark continent of Wraeclast, as you fight to earn power that will allow you to exact your revenge against those who wronged you.|Grinding Gear Games Limited|Xbox One, PlayStation 4
21212|PlayStation 4|White Day: A Labyrinth Named School|18|24/08/2017|N|N|N|N|N|N|Y|N|The game follows the story of Hui-min, the protagonist, and other students who find themselves locked in the school late at night. They must avoid the Janitor who is armed with a baseball bat.|PQube Limited|PlayStation 4
21221|PlayStation 4|ACA NEOGEO PUZZLED|3|24/08/2017|N|N|N|N|N|N|N|N|This is a re-release of an old puzzle game. Gameplay is very similar to Tetris. Players must place blocks to form lines to score points. In this iteration players must create lines in order to free a character...|HAMSTER Corporation|PlayStation 4
21231|PlayStation 4|Arcade Archives HAUNTED CASTLE|7|24/08/2017|N|N|N|N|N|N|Y|N|Progress through scary fantasy environments, battling numerous enemies and rescuing your girlfriend from Count Dracula.|HAMSTER Corporation|PlayStation 4
21241|PlayStation 4|Blue Angels Aerobatic Flight Simulator|3|24/08/2017|N|N|N|N|N|N|N|N|Take the role of one of the pilots of the US NAVY aerobatic team and perform spectacular acrobatic manoeuvres.|RORTOS SRL|PlayStation 4
21251|PlayStation 4|The Count Lucanor|12|24/08/2017|Y|N|N|N|N|N|N|N|Adventure game in which the main character must get important clues to uncover the hidden history of the Count Lucanor and guess the name of the Kobold by solving puzzles and acquiring letter tiles.|Merge Games|PlayStation 4
21261|PlayStation 4|Jak and Daxter: The Precursor Legacyâ¢|12|23/08/2017|Y|N|N|N|N|N|Y|N|Adventure platformer where you have to collect objects to increase your abilities to help you fight enemies and complete challenges.|âSony Interactive Entertainment Europeâ|PlayStation 4
21271|PlayStation 4|Jak II : RENEGADE|12|23/08/2017|Y|N|N|N|N|N|Y|N|Adventure role playing game where you have to fight enemies and complete challenges.|âSony Interactive Entertainment Europeâ|PlayStation 4
21281|PlayStation 4|Jak 3|12|23/08/2017|Y|N|N|N|N|N|Y|N|Adventure role playing game where you have to fight enemies and complete challenges.|âSony Interactive Entertainment Europeâ|PlayStation 4
21291|PlayStation 4|Jak X|12|23/08/2017|Y|N|N|N|N|N|Y|N|Race with Jak &amp; Daxter and their team as they try to win the Kras City Cup and save their lives.|âSony Interactive Entertainment Europeâ|PlayStation 4
21301|PlayStation 4|Mahjong Royal Towers|3|23/08/2017|N|N|N|N|N|N|N|N|This is a Mahjong game. Players have to match the symbols on the tiles to progress. The objective is to clear the gameboard of tiles.|8floor ltd|PlayStation 4
21512|PlayStation 4|RobotRiot Hyper Edition|12|15/08/2017|N|N|N|N|N|N|Y|N|In a galaxy under siege, only one thing remains constant: Taxes, licenses, repossessions, and those willing to enforce them. Bigger than a nanite! Smaller than a trash can! Feistier than a vengeful princess!...|Retromite LLC|PlayStation 4
21521|PlayStation 4|Minecraft: Story Mode - Season Two - Episode 2: Giant Consequences|7|15/08/2017|N|N|N|N|N|N|Y|N|Minecraft Story Mode â Season Two âEpisode 2 is a continuation of the narrative-driven graphic adventures of Jessie and friends and saving Beacontown.|Telltale Games|PlayStation 4
21531|PlayStation 4|Sudden Strike 4|16|11/08/2017|N|N|N|N|N|N|Y|N|Sudden Strike 4 sends you off on three extensive campaigns set amongst the battlefields of World War II. Commanding the Allied, German or Soviet troops, you will lead over 100 different units into battle;...|Kalypso Media GmbH|PlayStation 4
21541|PlayStation 4|Ninja Shodown|16|11/08/2017|N|N|N|N|N|N|Y|N|Arena-based ninja brawler for solo and (local-) multiplayer setups. Featuring various modes for 1-4 players.|Rising Star Games Ltd|PlayStation 4
21551|PlayStation 4|ACA NEOGEO ZED BLADE|7|10/08/2017|N|N|N|N|N|N|Y|N|Players fly a spacecraft through sci-fi themed levels, constantly shooting bullets and missiles to destroy the incoming enemies.|HAMSTER Corporation|PlayStation 4
21561|PlayStation 4|ACA NEOGEO THE KING OF FIGHTERS '96|16|10/08/2017|N|N|N|N|N|N|Y|N|Classic 90s arcade style beat 'em up series.|HAMSTER Corporation|PlayStation 4
21571|PlayStation 4|Piecefall VR|3|09/08/2017|N|N|N|N|N|N|N|N|Complete puzzles to build structures and enhance your surroundings. Unlock bonuses, earn stars, and maximize your score!|Sheffield Hallam University Enterprises Limited (SHUEL)|PlayStation 4
21581|PlayStation 4|Spiral Splatter|3|09/08/2017|N|N|N|N|N|N|N|N|This is an abstract puzzle game where players essentially control a ball and need to guide that ball through abstract levels.|Evgeniy Kolpakov|PlayStation 4
21591|PlayStation 4|Hellblade: Senua's Sacrifice|18|08/08/2017|Y|N|N|N|N|N|Y|N|The story is based on Celtic mythology and Norse mythology. The game is focused on the playerâs character Senua's point of view, as she embarks on a very personal journey through a hellish underworld...|Ninja Theory Ltd.|PlayStation 4
21601|PlayStation 4|ARK: Survival Evolved|16|08/08/2017|N|N|N|N|N|N|Y|N|As a man or woman stranded, naked, freezing, and starving on the unforgiving shores of a mysterious island called ARK, use your skill and cunning to kill or tame and ride the plethora of leviathan dinosaurs...|Wildcard Properties LLC (D.B.A Studio Wildcard)|PlayStation 4, Nintendo Switch
21611|PlayStation 4|Sine Mora EX|16|08/08/2017|Y|N|N|N|N|N|N|N|Pilot your ships through the various levels shooting at the enemy targets.|THQ Nordic|PlayStation 4
21621|PlayStation 4|Masquerada: Songs and Shadows|16|08/08/2017|N|N|N|N|N|N|Y|N|Masquerada is a single-player light RPG adventure where real-time combat can be paused for tactics with Venetian-styled masks that grant deadly magic.|YSBRYD GAMES WORLDWIDE LIMITED|PlayStation 4
2163|PlayStation 4|Mega Man 7|7|08/08/2017|N|N|N|N|N|N|Y|N|This is a compilation containing parts 7, 8, 9 and 10 from the famous Mega Man franchise. Mega Man is a battle robot that uses his arm cannon to fight Dr. Wily and his army of robotic threats.|CE Europe Ltd.|PlayStation 4
2164|PlayStation 4|Mega Man 8|7|08/08/2017|N|N|N|N|N|N|Y|N|This is a compilation containing parts 7, 8, 9 and 10 from the famous Mega Man franchise. Mega Man is a battle robot that uses his arm cannon to fight Dr. Wily and his army of robotic threats.|CE Europe Ltd.|PlayStation 4
2165|PlayStation 4|Mega Man 9|7|08/08/2017|N|N|N|N|N|N|Y|N|This is a compilation containing parts 7, 8, 9 and 10 from the famous Mega Man franchise. Mega Man is a battle robot that uses his arm cannon to fight Dr. Wily and his army of robotic threats.|CE Europe Ltd.|PlayStation 4
2166|PlayStation 4|Mega Man 10|7|08/08/2017|N|N|N|N|N|N|Y|N|This is a compilation containing parts 7, 8, 9 and 10 from the famous Mega Man franchise. Mega Man is a battle robot that uses his arm cannon to fight Dr. Wily and his army of robotic threats.|CE Europe Ltd.|PlayStation 4
2167|PlayStation 4|Neon Drive|3|08/08/2017|N|N|N|N|N|N|N|N|80s inspired futuristic arcade rhtymn game in which players need to dodge incoming obstacles in time with the music.|Fraoula d.o.o.|PlayStation 4
2168|PlayStation 4|LawBreakers|16|08/08/2017|Y|N|N|N|N|N|Y|N|Bring your skills and get ready to deliver death from every angle as you compete in unprecedented gravity-defying combat in LawBreakers.|Nexon America Inc.|PlayStation 4
2169|PlayStation 4|Batman: The Enemy Within â The Enigma: Episode 1|18|07/08/2017|N|N|N|N|N|N|Y|N|The Agencyâs Amanda Waller arrives in Gotham to help Batman fight a new rogueâs gallery including the Riddler|LCG Entertainment, Inc.|PlayStation 4
2170|PlayStation 4|One Piece Unlimited World Red Deluxe Edition|12|04/08/2017|Y|N|N|N|N|N|Y|N|Play as members of the Straw Hat crew and progress through the episodic storyline with encounters against famous bosses like Rob Lucci, Caesar Clown, and more.|BANDAI NAMCO ENTERTAINMENT EUROPE S.A.S.|PlayStation 4
21812|PlayStation 4|Gunducky Industries|3|01/08/2017|N|N|N|N|N|N|N|N|This is a shooting game in a minimalistic style, in which the player has to shoot robots that look like hornets and rubber ducks, to save the world from an invasion.|The Voices Games Ltd|PlayStation 4
21821|PlayStation 4|The Long Dark|16|01/08/2017|N|N|N|N|N|N|Y|N|Exploration-survival experience that challenges solo players to think for themselves as they explore an expansive frozen wilderness in the aftermath of a geomagnetic disaster.|Hinterland Studio Inc.|PlayStation 4
21831|PlayStation 4|The Coma: Recut|12|29/07/2017|Y|N|N|N|N|N|Y|N|You are Youngho, a Korean high school student trapped and relentlessly pursued by a psychotic killer in the hellish corridors of Sehwa High. Run, hide, explore, and survive while piecing together the mystery...|Digerati Distribution LLC|PlayStation 4
21841|PlayStation 4|Dreambreak|12|29/07/2017|N|N|N|N|N|N|Y|N|Arcade style game which includes shooting police officers.|Digerati Distribution LLC|PlayStation 4
21851|PlayStation 4|Sundered|12|28/07/2017|N|N|N|N|N|N|Y|N|You play Eshe, a wanderer in a ruined world, trapped in everÂ¬changing caverns teeming with eldritch horrors. Harness the power of corrupted relics to defeat gigantic bosses, at the cost of your humanity....|Thunder Lotus Games|PlayStation 4
21861|PlayStation 4|Hyper Sentinel|3|28/07/2017|N|N|N|N|N|N|N|N|Attack the enemy spacecraft and defeat its guardian, while scoring the most points.|Huey Games Ltd|PlayStation 4
21871|PlayStation 4|ACA NEOGEO ART OF FIGHTING 2|12|27/07/2017|N|N|N|N|N|N|Y|N|Side scrolling beat 'em up. Make your way through each level fighting off enemies.|HAMSTER Corporation|PlayStation 4
21881|PlayStation 4|ACA NEOGEO SUPER SIDEKICKS|3|27/07/2017|N|N|N|N|N|N|N|N|Choose your team and compete in arcade soccer matches.|HAMSTER Corporation|PlayStation 4
21891|PlayStation 4|Trulon: The Shadow Engine|12|27/07/2017|Y|N|N|N|N|N|N|N|In a world of steampunk and magic you take the role of Gladia, a monster huntress set on a quest to find a cure for the disease that is spreading across Tripudia.|Headup GmbH|PlayStation 4
21901|PlayStation 4|Demons with Shotguns|16|26/07/2017|N|N|N|N|N|N|Y|N|Demons with Shotguns is a fast paced 2D arena platformer where in local multi-player mode you battle for the souls of your friends or in single player mode fend off the Nephilim army and prevent the end...|Digerati Distribution LLC|Xbox One, PlayStation 4
22111|PlayStation 4|Super Blackjack Battle 2 Turbo Edition - The Card Warriors|12|13/07/2017|N|N|N|N|Y|N|N|N|Follow the invitation by the owner of the largest Casino in Las Vegas and Godfather of the local most influential crime family and face the other participants in a face-off game of cards.|Headup GmbH|PlayStation 4
22121|PlayStation 4|FINAL FANTASY XII: The Zodiac Age|16|11/07/2017|N|N|N|N|N|N|Y|N|Final Fantasy XII: The Zodiac Age is a remaster of the 2006 game Final Fantasy XII. The high-definition remaster introduces several modern advancements, including reconstructed battle design and a revamped...|Square Enix Ltd|PlayStation 4, Xbox One, Nintendo Switch
22131|PlayStation 4|Surf World Series|3|11/07/2017|N|N|N|N|N|N|N|N|A sport game in which the player can perform surf tricks and compete challenges. Successful tricks bring higher scores.|Vision Games Publishing|PlayStation 4
22141|PlayStation 4|Serial Cleaner|16|11/07/2017|Y|N|N|N|N|N|N|N|You are a professional cleaner. Your job is to clean up murder scenes by disposing of bodies, covering up blood stains and hiding murder weapons and other incriminating evidence.|Curve Digital|PlayStation 4
22151|PlayStation 4|Dino Frontier|12|09/07/2017|N|N|N|N|N|N|Y|N|Dino Frontier lets you build and manage a frontier settlement in a world where the wild west and Jurassic collide.|Uber Entertainment|PlayStation 4
2216|PlayStation 4|Archangel|16|08/07/2017|N|N|N|N|N|N|Y|N|A story-driven shooter game in which players are dropped into the cockpit of a six-story-high war machine that must stop a tyrannical corporation from taking over a post-apocalyptic America.|Skydance Interactive LLC|PlayStation 4
2217|PlayStation 4|Accel World vs. Sword Art Online|16|07/07/2017|N|N|N|N|N|Y|N|N|Yui has gone missing. Kirito must challenge the Seven Kings of pure colour from the Accelerated World to gain access to her location|BANDAI NAMCO ENTERTAINMENT EUROPE S.A.S.|PlayStation 4
2218|PlayStation 4|Plague Road|7|07/07/2017|N|N|N|Y|N|N|Y|N|Rescue survivors, fight monsters and explore a once great city fallen to plague in a dark fantasy game combining turn-based tactical strategy and roguelike elements.|Arcade Distillery LLC|PlayStation 4
2219|PlayStation 4|ACA NEOGEO PULSTAR|7|06/07/2017|N|N|N|N|N|N|Y|N|Players fly a spacecraft through sci-fi themed levels, constantly shooting bullets and missiles to destroy the incoming enemies.|HAMSTER Corporation|PlayStation 4
2220|PlayStation 4|Thimbleweed Park|12|05/07/2017|Y|N|N|N|N|Y|N|N|In Thimbleweed Park, a dead body is the least of your problems. Switch between five playable characters to uncover the surreal secrets of this strange town.|Terrible Toybox, Inc.|PlayStation 4
22313|PlayStation 4|The Golf Club 2|3|30/06/2017|N|N|N|N|N|N|N|N|Play matches of golf in this realistic sports simulator.|Maximum Games Ltd|PlayStation 4
22321|PlayStation 4|AereA|12|30/06/2017|N|N|N|N|N|N|Y|N|AereA is an Action RPG in which music is both your best friend and your worst enemy. As a disciple of the Great Maestro Guido you must unravel the mysteries of Aezir. Find out what happened to the world...|SOEDESCO Publishing|PlayStation 4
22331|PlayStation 4|Insane Robots|7|30/06/2017|N|N|N|N|N|N|Y|N|A card battler with randomly generated survival arenas and a brave tale of robot rebellion. Can you defeat The Kernel and save robotkind?|Playniac Limited|PlayStation 4
22341|PlayStation 4|Velocity 2X: Critical Mass Edition|7|30/06/2017|N|N|N|N|N|N|Y|N||Professional Publishing SPL, S.L|PlayStation 4
22351|PlayStation 4|THE KING OF FIGHTERS Collection: The Orochi Saga|12|30/06/2017|N|N|N|N|N|N|Y|N|Compilation of King of Fighters 94-98, a classic 90s arcade style beat 'em up series.|SNK PLAYMORE CORPORATION|PlayStation 4
22361|PlayStation 4|Spartan|7|30/06/2017|N|N|N|N|N|N|Y|N|This is a side scrolling platforming game in an animated and cartoony setting. Players control a cartoony rendition of a spartan warrior. The player has a variety of movement based skills and a sword at...|Sinister Cyclops Game Studios LTD|PlayStation 4
22371|PlayStation 4|ACA NEOGEO 2020 SUPER BASEBALL|7|29/06/2017|N|N|N|N|N|N|Y|N|An arcade-style baseball game, in which the player has to hit or catch the ball in time, to gain a higher score than the opponent.|HAMSTER Corporation|PlayStation 4
22381|PlayStation 4|SUPERHOT VR|12|29/06/2017|N|N|N|N|N|N|Y|N|SUPERHOT is the first-person shooter where time moves only when you move. See the bullets crawling towards you as you carefully plan your steps and aim your gun.|SUPERHOT Sp. z o.o.|PlayStation 4
22391|PlayStation 4|Rugby League Live 4|3|28/06/2017|N|N|N|N|N|N|N|N|This is a sport management game in which the player can create a rugby team, or player and participate in rugby matches. The game is completely presented within the rules of the sport. Tackles are possible...|Home Entertainment Suppliers Pty Ltd|PlayStation 4
22401|PlayStation 4|Poi|3|28/06/2017|N|N|N|N|N|N|N|N|This is a 3D platform game in a fantastic world. The characters (an orphaned boy and his sister) are given the opportunity to go on adventures and collect coins and medallions which will unlock new worlds.|PolyKid, LLC|PlayStation 4
