Pos| Game| Year| Genre| Publisher| North America| Europe| Japan| Rest of World| GlobalGame| Console system
FIFA 15| https://www.vgchartz.com/game/82916/fifa-15/| 2014| Sports| EA Sports| 0.83| 4.49| 0.05| 0.94| 6.32| PlayStation 4
God of War (PS4)| https://www.vgchartz.com/game/120125/god-of-war-2018/| 2018| Action| Sony Interactive Entertainment| 2.83| 2.17| 0.13| 1.02| 6.15| PlayStation 4
Horizon: Zero Dawn| https://www.vgchartz.com/game/85674/horizon-zero-dawn/| 2017| Action| Sony Interactive Entertainment| 2.20| 2.43| 0.28| 0.92| 5.82| PlayStation 4
Destiny| https://www.vgchartz.com/game/71525/destiny/| 2014| Shooter| Activision| 2.53| 2.13| 0.16| 0.94| 5.76| PlayStation 4
Uncharted: The Nathan Drake Collection| https://www.vgchartz.com/game/85628/uncharted-the-nathan-drake-collection/| 2015| Action| Sony Computer Entertainment| 2.55| 2.11| 0.10| 0.94| 5.70| PlayStation 4
The Witcher 3: Wild Hunt| https://www.vgchartz.com/game/71482/the-witcher-3-wild-hunt/| 2015| Role-Playing| Namco Bandai Games| 1.48| 2.82| 0.28| 0.81| 5.39| PlayStation 4
Final Fantasy XV| https://www.vgchartz.com/game/73124/final-fantasy-xv/| 2016| Role-Playing| Square Enix| 1.81| 1.53| 1.05| 0.68| 5.07| PlayStation 4
Crash Bandicoot N. Sane Trilogy| https://www.vgchartz.com/game/150131/crash-bandicoot-n-sane-trilogy/| 2017| Platform| Activision| 1.09| 2.92| 0.07| 0.74| 4.83| PlayStation 4
Monster Hunter: World| https://www.vgchartz.com/game/182721/monster-hunter-world/| 2018| Action| Capcom| 1.03| 1.06| 2.17| 0.42| 4.67| PlayStation 4
Overwatch| https://www.vgchartz.com/game/86157/overwatch/| 2016| Shooter| Blizzard Entertainment| 1.84| 1.80| 0.17| 0.73| 4.54| PlayStation 4
Star Wars Battlefront II (2017)| https://www.vgchartz.com/game/169396/star-wars-battlefront-ii-2017/| 2017| Shooter| Electronic Arts| 1.70| 1.99| 0.12| 0.73| 4.53| PlayStation 4
Tom Clancy's The Division| https://www.vgchartz.com/game/73095/tom-clancys-the-division/| 2016| Shooter| Ubisoft| 1.49| 2.04| 0.16| 0.69| 4.37| PlayStation 4
Tom Clancy's Rainbow Six: Siege| https://www.vgchartz.com/game/82933/tom-clancys-rainbow-six-siege/| 2015| Shooter| Ubisoft| 1.29| 2.06| 0.36| 0.64| 4.36| PlayStation 4
Watch Dogs| https://www.vgchartz.com/game/71547/watch-dogs/| 2014| Action-Adventure| Ubisoft| 1.40| 2.13| 0.11| 0.68| 4.32| PlayStation 4
Call of Duty: Ghosts| https://www.vgchartz.com/game/72126/call-of-duty-ghosts/| 2013| Shooter| Activision| 1.79| 1.64| 0.05| 0.69| 4.17| PlayStation 4
Assassin's Creed: Unity| https://www.vgchartz.com/game/80235/assassins-creed-unity/| 2014| Action| Ubisoft| 1.25| 2.16| 0.09| 0.65| 4.14| PlayStation 4
Destiny 2| https://www.vgchartz.com/game/166065/destiny-2/| 2017| Shooter| Activision| 1.92| 1.44| 0.10| 0.69| 4.14| PlayStation 4
Batman: Arkham Knight| https://www.vgchartz.com/game/79437/batman-arkham-knight/| 2015| Action| Warner Bros. Interactive| 1.65| 1.68| 0.11| 0.66| 4.11| PlayStation 4
Assassin's Creed Origins| https://www.vgchartz.com/game/181687/assassins-creed-origins/| 2017| Action| Ubisoft| 1.22| 2.11| 0.11| 0.63| 4.06| PlayStation 4
Far Cry 4| https://www.vgchartz.com/game/80324/far-cry-4/| 2014| Shooter| Ubisoft| 1.18| 2.14| 0.11| 0.63| 4.06| PlayStation 4
NBA 2K16| https://www.vgchartz.com/game/85556/nba-2k16/| 2015| Sports| 2K Sports| 2.56| 0.66| 0.05| 0.71| 3.98| PlayStation 4
Far Cry 5| https://www.vgchartz.com/game/177921/far-cry-5/| 2018| Action| Ubisoft| 1.44| 1.73| 0.15| 0.62| 3.95| PlayStation 4
Battlefield 4| https://www.vgchartz.com/game/72001/battlefield-4/| 2013| Shooter| Electronic Arts| 1.40| 1.74| 0.19| 0.62| 3.94| PlayStation 4
Gran Turismo Sport| https://www.vgchartz.com/game/86332/gran-turismo-sport/| 2017| Racing| Sony Interactive Entertainment| 0.63| 2.35| 0.24| 0.54| 3.77| PlayStation 4
Assassin's Creed Syndicate| https://www.vgchartz.com/game/85503/assassins-creed-syndicate/| 2015| Action| Ubisoft| 0.90| 2.06| 0.08| 0.55| 3.60| PlayStation 4
NBA 2K17| https://www.vgchartz.com/game/103818/nba-2k17/| 2016| Sports| 2K Sports| 2.28| 0.59| 0.03| 0.63| 3.52| PlayStation 4
Mortal Kombat X| https://www.vgchartz.com/game/82694/mortal-kombat-x/| 2015| Fighting| Warner Bros. Interactive Entertainment| 1.94| 0.94| 0.00| 0.61| 3.49| PlayStation 4
FIFA Soccer 14| https://www.vgchartz.com/game/73754/fifa-14/| 2013| Sports| EA Sports| 0.62| 2.18| 0.12| 0.51| 3.43| PlayStation 4
The Elder Scrolls V: Skyrim| https://www.vgchartz.com/game/119946/the-elder-scrolls-v-skyrim-special-edition/| 2016| Role-Playing| Bethesda Softworks| 1.24| 1.50| 0.08| 0.54| 3.36| PlayStation 4
Watch Dogs 2| https://www.vgchartz.com/game/86722/watch-dogs-2/| 2016| Action| Ubisoft| 0.98| 1.74| 0.12| 0.52| 3.36| PlayStation 4
NBA 2K18| https://www.vgchartz.com/game/174555/nba-2k18/| 2017| Sports| 2K Sports| 2.13| 0.57| 0.04| 0.59| 3.34| PlayStation 4
Resident Evil VII: Biohazard| https://www.vgchartz.com/game/120127/resident-evil-vii-biohazard/| 2017| Action| Capcom| 0.88| 1.56| 0.41| 0.46| 3.31| PlayStation 4
Madden NFL 16| https://www.vgchartz.com/game/85399/madden-nfl-16/| 2015| Sports| EA Sports| 2.39| 0.31| 0.00| 0.61| 3.30| PlayStation 4
Madden NFL 17| https://www.vgchartz.com/game/86434/madden-nfl-17/| 2016| Sports| EA Sports| 2.30| 0.37| 0.00| 0.60| 3.28| PlayStation 4
Middle-Earth: Shadow of Mordor| https://www.vgchartz.com/game/77129/middle-earth-shadow-of-mordor/| 2014| Action| Warner Bros. Interactive Entertainment| 1.03| 1.60| 0.05| 0.51| 3.19| PlayStation 4
Assassin's Creed IV: Black Flag| https://www.vgchartz.com/game/71596/assassins-creed-iv-black-flag/| 2013| Action-Adventure| Ubisoft| 1.07| 1.55| 0.06| 0.51| 3.19| PlayStation 4
Tom Clancy's Ghost Recon Wildlands| https://www.vgchartz.com/game/85753/tom-clancys-ghost-recon-wildlands/| 2017| Shooter| Ubisoft| 1.07| 1.35| 0.22| 0.47| 3.12| PlayStation 4
Bloodborne| https://www.vgchartz.com/game/82937/bloodborne/| 2015| Role-Playing| Sony Computer Entertainment| 1.30| 1.05| 0.28| 0.48| 3.11| PlayStation 4
Metal Gear Solid V: The Phantom Pain| https://www.vgchartz.com/game/73202/metal-gear-solid-v-the-phantom-pain/| 2015| Action| Konami Digital Entertainment| 0.97| 1.15| 0.50| 0.42| 3.04| PlayStation 4
Killzone: Shadow Fall| https://www.vgchartz.com/game/71543/killzone-shadow-fall/| 2013| Shooter| Sony Computer Entertainment| 0.89| 1.58| 0.08| 0.47| 3.02| PlayStation 4
inFAMOUS: Second Son| https://www.vgchartz.com/game/71541/infamous-second-son/| 2014| Action-Adventure| Sony Computer Entertainment| 1.35| 1.09| 0.07| 0.50| 3.01| PlayStation 4
Doom (2016)| https://www.vgchartz.com/game/83086/doom-2016/| 2016| Shooter| Bethesda Softworks| 0.93| 1.48| 0.04| 0.46| 2.92| PlayStation 4
Mafia III| https://www.vgchartz.com/game/85862/mafia-iii/| 2016| Action-Adventure| 2K Games| 0.72| 1.67| 0.04| 0.44| 2.87| PlayStation 4
Diablo III| https://www.vgchartz.com/game/71538/diablo-iii-ultimate-evil-edition/| 2014| Role-Playing| Blizzard Entertainment| 0.83| 1.48| 0.08| 0.44| 2.82| PlayStation 4
Far Cry: Primal| https://www.vgchartz.com/game/85944/far-cry-primal/| 2016| Action-Adventure| Ubisoft| 0.63| 1.61| 0.07| 0.41| 2.73| PlayStation 4
Need for Speed (2015)| https://www.vgchartz.com/game/85621/need-for-speed-2015/| 2015| Racing| Electronic Arts| 0.59| 1.66| 0.06| 0.41| 2.72| PlayStation 4
Madden NFL 18| https://www.vgchartz.com/game/158152/madden-nfl-18/| 2017| Sports| EA Sports| 1.73| 0.42| 0.00| 0.47| 2.62| PlayStation 4
NBA 2K15| https://www.vgchartz.com/game/78587/nba-2k15/| 2014| Sports| 2K Sports| 1.49| 0.55| 0.01| 0.44| 2.49| PlayStation 4
Dying Light| https://www.vgchartz.com/game/72235/dying-light/| 2015| Action| Warner Bros. Interactive| 1.18| 0.74| 0.13| 0.40| 2.45| PlayStation 4
Dark Souls III| https://www.vgchartz.com/game/85669/dark-souls-iii/| 2016| Role-Playing| Namco Bandai Games| 1.00| 0.63| 0.44| 0.34| 2.42| PlayStation 4
Ratchet & Clank (2016)| https://www.vgchartz.com/game/83085/ratchet-amp-clank-2016/| 2016| Platform| Sony Interactive Entertainment| 0.97| 0.97| 0.06| 0.39| 2.38| PlayStation 4
DriveClub| https://www.vgchartz.com/game/71542/driveclub/| 2014| Racing| Sony Computer Entertainment| 0.37| 1.63| 0.02| 0.36| 2.37| PlayStation 4
Uncharted: The Lost Legacy| https://www.vgchartz.com/game/147591/uncharted-the-lost-legacy/| 2017| Action| Sony Interactive Entertainment| 0.58| 1.38| 0.04| 0.36| 2.37| PlayStation 4
Dragon Age III: Inquisition| https://www.vgchartz.com/game/81792/dragon-age-inquisition/| 2014| Role-Playing| Electronic Arts| 1.07| 0.80| 0.08| 0.38| 2.34| PlayStation 4
No Man's Sky| https://www.vgchartz.com/game/84663/no-mans-sky/| 2016| Action-Adventure| Hello Games| 0.89| 0.97| 0.04| 0.37| 2.26| PlayStation 4
Madden NFL 15| https://www.vgchartz.com/game/81573/madden-nfl-15/| 2014| Sports| EA Sports| 1.58| 0.25| 0.00| 0.41| 2.25| PlayStation 4
Need for Speed: Payback| https://www.vgchartz.com/game/179712/need-for-speed-payback/| 2017| Racing| Electronic Arts| 0.62| 1.18| 0.04| 0.34| 2.18| PlayStation 4
Destiny: The Taken King| https://www.vgchartz.com/game/85936/destiny-the-taken-king/| 2015| Shooter| Activision| 0.97| 0.80| 0.05| 0.36| 2.18| PlayStation 4
Need for Speed Rivals| https://www.vgchartz.com/game/72242/need-for-speed-rivals/| 2013| Racing| Electronic Arts| 0.75| 1.04| 0.03| 0.35| 2.17| PlayStation 4
PlayStation VR Worlds| https://www.vgchartz.com/game/124387/playstation-vr-worlds/| 2016| Misc| Sony Interactive Entertainment| 0.36| 1.40| 0.09| 0.32| 2.16| PlayStation 4
Battlefield: Hardline| https://www.vgchartz.com/game/82889/battlefield-hardline/| 2015| Shooter| Electronic Arts| 0.72| 0.97| 0.14| 0.33| 2.15| PlayStation 4
Rise of the Tomb Raider| https://www.vgchartz.com/game/82907/rise-of-the-tomb-raider/| 2016| Adventure| Square Enix| 0.61| 1.08| 0.05| 0.32| 2.07| PlayStation 4
LittleBigPlanet 3| https://www.vgchartz.com/game/82936/littlebigplanet-3/| 2014| Platform| Sony Computer Entertainment| 0.78| 0.93| 0.01| 0.34| 2.06| PlayStation 4
The Elder Scrolls Online| https://www.vgchartz.com/game/73109/the-elder-scrolls-online-tamriel-unlimited/| 2015| MMO| Bethesda Softworks| 0.74| 0.98| 0.00| 0.33| 2.05| PlayStation 4
Middle-Earth: Shadow of War| https://www.vgchartz.com/game/158748/middle-earth-shadow-of-war/| 2017| Action| Warner Bros. Interactive Entertainment| 0.82| 0.84| 0.06| 0.33| 2.04| PlayStation 4
Dragon Quest XI| https://www.vgchartz.com/game/193411/dragon-quest-xi-echoes-of-an-elusive-age/| 2017| Role-Playing| Square Enix| 0.29| 0.22| 1.43| 0.10| 2.04| PlayStation 4
Rocket League| https://www.vgchartz.com/game/85773/rocket-league/| 2016| Sports| 505 Games| 0.37| 1.34| 0.00| 0.31| 2.02| PlayStation 4
Just Cause 3| https://www.vgchartz.com/game/84822/just-cause-3/| 2015| Action-Adventure| Square Enix| 0.53| 1.07| 0.09| 0.30| 1.98| PlayStation 4
Dishonored 2| https://www.vgchartz.com/game/85661/dishonored-2/| 2016| Action| Bethesda Softworks| 0.62| 1.02| 0.01| 0.31| 1.97| PlayStation 4
Lego Marvel Super Heroes| https://www.vgchartz.com/game/75411/lego-marvel-super-heroes/| 2013| Action| Warner Bros. Interactive Entertainment| 0.59| 1.00| 0.01| 0.30| 1.91| PlayStation 4
Until Dawn| https://www.vgchartz.com/game/84124/until-dawn/| 2015| Adventure| Sony Computer Entertainment| 0.62| 0.92| 0.06| 0.30| 1.90| PlayStation 4
Knack| https://www.vgchartz.com/game/71544/knack/| 2013| Platform| Sony Computer Entertainment| 0.45| 0.77| 0.42| 0.23| 1.88| PlayStation 4
The Evil Within| https://www.vgchartz.com/game/72026/the-evil-within/| 2014| Action| Bethesda Softworks| 0.56| 0.90| 0.11| 0.28| 1.86| PlayStation 4
The Crew| https://www.vgchartz.com/game/73093/the-crew/| 2014| Racing| Ubisoft| 0.44| 1.04| 0.03| 0.27| 1.79| PlayStation 4
Kingdom Hearts 1.5 + 2.5 Remix| https://www.vgchartz.com/game/141654/kingdom-hearts-hd-i5-ii5-remix/| 2017| Role-Playing| Square Enix| 0.75| 0.51| 0.23| 0.26| 1.75| PlayStation 4
For Honor| https://www.vgchartz.com/game/85749/for-honor/| 2017| Action| Ubisoft| 0.73| 0.66| 0.07| 0.28| 1.75| PlayStation 4
Titanfall 2| https://www.vgchartz.com/game/112243/titanfall-2/| 2016| Shooter| Electronic Arts| 0.75| 0.62| 0.06| 0.28| 1.72| PlayStation 4
Injustice 2| https://www.vgchartz.com/game/117274/injustice-2/| 2017| Fighting| Warner Bros. Interactive Entertainment| 0.88| 0.54| 0.00| 0.29| 1.72| PlayStation 4
NieR Automata| https://www.vgchartz.com/game/86399/nier-automata/| 2017| Role-Playing| Square Enix| 0.56| 0.51| 0.42| 0.22| 1.71| PlayStation 4
Tekken 7| https://www.vgchartz.com/game/85260/tekken-7/| 2017| Fighting| Namco Bandai Games| 0.60| 0.72| 0.12| 0.26| 1.70| PlayStation 4
Persona 5| https://www.vgchartz.com/game/84679/persona-5/| 2016| Role-Playing| Deep Silver| 0.62| 0.34| 0.48| 0.20| 1.64| PlayStation 4
The Order: 1886| https://www.vgchartz.com/game/73107/the-order-1886/| 2015| Shooter| Sony Computer Entertainment| 0.44| 0.86| 0.07| 0.25| 1.62| PlayStation 4
Wolfenstein: The New Order| https://www.vgchartz.com/game/73203/wolfenstein-the-new-order/| 2014| Shooter| Bethesda Softworks| 0.48| 0.84| 0.03| 0.25| 1.61| PlayStation 4
Detroit: Become Human| https://www.vgchartz.com/game/86175/detroit-become-human/| 2018| Adventure| Sony Interactive Entertainment| 0.55| 0.67| 0.12| 0.24| 1.57| PlayStation 4
Naruto Shippuden: Ultimate Ninja Storm 4| https://www.vgchartz.com/game/84977/naruto-shippuden-ultimate-ninja-storm-4/| 2016| Fighting| Namco Bandai Games| 0.71| 0.47| 0.12| 0.24| 1.54| PlayStation 4
NBA 2K14| https://www.vgchartz.com/game/74165/nba-2k14/| 2013| Sports| 2K Sports| 0.91| 0.35| 0.01| 0.27| 1.54| PlayStation 4
Tomb Raider (2013)| https://www.vgchartz.com/game/78261/tomb-raider-definitive-edition/| 2014| Action-Adventure| Square Enix| 0.47| 0.74| 0.06| 0.23| 1.51| PlayStation 4
Dragon Ball: Xenoverse 2| https://www.vgchartz.com/game/122286/dragon-ball-xenoverse-2/| 2016| Action| Namco Bandai Games| 0.54| 0.59| 0.14| 0.23| 1.50| PlayStation 4
Rayman Legends| https://www.vgchartz.com/game/78924/rayman-legends/| 2014| Platform| Ubisoft| 0.22| 1.05| 0.00| 0.23| 1.50| PlayStation 4
Mass Effect: Andromeda| https://www.vgchartz.com/game/83369/mass-effect-andromeda/| 2017| Role-Playing| Electronic Arts| 0.58| 0.67| 0.00| 0.25| 1.49| PlayStation 4
Dragon Ball Fighter Z| https://www.vgchartz.com/game/181693/dragon-ball-fighterz/| 2018| Fighting| Namco Bandai Games| 0.61| 0.51| 0.12| 0.23| 1.46| PlayStation 4
South Park: The Fractured But Whole| https://www.vgchartz.com/game/85736/south-park-the-fractured-but-whole/| 2017| Role-Playing| Ubisoft| 0.62| 0.57| 0.00| 0.24| 1.43| PlayStation 4
The Sims 4| https://www.vgchartz.com/game/192885/the-sims-4/| 2017| Simulation| Electronic Arts| 0.44| 0.72| 0.01| 0.22| 1.39| PlayStation 4
Street Fighter V| https://www.vgchartz.com/game/84927/street-fighter-v/| 2016| Fighting| Capcom| 0.64| 0.42| 0.12| 0.22| 1.39| PlayStation 4
Wolfenstein II: The New Colossus| https://www.vgchartz.com/game/181685/wolfenstein-ii-the-new-colossus/| 2017| Shooter| Bethesda Softworks| 0.55| 0.58| 0.01| 0.22| 1.36| PlayStation 4
WWE 2K18| https://www.vgchartz.com/game/183846/wwe-2k18/| 2017| Sports| 2K Sports| 0.45| 0.67| 0.00| 0.22| 1.33| PlayStation 4
Lego Star Wars: The Force Awakens| https://www.vgchartz.com/game/86457/lego-star-wars-the-force-awakens/| 2016| Action-Adventure| Warner Bros. Interactive Entertainment| 0.30| 0.78| 0.02| 0.20| 1.31| PlayStation 4
EA Sports UFC 2| https://www.vgchartz.com/game/86173/ea-sports-ufc-2/| 2016| Sports| EA Sports| 0.44| 0.65| 0.00| 0.21| 1.31| PlayStation 4
The Last Guardian| https://www.vgchartz.com/game/85727/the-last-guardian/| 2016| Action-Adventure| Sony Interactive Entertainment| 0.40| 0.58| 0.13| 0.19| 1.29| PlayStation 4
WWE 2K16| https://www.vgchartz.com/game/85561/wwe-2k16/| 2015| Sports| Take-Two Interactive| 0.43| 0.65| 0.00| 0.21| 1.29| PlayStation 4
Borderlands: The Handsome Collection| https://www.vgchartz.com/game/85113/borderlands-the-handsome-collection/| 2015| Shooter| 2K Games| 0.69| 0.34| 0.03| 0.22| 1.28| PlayStation 4
Project CARS| https://www.vgchartz.com/game/78627/project-cars/| 2015| Racing| Bandai Namco Games| 0.29| 0.76| 0.04| 0.19| 1.28| PlayStation 4
WWE 2K17| https://www.vgchartz.com/game/115626/wwe-2k17/| 2016| Sports| 2K Games| 0.32| 0.70| 0.00| 0.19| 1.22| PlayStation 4
Guitar Hero Live| https://www.vgchartz.com/game/85382/guitar-hero-live/| 2015| Music| Activision| 0.52| 0.49| 0.00| 0.20| 1.21| PlayStation 4
Metal Gear Solid: Ground Zeroes| https://www.vgchartz.com/game/78258/metal-gear-solid-v-ground-zeroes/| 2014| Action-Adventure| Konami Digital Entertainment| 0.36| 0.50| 0.17| 0.17| 1.20| PlayStation 4
Mad Max (2013)| https://www.vgchartz.com/game/73108/mad-max-2013/| 2015| Action| Warner Bros. Interactive Entertainment| 0.38| 0.59| 0.05| 0.19| 1.20| PlayStation 4
Shadow of the Colossus| https://www.vgchartz.com/game/182722/shadow-of-the-colossus/| 2018| Action-Adventure| Sony Interactive Entertainment| 0.44| 0.52| 0.05| 0.19| 1.20| PlayStation 4
Kingdom Hearts HD 2.8 Final Chapter Prologue| https://www.vgchartz.com/game/85993/kingdom-hearts-hd-ii8-final-chapter-prologue/| 2017| Role-Playing| Square Enix| 0.57| 0.25| 0.20| 0.17| 1.20| PlayStation 4
Dragon Ball: XenoVerse| https://www.vgchartz.com/game/82944/dragon-ball-xenoverse/| 2015| Fighting| Namco Bandai Games| 0.33| 0.55| 0.14| 0.17| 1.19| PlayStation 4
LEGO Dimensions| https://www.vgchartz.com/game/85349/lego-dimensions/| 2015| Action| Warner Bros. Interactive Entertainment| 0.48| 0.50| 0.00| 0.20| 1.18| PlayStation 4
LEGO Jurassic World| https://www.vgchartz.com/game/85089/lego-jurassic-world/| 2015| Action| Warner Bros. Interactive Entertainment| 0.41| 0.56| 0.02| 0.19| 1.18| PlayStation 4
WWE 2K15| https://www.vgchartz.com/game/78592/wwe-2k15/| 2014| Sports| 2K Sports| 0.40| 0.57| 0.00| 0.19| 1.16| PlayStation 4
MLB The Show 17| https://www.vgchartz.com/game/141657/mlb-the-show-17/| 2017| Sports| Sony Interactive Entertainment| 0.94| 0.00| 0.00| 0.22| 1.16| PlayStation 4
LEGO Worlds| https://www.vgchartz.com/game/153434/lego-worlds/| 2017| Misc| Warner Bros. Interactive Entertainment| 0.21| 0.72| 0.04| 0.17| 1.14| PlayStation 4
The Elder Scrolls V: Skyrim PSVR| https://www.vgchartz.com/game/210249/the-elder-scrolls-v-skyrim-vr/| 2017| Role-Playing| Bethesda Softworks| 0.47| 0.47| 0.01| 0.19| 1.13| PlayStation 4
LEGO Marvel Super Heroes 2| https://www.vgchartz.com/game/176549/lego-marvel-super-heroes-2/| 2017| Action| Warner Bros. Interactive Entertainment| 0.33| 0.60| 0.00| 0.18| 1.11| PlayStation 4
EA Sports UFC| https://www.vgchartz.com/game/73105/ea-sports-ufc/| 2014| Fighting| Electronic Arts| 0.49| 0.43| 0.01| 0.18| 1.11| PlayStation 4
Final Fantasy XII: The Zodiac Age| https://www.vgchartz.com/game/116829/final-fantasy-xii-the-zodiac-age/| 2017| Role-Playing| Square Enix| 0.37| 0.41| 0.16| 0.15| 1.10| PlayStation 4
Alien: Isolation| https://www.vgchartz.com/game/77802/alien-isolation/| 2014| Adventure| Sega| 0.29| 0.59| 0.05| 0.16| 1.09| PlayStation 4
MLB The Show 18| https://www.vgchartz.com/game/218064/mlb-the-show-18/| 2018| Sports| Sony Interactive Entertainment| 0.86| 0.00| 0.00| 0.20| 1.06| PlayStation 4
The Evil Within II| https://www.vgchartz.com/game/181691/the-evil-within-2/| 2017| Action| Bethesda Softworks| 0.31| 0.49| 0.09| 0.15| 1.05| PlayStation 4
Prey (2017)| https://www.vgchartz.com/game/121499/prey-2017/| 2017| Shooter| Bethesda Softworks| 0.25| 0.62| 0.02| 0.16| 1.04| PlayStation 4
Final Fantasy Type-0| https://www.vgchartz.com/game/82938/final-fantasy-type-0-hd/| 2015| Role-Playing| Square Enix| 0.40| 0.33| 0.16| 0.15| 1.04| PlayStation 4
Ni-Oh| https://www.vgchartz.com/game/85912/nioh/| 2017| Action| Tecmo Koei| 0.34| 0.36| 0.20| 0.14| 1.03| PlayStation 4
MLB 15: The Show| https://www.vgchartz.com/game/85117/mlb-15-the-show/| 2015| Sports| Sony Computer Entertainment| 0.75| 0.08| 0.00| 0.19| 1.01| PlayStation 4
Steep| https://www.vgchartz.com/game/120138/steep/| 2016| Sports| Ubisoft| 0.23| 0.60| 0.02| 0.15| 1.01| PlayStation 4
LEGO Marvel's Avengers| https://www.vgchartz.com/game/85098/lego-marvels-avengers/| 2016| Action| Warner Bros. Interactive Entertainment| 0.31| 0.53| 0.01| 0.16| 1.01| PlayStation 4
Evolve| https://www.vgchartz.com/game/78280/evolve/| 2015| Shooter| 2K Games| 0.38| 0.41| 0.05| 0.16| 1.01| PlayStation 4
Injustice: Gods Among Us| https://www.vgchartz.com/game/77249/injustice-gods-among-us-ultimate-edition/| 2013| Fighting| Warner Bros. Interactive Entertainment| 0.46| 0.35| 0.00| 0.17| 0.98| PlayStation 4
EA Sports UFC 3| https://www.vgchartz.com/game/217399/ea-sports-ufc-3/| 2018| Sports| EA Sports| 0.40| 0.41| 0.01| 0.16| 0.97| PlayStation 4
Madden NFL 25| https://www.vgchartz.com/game/72629/madden-nfl-25/| 2013| Sports| EA Sports| 0.64| 0.15| 0.00| 0.17| 0.96| PlayStation 4
MLB 16: The Show| https://www.vgchartz.com/game/86265/mlb-16-the-show/| 2016| Sports| Sony Computer Entertainment| 0.78| 0.00| 0.00| 0.18| 0.96| PlayStation 4
Lego Batman 3: Beyond Gotham| https://www.vgchartz.com/game/82477/lego-batman-3-beyond-gotham/| 2014| Action| Warner Bros. Interactive Entertainment| 0.37| 0.42| 0.00| 0.16| 0.94| PlayStation 4
Final Fantasy X/X-2 HD Remaster| https://www.vgchartz.com/game/85469/final-fantasy-x-x-2-hd-remaster/| 2015| Role-Playing| Square Enix| 0.34| 0.36| 0.07| 0.14| 0.90| PlayStation 4
Ni no Kuni II: Revenant Kingdom| https://www.vgchartz.com/game/86254/ni-no-kuni-ii-revenant-kingdom/| 2018| Role-Playing| Namco Bandai Games| 0.33| 0.31| 0.12| 0.13| 0.89| PlayStation 4
God of War III| https://www.vgchartz.com/game/85346/god-of-war-iii-remastered/| 2015| Action| Sony Computer Entertainment| 0.40| 0.33| 0.02| 0.15| 0.89| PlayStation 4
Fortnite| https://www.vgchartz.com/game/181513/fortnite/| 2017| Action| Gearbox Software| 0.42| 0.32| 0.00| 0.15| 0.89| PlayStation 4
