Pos| Game| Year| Genre| Publisher| North America| Europe| Japan| Rest of World| GlobalGame| Console system
LEGO Harry Potter Collection| https://www.vgchartz.com/game/133967/lego-harry-potter-collection/| 2016| Action| Warner Bros. Interactive Entertainment| 0.07| 0.68| 0.00| 0.13| 0.88| PlayStation 4
Minecraft: Story Mode| https://www.vgchartz.com/game/85926/minecraft-story-mode/| 2015| Adventure| Mojang| 0.31| 0.42| 0.00| 0.14| 0.87| PlayStation 4
BioShock The Collection| https://www.vgchartz.com/game/121495/bioshock-the-collection/| 2016| Shooter| 2K Games| 0.41| 0.28| 0.03| 0.14| 0.86| PlayStation 4
Thief 4| https://www.vgchartz.com/game/71736/thief/| 2014| Action| Square Enix| 0.28| 0.41| 0.03| 0.13| 0.85| PlayStation 4
Until Dawn: Rush of Blood| https://www.vgchartz.com/game/86441/until-dawn-rush-of-blood/| 2016| Shooter| Sony Interactive Entertainment| 0.50| 0.21| 0.00| 0.15| 0.85| PlayStation 4
Disney Infinity 3.0| https://www.vgchartz.com/game/85457/disney-infinity-30/| 2015| Action| Disney Interactive Studios| 0.31| 0.40| 0.00| 0.14| 0.85| PlayStation 4
Farming Simulator 17| https://www.vgchartz.com/game/120412/farming-simulator-17/| 2016| Simulation| Focus Home Interactive| 0.19| 0.52| 0.01| 0.13| 0.85| PlayStation 4
The Crew 2| https://www.vgchartz.com/game/198830/the-crew-2/| 2018| Racing| Ubisoft| 0.22| 0.42| 0.05| 0.12| 0.82| PlayStation 4
Pro Evolution Soccer 2016| https://www.vgchartz.com/game/85758/pro-evolution-soccer-2016/| 2015| Sports| Konami Digital Entertainment| 0.14| 0.43| 0.14| 0.10| 0.82| PlayStation 4
ARK: Survival Evolved| https://www.vgchartz.com/game/182658/ark-survival-evolved/| 2017| Action| Studio Wildcard| 0.28| 0.29| 0.14| 0.11| 0.81| PlayStation 4
Dragon Quest Heroes: The World's Tree Woe and the Blight Below| https://www.vgchartz.com/game/85185/dragon-quest-heroes-the-worlds-tree-woe-and-the-blight-below/| 2015| Action| Square Enix| 0.21| 0.14| 0.39| 0.07| 0.81| PlayStation 4
Assassin's Creed The Ezio Collection| https://www.vgchartz.com/game/133965/assassins-creed-the-ezio-collection/| 2016| Action| Ubisoft| 0.14| 0.52| 0.02| 0.12| 0.79| PlayStation 4
Final Fantasy XIV: A Realm Reborn| https://www.vgchartz.com/game/73123/final-fantasy-xiv-a-realm-reborn/| 2014| MMO| Square Enix| 0.35| 0.23| 0.08| 0.12| 0.79| PlayStation 4
Destiny: The Collection| https://www.vgchartz.com/game/129509/destiny-the-collection/| 2016| Shooter| Activision| 0.24| 0.40| 0.02| 0.12| 0.78| PlayStation 4
F1 2016 (Codemasters)| https://www.vgchartz.com/game/115633/f1-2016/| 2016| Racing| Codemasters| 0.07| 0.56| 0.03| 0.11| 0.78| PlayStation 4
Hitman (2016)| https://www.vgchartz.com/game/84909/hitman/| 2017| Action| Square Enix| 0.24| 0.36| 0.06| 0.11| 0.78| PlayStation 4
Pro Evolution Soccer 2015| https://www.vgchartz.com/game/84171/pro-evolution-soccer-2015/| 2014| Sports| Konami Digital Entertainment| 0.09| 0.45| 0.12| 0.10| 0.76| PlayStation 4
LEGO City Undercover| https://www.vgchartz.com/game/153124/lego-city-undercover/| 2017| Platform| Warner Bros. Interactive Entertainment| 0.17| 0.46| 0.01| 0.12| 0.75| PlayStation 4
Pro Evolution Soccer 2018| https://www.vgchartz.com/game/180531/pro-evolution-soccer-2018/| 2017| Sports| Konami Digital Entertainment| 0.12| 0.36| 0.19| 0.09| 0.75| PlayStation 4
Disney Infinity 2.0: Marvel Super Heroes| https://www.vgchartz.com/game/81781/disney-infinity-20-marvel-super-heroes/| 2014| Action-Adventure| Disney Interactive Studios| 0.37| 0.25| 0.00| 0.13| 0.75| PlayStation 4
Pro Evolution Soccer 2017| https://www.vgchartz.com/game/126531/pro-evolution-soccer-2017/| 2016| Sports| Konami Digital Entertainment| 0.08| 0.41| 0.18| 0.09| 0.75| PlayStation 4
Sniper Elite 3| https://www.vgchartz.com/game/78932/sniper-elite-iii/| 2014| Shooter| 505 Games| 0.25| 0.37| 0.00| 0.12| 0.74| PlayStation 4
MLB 14 The Show| https://www.vgchartz.com/game/78784/mlb-14-the-show/| 2014| Sports| Sony Computer Entertainment| 0.59| 0.00| 0.00| 0.14| 0.73| PlayStation 4
WipEout Omega Collection| https://www.vgchartz.com/game/166066/wipeout-omega-collection/| 2017| Racing| Sony Interactive Entertainment| 0.12| 0.49| 0.00| 0.11| 0.72| PlayStation 4
Deus Ex: Mankind Divided| https://www.vgchartz.com/game/85342/deus-ex-mankind-divided/| 2016| Role-Playing| Square Enix| 0.25| 0.34| 0.01| 0.12| 0.72| PlayStation 4
The LEGO Movie Videogame| https://www.vgchartz.com/game/74480/the-lego-movie-videogame/| 2014| Action-Adventure| Warner Bros. Interactive Entertainment| 0.26| 0.32| 0.01| 0.11| 0.71| PlayStation 4
Marvel vs. Capcom: Infinite| https://www.vgchartz.com/game/157495/marvel-vs-capcom-infinite/| 2017| Fighting| Capcom| 0.36| 0.19| 0.04| 0.11| 0.70| PlayStation 4
Dark Souls II| https://www.vgchartz.com/game/85345/dark-souls-ii-scholar-of-the-first-sin/| 2015| Role-Playing| Namco Bandai Games| 0.27| 0.23| 0.09| 0.10| 0.69| PlayStation 4
Yakuza 6| https://www.vgchartz.com/game/149747/yakuza-6-the-song-of-life/| 2016| Adventure| Sega| 0.16| 0.10| 0.38| 0.05| 0.69| PlayStation 4
F1 2015| https://www.vgchartz.com/game/85282/f1-2015/| 2015| Racing| Codemasters| 0.10| 0.45| 0.04| 0.10| 0.68| PlayStation 4
METRO 2033| https://www.vgchartz.com/game/80683/metro-redux/| 2014| Shooter| Deep Silver| 0.22| 0.31| 0.05| 0.10| 0.68| PlayStation 4
Rocksmith 2014| https://www.vgchartz.com/game/84777/rocksmith-2014/| 2014| Music| Ubisoft| 0.38| 0.17| 0.00| 0.12| 0.67| PlayStation 4
NHL 16| https://www.vgchartz.com/game/85564/nhl-16/| 2015| Sports| EA Sports| 0.38| 0.16| 0.00| 0.12| 0.66| PlayStation 4
Plants vs Zombies: Garden Warfare| https://www.vgchartz.com/game/75109/plants-vs-zombies-garden-warfare/| 2014| Shooter| Electronic Arts| 0.24| 0.30| 0.01| 0.11| 0.66| PlayStation 4
Tales of Berseria| https://www.vgchartz.com/game/86343/tales-of-berseria/| 2016| Role-Playing| Namco Bandai Games| 0.22| 0.10| 0.26| 0.07| 0.65| PlayStation 4
Yakuza Zero: The Place of Oath| https://www.vgchartz.com/game/84444/yakuza-zero/| 2015| Adventure| Sega| 0.22| 0.16| 0.19| 0.08| 0.65| PlayStation 4
One Piece: Burning Blood| https://www.vgchartz.com/game/85956/one-piece-burning-blood/| 2016| Fighting| Namco Bandai Games| 0.21| 0.26| 0.09| 0.09| 0.65| PlayStation 4
Batman: Return to Arkham| https://www.vgchartz.com/game/113291/batman-return-to-arkham/| 2016| Action| Warner Bros. Interactive Entertainment| 0.15| 0.39| 0.01| 0.10| 0.64| PlayStation 4
Plants vs. Zombies: Garden Warfare 2| https://www.vgchartz.com/game/85746/plants-vs-zombies-garden-warfare-2/| 2016| Shooter| Electronic Arts| 0.22| 0.31| 0.00| 0.10| 0.63| PlayStation 4
LEGO The Hobbit| https://www.vgchartz.com/game/78939/lego-the-hobbit/| 2014| Action-Adventure| Warner Bros. Interactive Entertainment| 0.14| 0.39| 0.00| 0.10| 0.62| PlayStation 4
World of Final Fantasy| https://www.vgchartz.com/game/85673/world-of-final-fantasy/| 2016| Role-Playing| Square Enix| 0.24| 0.21| 0.09| 0.09| 0.62| PlayStation 4
F1 2017| https://www.vgchartz.com/game/177462/f1-2017/| 2017| Racing| Koch Media| 0.04| 0.47| 0.02| 0.09| 0.62| PlayStation 4
NHL 15| https://www.vgchartz.com/game/82006/nhl-15/| 2014| Sports| EA Sports| 0.32| 0.19| 0.00| 0.11| 0.62| PlayStation 4
Knowledge is Power| https://www.vgchartz.com/game/210248/knowledge-is-power/| 2017| Party| Sony Interactive Entertainment| 0.05| 0.47| 0.00| 0.09| 0.61| PlayStation 4
L.A. Noire| https://www.vgchartz.com/game/202279/la-noire/| 2017| Adventure| Rockstar Games| 0.18| 0.32| 0.00| 0.10| 0.60| PlayStation 4
Hidden Agenda| https://www.vgchartz.com/game/204845/hidden-agenda/| 2017| Adventure| Sony Interactive Entertainment| 0.08| 0.42| 0.00| 0.09| 0.59| PlayStation 4
Call of Duty: Modern Warfare Remastered| https://www.vgchartz.com/game/186211/call-of-duty-modern-warfare-remastered/| 2017| Shooter| Activision| 0.17| 0.30| 0.03| 0.09| 0.58| PlayStation 4
Dragon Quest Builders: Revive Alefgard| https://www.vgchartz.com/game/85909/dragon-quest-builders-revive-alefgard/| 2016| Role-Playing| Square Enix| 0.12| 0.17| 0.24| 0.06| 0.58| PlayStation 4
The Lego Ninjago Movie Videogame| https://www.vgchartz.com/game/186214/the-lego-ninjago-movie-videogame/| 2017| Action| Warner Bros. Interactive Entertainment| 0.16| 0.32| 0.00| 0.09| 0.57| PlayStation 4
Resident Evil: Revelations 2| https://www.vgchartz.com/game/84244/resident-evil-revelations-2/| 2015| Action| Capcom| 0.14| 0.25| 0.11| 0.07| 0.57| PlayStation 4
Rock Band 4| https://www.vgchartz.com/game/85235/rock-band-4/| 2015| Music| Harmonix Music Systems| 0.41| 0.06| 0.00| 0.10| 0.57| PlayStation 4
NHL 18| https://www.vgchartz.com/game/184569/nhl-18/| 2017| Sports| EA Sports| 0.31| 0.16| 0.00| 0.10| 0.57| PlayStation 4
Everybody's Golf| https://www.vgchartz.com/game/170206/everybodys-golf/| 2017| Sports| Sony Interactive Entertainment| 0.12| 0.22| 0.17| 0.06| 0.56| PlayStation 4
The Amazing Spider-Man 2 (2014)| https://www.vgchartz.com/game/78447/the-amazing-spider-man-2-2014/| 2014| Action-Adventure| Activision| 0.20| 0.26| 0.02| 0.09| 0.56| PlayStation 4
DOOM VFR| https://www.vgchartz.com/game/213658/doom-vfr/| 2017| Shooter| Bethesda Softworks| 0.22| 0.25| 0.00| 0.09| 0.56| PlayStation 4
Sonic Forces| https://www.vgchartz.com/game/194443/sonic-forces/| 2017| Platform| Sega| 0.15| 0.31| 0.01| 0.09| 0.56| PlayStation 4
Kingdom Come: Deliverance| https://www.vgchartz.com/game/79056/kingdom-come-deliverance/| 2018| Role-Playing| Deep Silver| 0.18| 0.28| 0.00| 0.09| 0.56| PlayStation 4
Lords of the Fallen| https://www.vgchartz.com/game/72207/lords-of-the-fallen/| 2014| Role-Playing| Square Enix| 0.20| 0.24| 0.02| 0.09| 0.55| PlayStation 4
Sniper Elite 4| https://www.vgchartz.com/game/120408/sniper-elite-4/| 2017| Shooter| Rebellion Developments| 0.21| 0.25| 0.00| 0.09| 0.55| PlayStation 4
Rory McIlroy PGA Tour| https://www.vgchartz.com/game/85312/rory-mcilroy-pga-tour/| 2015| Sports| Electronic Arts| 0.19| 0.27| 0.00| 0.09| 0.55| PlayStation 4
Project CARS 2| https://www.vgchartz.com/game/189462/project-cars-2/| 2017| Racing| Namco Bandai Games| 0.10| 0.35| 0.02| 0.08| 0.55| PlayStation 4
Skylanders: Trap Team| https://www.vgchartz.com/game/81433/skylanders-trap-team/| 2014| Platform| Activision| 0.25| 0.18| 0.00| 0.09| 0.52| PlayStation 4
NHL 17| https://www.vgchartz.com/game/117548/nhl-17/| 2016| Sports| EA Sports| 0.32| 0.11| 0.00| 0.09| 0.52| PlayStation 4
One Piece: Pirate Warriors 3| https://www.vgchartz.com/game/84361/one-piece-pirate-warriors-3/| 2015| Action| Namco Bandai Games| 0.11| 0.22| 0.11| 0.06| 0.52| PlayStation 4
DiRT Rally| https://www.vgchartz.com/game/86260/dirt-rally/| 2016| Racing| Codemasters| 0.13| 0.30| 0.00| 0.08| 0.51| PlayStation 4
Homefront: The Revolution| https://www.vgchartz.com/game/83147/homefront-the-revolution/| 2016| Shooter| Deep Silver| 0.11| 0.29| 0.04| 0.07| 0.50| PlayStation 4
Attack on Titan (KOEI)| https://www.vgchartz.com/game/85827/attack-on-titan/| 2016| Action| Tecmo Koei| 0.08| 0.24| 0.12| 0.06| 0.50| PlayStation 4
DiRT 4| https://www.vgchartz.com/game/158226/dirt-4/| 2017| Racing| Codemasters| 0.10| 0.30| 0.02| 0.07| 0.49| PlayStation 4
Farpoint| https://www.vgchartz.com/game/161011/farpoint/| 2017| Shooter| Sony Interactive Entertainment| 0.00| 0.38| 0.04| 0.06| 0.48| PlayStation 4
Battleborn| https://www.vgchartz.com/game/83645/battleborn/| 2016| Shooter| 2K Games| 0.25| 0.12| 0.03| 0.08| 0.48| PlayStation 4
A Way Out| https://www.vgchartz.com/game/181294/a-way-out/| 2018| Action| Electronic Arts| 0.23| 0.16| 0.00| 0.08| 0.48| PlayStation 4
Friday the 13th: The Game| https://www.vgchartz.com/game/193507/friday-the-13th-the-game/| 2017| Action| Gun Media| 0.29| 0.09| 0.03| 0.08| 0.48| PlayStation 4
The Walking Dead: A Telltale Games Series| https://www.vgchartz.com/game/77738/the-walking-dead-a-telltale-games-series/| 2014| Adventure| Telltale Games| 0.12| 0.26| 0.03| 0.07| 0.48| PlayStation 4
Wolfenstein: The Old Blood| https://www.vgchartz.com/game/85459/wolfenstein-the-old-blood/| 2015| Shooter| Bethesda Softworks| 0.13| 0.25| 0.02| 0.07| 0.48| PlayStation 4
Deadpool| https://www.vgchartz.com/game/85890/deadpool/| 2015| Action| Activision| 0.26| 0.13| 0.00| 0.08| 0.47| PlayStation 4
Dragon Quest Heroes II: Twin Kings and the Prophecy's End| https://www.vgchartz.com/game/85808/dragon-quest-heroes-ii-twin-kings-and-the-prophecys-end/| 2016| Action| Square Enix| 0.05| 0.09| 0.30| 0.03| 0.47| PlayStation 4
TrackMania Turbo| https://www.vgchartz.com/game/95355/trackmania-turbo/| 2016| Racing| Ubisoft| 0.04| 0.35| 0.00| 0.07| 0.47| PlayStation 4
Knack 2| https://www.vgchartz.com/game/182727/knack-2/| 2017| Platform| Sony Interactive Entertainment| 0.14| 0.25| 0.01| 0.07| 0.47| PlayStation 4
Just Dance 2014| https://www.vgchartz.com/game/73115/just-dance-2014/| 2013| Music| Ubisoft| 0.21| 0.18| 0.00| 0.08| 0.47| PlayStation 4
Dissidia Final Fantasy NT| https://www.vgchartz.com/game/181049/dissidia-final-fantasy-nt/| 2018| Fighting| Square Enix| 0.19| 0.06| 0.16| 0.05| 0.46| PlayStation 4
Skylanders: SuperChargers| https://www.vgchartz.com/game/85608/skylanders-superchargers/| 2015| Action-Adventure| Activision| 0.29| 0.09| 0.00| 0.08| 0.45| PlayStation 4
Yakuza Kiwami| https://www.vgchartz.com/game/86406/yakuza-kiwami/| 2016| Adventure| Sega| 0.13| 0.07| 0.21| 0.04| 0.45| PlayStation 4
Tales of Zestiria| https://www.vgchartz.com/game/85654/tales-of-zestiria/| 2015| Role-Playing| Namco Bandai Games| 0.18| 0.16| 0.04| 0.07| 0.45| PlayStation 4
Star Ocean 5: Integrity and Faithlessness| https://www.vgchartz.com/game/85377/star-ocean-5-integrity-and-faithlessness/| 2016| Role-Playing| Square Enix| 0.10| 0.13| 0.16| 0.05| 0.45| PlayStation 4
Sleeping Dogs| https://www.vgchartz.com/game/84724/sleeping-dogs-definitive-edition/| 2014| Action| Square Enix| 0.16| 0.21| 0.00| 0.07| 0.44| PlayStation 4
Skylanders SWAP Force| https://www.vgchartz.com/game/73201/skylanders-swap-force/| 2013| Misc| Activision| 0.23| 0.14| 0.00| 0.08| 0.44| PlayStation 4
Skylanders Imaginators| https://www.vgchartz.com/game/117544/skylanders-imaginators/| 2016| Platform| Activision| 0.18| 0.18| 0.00| 0.07| 0.43| PlayStation 4
Trials Fusion| https://www.vgchartz.com/game/73132/trials-fusion/| 2014| Misc| Ubisoft| 0.13| 0.23| 0.01| 0.07| 0.43| PlayStation 4
Saints Row IV| https://www.vgchartz.com/game/84578/saints-row-iv-re-elected/| 2015| Action| Deep Silver| 0.15| 0.18| 0.03| 0.06| 0.42| PlayStation 4
Dishonored| https://www.vgchartz.com/game/85733/dishonored-definitive-edition/| 2015| Action| Bethesda Softworks| 0.12| 0.21| 0.02| 0.06| 0.42| PlayStation 4
Mirror's Edge 2| https://www.vgchartz.com/game/73085/mirrors-edge-catalyst/| 2016| Platform| Electronic Arts| 0.13| 0.19| 0.03| 0.06| 0.42| PlayStation 4
Farming Simulator 2015| https://www.vgchartz.com/game/83764/farming-simulator-2015/| 2015| Simulation| Koch Media| 0.13| 0.22| 0.00| 0.07| 0.41| PlayStation 4
Just Dance 2015| https://www.vgchartz.com/game/82951/just-dance-2015/| 2014| Music| Ubisoft| 0.21| 0.13| 0.00| 0.07| 0.41| PlayStation 4
Sword Art Online: Hollow Realization| https://www.vgchartz.com/game/95433/sword-art-online-hollow-realization/| 2016| Role-Playing| Namco Bandai Games| 0.18| 0.06| 0.12| 0.05| 0.41| PlayStation 4
Just Dance 2016| https://www.vgchartz.com/game/85740/just-dance-2016/| 2015| Music| Ubisoft| 0.19| 0.13| 0.00| 0.07| 0.39| PlayStation 4
Batman: Arkham VR| https://www.vgchartz.com/game/124388/batman-arkham-vr/| 2016| Action| Warner Bros. Interactive Entertainment| 0.32| 0.00| 0.00| 0.07| 0.39| PlayStation 4
Little Nightmares| https://www.vgchartz.com/game/155314/little-nightmares/| 2017| Platform| Namco Bandai Games| 0.18| 0.12| 0.02| 0.06| 0.39| PlayStation 4
Tropico 5| https://www.vgchartz.com/game/78528/tropico-5/| 2015| Simulation| Kalypso Media| 0.07| 0.18| 0.08| 0.05| 0.38| PlayStation 4
Life is Strange| https://www.vgchartz.com/game/84063/life-is-strange/| 2016| Adventure| Square Enix| 0.11| 0.16| 0.05| 0.05| 0.37| PlayStation 4
Resident Evil Zero| https://www.vgchartz.com/game/85547/resident-evil-origins-collection/| 2016| Action-Adventure| Capcom| 0.07| 0.18| 0.07| 0.05| 0.37| PlayStation 4
Yakuza Kiwami 2| https://www.vgchartz.com/game/198943/yakuza-kiwami-2/| 2017| Action| Sega| 0.08| 0.06| 0.19| 0.03| 0.37| PlayStation 4
Vampyr| https://www.vgchartz.com/game/181516/vampyr/| 2018| Role-Playing| Focus Home Interactive| 0.12| 0.19| 0.00| 0.06| 0.37| PlayStation 4
Okami| https://www.vgchartz.com/game/203191/okami-hd/| 2017| Action| Capcom| 0.16| 0.12| 0.03| 0.06| 0.36| PlayStation 4
Sniper: Ghost Warrior 3| https://www.vgchartz.com/game/84973/sniper-ghost-warrior-3/| 2017| Shooter| City Interactive| 0.14| 0.15| 0.03| 0.06| 0.36| PlayStation 4
Hokuto ga Gotoku| https://www.vgchartz.com/game/198944/fist-of-the-north-star-lost-paradise/| 2018| Action| Sega| 0.09| 0.05| 0.18| 0.03| 0.36| PlayStation 4
Sword Art Online: Lost Song| https://www.vgchartz.com/game/85550/sword-art-online-lost-song/| 2015| Role-Playing| Namco Bandai Games| 0.19| 0.11| 0.00| 0.06| 0.36| PlayStation 4
Disgaea 5: Alliance of Vengeance| https://www.vgchartz.com/game/84506/disgaea-5-alliance-of-vengeance/| 2015| Role-Playing| NIS America| 0.15| 0.08| 0.07| 0.05| 0.35| PlayStation 4
Dead or Alive 5| https://www.vgchartz.com/game/85041/dead-or-alive-5-last-round/| 2015| Fighting| Tecmo Koei| 0.09| 0.13| 0.09| 0.04| 0.35| PlayStation 4
Gravity Rush 2| https://www.vgchartz.com/game/86436/gravity-rush-2/| 2017| Action-Adventure| Sony Interactive Entertainment| 0.13| 0.05| 0.13| 0.04| 0.35| PlayStation 4
Odin Sphere: Leifthrasir| https://www.vgchartz.com/game/85793/odin-sphere-leifthrasir/| 2016| Role-Playing| NIS America| 0.14| 0.07| 0.09| 0.04| 0.34| PlayStation 4
Divinity: Original Sin| https://www.vgchartz.com/game/85624/divinity-original-sin/| 2015| Role-Playing| Focus Home Interactive| 0.13| 0.13| 0.04| 0.05| 0.34| PlayStation 4
The King of Fighters XIV| https://www.vgchartz.com/game/106904/the-king-of-fighters-xiv/| 2016| Fighting| Deep Silver| 0.21| 0.02| 0.06| 0.05| 0.34| PlayStation 4
Dishonored: Death of the Outsider| https://www.vgchartz.com/game/182729/dishonored-death-of-the-outsider/| 2017| Action| Bethesda Softworks| 0.10| 0.18| 0.00| 0.05| 0.33| PlayStation 4
Valkyria Chronicles| https://www.vgchartz.com/game/86203/valkyria-chronicles-remastered/| 2016| Role-Playing| Sega| 0.14| 0.08| 0.08| 0.04| 0.33| PlayStation 4
Murdered: Soul Suspect| https://www.vgchartz.com/game/78936/murdered-soul-suspect/| 2014| Action-Adventure| Square Enix| 0.09| 0.17| 0.02| 0.05| 0.33| PlayStation 4
Payday 2| https://www.vgchartz.com/game/85348/payday-2/| 2015| Shooter| 505 Games| 0.12| 0.14| 0.00| 0.05| 0.32| PlayStation 4
UEFA Euro 2016| https://www.vgchartz.com/game/98665/uefa-euro-2016/| 2016| Sports| Konami Digital Entertainment| 0.00| 0.22| 0.05| 0.04| 0.31| PlayStation 4
DmC: Devil May Cry| https://www.vgchartz.com/game/85081/dmc-devil-may-cry-definitive-edition/| 2015| Action| Capcom| 0.12| 0.13| 0.00| 0.05| 0.31| PlayStation 4
Sonic Mania| https://www.vgchartz.com/game/133963/sonic-mania/| 2017| Platform| Sega| 0.10| 0.15| 0.01| 0.05| 0.31| PlayStation 4
J Stars Victory Vs.| https://www.vgchartz.com/game/84983/j-stars-victory-vs/| 2015| Fighting| Namco Bandai Games| 0.11| 0.14| 0.00| 0.05| 0.31| PlayStation 4
XCOM 2| https://www.vgchartz.com/game/117546/xcom-2/| 2016| Strategy| 2K Games| 0.16| 0.10| 0.00| 0.05| 0.31| PlayStation 4
Dynasty Warriors 8: Xtreme Legends| https://www.vgchartz.com/game/75663/dynasty-warriors-8-xtreme-legends/| 2014| Misc| Tecmo Koei| 0.09| 0.12| 0.06| 0.04| 0.31| PlayStation 4
Cities: Skylines| https://www.vgchartz.com/game/184290/cities-skylines/| 2017| Simulation| Koch Media| 0.15| 0.07| 0.04| 0.05| 0.30| PlayStation 4
Saint Seiya: Soldiers' Soul| https://www.vgchartz.com/game/85369/saint-seiya-soldiers-soul/| 2015| Fighting| Namco Bandai Games| 0.00| 0.21| 0.05| 0.04| 0.30| PlayStation 4
Just Dance 2018| https://www.vgchartz.com/game/203195/just-dance-2018/| 2017| Music| Ubisoft| 0.10| 0.15| 0.00| 0.05| 0.30| PlayStation 4
The Walking Dead: Season Two| https://www.vgchartz.com/game/77071/the-walking-dead-season-two/| 2014| Misc| Square Enix| 0.13| 0.09| 0.03| 0.05| 0.30| PlayStation 4
Sword Art Online: Fatal Bullet| https://www.vgchartz.com/game/203225/sword-art-online-fatal-bullet/| 2018| Role-Playing| Namco Bandai Games| 0.11| 0.03| 0.13| 0.03| 0.29| PlayStation 4
Naruto to Boruto: Shinobi Striker| https://www.vgchartz.com/game/168456/naruto-to-boruto-shinobi-striker/| 2018| Action| Bandai Namco Games| 0.19| 0.03| 0.02| 0.05| 0.29| PlayStation 4
Yooka-Laylee| https://www.vgchartz.com/game/85444/yooka-laylee/| 2017| Platform| Sold Out| 0.09| 0.16| 0.00| 0.05| 0.29| PlayStation 4
Cars 3: Driven to Win| https://www.vgchartz.com/game/166964/cars-3-driven-to-win/| 2017| Racing| Warner Bros. Interactive Entertainment| 0.06| 0.18| 0.01| 0.04| 0.29| PlayStation 4
Metal Gear Solid V: The Definitive Experience| https://www.vgchartz.com/game/132807/metal-gear-solid-v-the-definitive-experience/| 2016| Action| Konami Digital Entertainment| 0.13| 0.08| 0.03| 0.04| 0.29| PlayStation 4
Sherlock Holmes: Crimes & Punishments| https://www.vgchartz.com/game/84658/sherlock-holmes-crimes-amp-punishments/| 2014| Adventure| Focus Home Interactive| 0.10| 0.14| 0.00| 0.05| 0.29| PlayStation 4
Star Trek Bridge Crew VR| https://www.vgchartz.com/game/158304/star-trek-bridge-crew/| 2017| Action| Ubisoft| 0.11| 0.12| 0.00| 0.05| 0.28| PlayStation 4
The Heavy Rain and Beyond: Two Souls Collection| https://www.vgchartz.com/game/86232/the-heavy-rain-and-beyond-two-souls-collection/| 2016| Action| Sony Computer Entertainment| 0.00| 0.24| 0.00| 0.04| 0.28| PlayStation 4
Spintires: MudRunner| https://www.vgchartz.com/game/206653/spintires-mudrunner/| 2017| Simulation| Focus Home Interactive| 0.11| 0.12| 0.00| 0.05| 0.28| PlayStation 4
Onechanbara Z2: Chaos| https://www.vgchartz.com/game/83553/onechanbara-z2-chaos/| 2014| Action| NIS America| 0.16| 0.03| 0.05| 0.04| 0.28| PlayStation 4
Secret of Mana| https://www.vgchartz.com/game/219929/secret-of-mana/| 2018| Role-Playing| Square Enix| 0.06| 0.12| 0.05| 0.04| 0.28| PlayStation 4
Gundam Versus| https://www.vgchartz.com/game/173108/gundam-versus/| 2017| Action| Namco Bandai Games| 0.08| 0.00| 0.18| 0.02| 0.28| PlayStation 4
NBA Live 14| https://www.vgchartz.com/game/74703/nba-live-14/| 2013| Sports| EA Sports| 0.17| 0.05| 0.00| 0.05| 0.27| PlayStation 4
Bravo Team VR| https://www.vgchartz.com/game/213655/bravo-team/| 2018| Shooter| Sony Interactive Entertainment| 0.12| 0.09| 0.02| 0.04| 0.27| PlayStation 4
Killing Floor 2| https://www.vgchartz.com/game/84936/killing-floor-2/| 2016| Shooter| Tripwire Interactive| 0.19| 0.03| 0.00| 0.05| 0.27| PlayStation 4
Robinson: The Journey| https://www.vgchartz.com/game/139457/robinson-the-journey/| 2016| Action-Adventure| Sony Interactive Entertainment| 0.14| 0.09| 0.00| 0.05| 0.27| PlayStation 4
DriveClub VR| https://www.vgchartz.com/game/137628/driveclub-vr/| 2016| Racing| Sony Interactive Entertainment| 0.12| 0.09| 0.01| 0.04| 0.27| PlayStation 4
Fate/Extella: The Umbral Star| https://www.vgchartz.com/game/124389/fateextella-the-umbral-star/| 2016| Action| PQube| 0.12| 0.00| 0.12| 0.03| 0.27| PlayStation 4
Ultimate Marvel vs. Capcom 3| https://www.vgchartz.com/game/150129/ultimate-marvel-vs-capcom-3/| 2017| Fighting| Capcom| 0.19| 0.00| 0.02| 0.04| 0.26| PlayStation 4
New Danganronpa V3: Minna no Koroshiai Shin Gakki| https://www.vgchartz.com/game/153615/danganronpa-v3-killing-harmony/| 2017| Adventure| NIS America| 0.09| 0.05| 0.07| 0.03| 0.25| PlayStation 4
Samurai Warriors 4| https://www.vgchartz.com/game/82517/samurai-warriors-4/| 2014| Fighting| Tecmo Koei| 0.08| 0.07| 0.06| 0.03| 0.25| PlayStation 4
Darksiders III| https://www.vgchartz.com/game/174548/darksiders-iii/| 2018| Action| THQ Nordic| 0.13| 0.07| 0.00| 0.04| 0.25| PlayStation 4
NBA Live 15| https://www.vgchartz.com/game/84762/nba-live-15/| 2014| Sports| Electronic Arts| 0.16| 0.04| 0.00| 0.04| 0.25| PlayStation 4
NBA Live 18| https://www.vgchartz.com/game/195579/nba-live-18/| 2017| Sports| EA Sports| 0.20| 0.00| 0.00| 0.05| 0.24| PlayStation 4
Tearaway Unfolded| https://www.vgchartz.com/game/84122/tearaway-unfolded/| 2015| Platform| Sony Computer Entertainment| 0.07| 0.13| 0.00| 0.04| 0.24| PlayStation 4
.hack//G.U. Last Recode| https://www.vgchartz.com/game/184291/hackgu-last-recode/| 2017| Role-Playing| Namco Bandai Games| 0.10| 0.04| 0.08| 0.03| 0.24| PlayStation 4
Ride| https://www.vgchartz.com/game/85110/ride/| 2015| Racing| Milestone S.r.l.| 0.04| 0.13| 0.03| 0.03| 0.24| PlayStation 4
